person,num_credits,potential_percent,def_percent,snl_percent,current,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
Mark Reisman,19,0.631578947368421,0.05263157894736842,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0718459/?ref_=fn_nm_nm_1,4.0,0.0,0.0,0.0015457574980774
David Sheffield,16,0.9375,0.0625,0,False,1980.0,1983.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0790775/?ref_=fn_nm_nm_1,56.0,1.0,39.0,0.0111323436880986
Jeremy Stevens,16,0.875,0.0625,0,False,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0828484/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.1513047936426557
Bob Tischler,12,0.75,0.16666666666666666,0.08333333333333333,False,1980.0,1985.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0864293/?ref_=fn_nm_nm_1,72.0,1.0,80.0,0.1363103866141548
Mason Williams,14,0.35714285714285715,0.07142857142857142,0,False,1980.0,1981.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0931281/?ref_=fn_nm_nm_1,2.0,0.0,0.0,0.1513047936426557
Dirk Wittenborn,6,0.16666666666666666,0.16666666666666666,0,False,1980.0,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0936999/?ref_=fn_nm_nm_1,1.0,0.0,0.0,0.0011843117149448
Joe Bodolai,9,0.3333333333333333,0.1111111111111111,0,False,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1188688/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Nate Herman,3,0.6666666666666666,0.3333333333333333,0,False,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2953522/?ref_=fn_nm_nm_1,77.0,7.0,0.0,0.0144141362354641
Nelson Lyon,5,0.2,0.2,0,False,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0528962/?ref_=fn_nm_nm_1,20.0,2.0,0.0,0.0037253850993917
Mark O'Donnell (IV),4,0.75,0.25,0,False,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2843346/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Margaret Oberman,11,0.5454545454545454,0.09090909090909091,0,False,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0643315/?ref_=fn_nm_nm_1,57.0,0.0,0.0,0.0111227890284542
Andrew Smith (III),15,0.6666666666666666,0.13333333333333333,0.06666666666666667,False,1981.0,1985.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0807308/?ref_=ttfc_fc_wr367,60.0,5.0,0.0,0.0871140267064389
Terry Southern,10,0.3,0.1,0,False,1981.0,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0816143/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Eliot Wald,7,0.8571428571428571,0.2857142857142857,0,False,1981.0,1985.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0906997/?ref_=fn_nm_nm_1,77.0,0.0,1.0,0.013559809838969
Andrew Kurtzman,7,1.0,0.14285714285714285,0,False,1982.0,1985.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0476065/?ref_=fn_nm_nm_1,56.0,1.0,1.0,0.0100918179487777
Ellen L. Fogle,10,0.7,0.2,0.1,False,1982.0,1983.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0283941/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Tracy Tormé,19,0.3157894736842105,0.05263157894736842,0,False,1982.0,1983.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0868124/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Andy Breckman,40,0.775,0.225,0.025,False,1983.0,1987.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0106563/?ref_=fn_nm_nm_1,63.0,10.0,5.0,0.0121783458786791
Adam Green (II),5,0.6,0.4,0.2,False,1983.0,1984.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0337580/?ref_=ttfc_fc_wr591,19.0,0.0,0.0,0.00335298641374
Kevin Kelton,18,0.5555555555555556,0.05555555555555555,0,False,1983.0,1985.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0447124/?ref_=fn_nm_nm_0,37.0,4.0,0.0,0.0070893244156509
Michael C. McCarthy,31,0.5483870967741935,0.06451612903225806,0,False,1983.0,1984.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0565258/?ref_=fn_nm_nm_0,16.0,0.0,0.0,0.0029915406306075
Larry David,150,0.8466666666666667,0.1,0.06666666666666667,False,1984.0,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0202970/?ref_=fn_nm_nm_1,18.0,18.0,4.0,0.0056092843326885
Rob Riley (I),23,0.34782608695652173,0.043478260869565216,0,False,1984.0,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0726988/?ref_=fn_al_nm_7,16.0,5.0,0.0,0.0036213325254596
Jack Handey,17,0.5882352941176471,0.4117647058823529,0.058823529411764705,False,1985.0,2001.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0359532/?ref_=fn_nm_nm_1,179.0,0.0,80.0,0.0343951434364149
Lanier Laney,7,1.0,0.14285714285714285,0,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0485640/?ref_=fn_nm_nm_0,18.0,2.0,0.0,0.00348442124397
Carol Leifer,117,0.7264957264957265,0.05982905982905983,0.042735042735042736,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0500140/?ref_=fn_nm_nm_0,18.0,4.0,0.0,0.0037363380019109
George Meyer,14,0.9285714285714286,0.21428571428571427,0,False,1985.0,1989.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0583127/?ref_=fn_nm_nm_0,71.0,0.0,0.0,0.012809536016406
Bruce McCulloch,71,0.7323943661971831,0.15492957746478872,0.11267605633802817,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0567126/?ref_=fn_nm_nm_1,0.0,3.0,3.0,0.001523851693039
Richard Rosen (IV),7,0.7142857142857143,0.14285714285714285,0,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2399917/?ref_=fn_nm_nm_1,3.0,0.0,0.0,0.0014252755703665
Suzy Schneider,1,1.0,1.0,0,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2954512/?ref_=fn_nm_nm_2,6.0,0.0,0.0,0.0017867213534991
John Swartzwelder,8,0.75,0.125,0,False,1985.0,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0841990/?ref_=fn_nm_nm_1,18.0,4.0,0.0,0.0037363380019109
E. Jean Carroll,10,0.8,0.3,0,False,1986.0,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0140800/?ref_=fn_nm_nm_0,18.0,0.0,0.0,0.0032325044860292
Marc Shaiman,95,0.6,0.08421052631578947,0.031578947368421054,False,1986.0,1989.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0003299/?ref_=fn_nm_nm_0,20.0,14.0,4.0,0.0064102444594626
Bonnie Turner,19,0.9473684210526315,0.3684210526315789,0.05263157894736842,False,1986.0,1992.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0877425/?ref_=fn_nm_nm_0,130.0,13.0,1.0,0.0237104705087273
Terry Turner,17,1.0,0.4117647058823529,0.058823529411764705,False,1986.0,1992.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0877901/?ref_=fn_nm_nm_0,130.0,10.0,2.0,0.023359977628114
Jon Vitti,19,0.631578947368421,0.05263157894736842,0,False,1986.0,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0900140/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Christine Zander,27,0.7407407407407407,0.14814814814814814,0,False,1986.0,1993.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0952863/?ref_=fn_nm_nm_0,130.0,25.0,1.0,0.0262858008436065
Greg Daniels,43,0.813953488372093,0.09302325581395349,0.023255813953488372,False,1987.0,1990.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0199948/?ref_=fn_nm_nm_1,53.0,0.0,0.0,0.0095770315303768
Conan O'Brien,359,0.6824512534818942,0.0947075208913649,0.06406685236768803,False,1987.0,1991.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0005277/?ref_=fn_nm_nm_0,72.0,21.0,3.0,0.0156572906713896
Bob Odenkirk,309,0.7087378640776699,0.0744336569579288,0.05177993527508091,False,1987.0,1991.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0644022/?ref_=fn_nm_nm_1,131.0,13.0,1.0,0.0217032928619701
John Bowman,32,0.8125,0.09375,0,False,1988.0,1989.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0101337/?ref_=fn_nm_nm_0,21.0,2.0,0.0,0.0038458670271026
Shannon Gaughan,7,1.0,0.2857142857142857,0,False,1988.0,1989.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0969183/?ref_=fn_nm_nm_0,20.0,0.0,0.0,0.0034734683414509
Tom Hymes,5,0.4,0.4,0,False,1989.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1631821/?ref_=fn_nm_nm_1,16.0,0.0,0.0,0.0029915406306075
Dan McGrath (I),9,0.7777777777777778,0.1111111111111111,0,False,1990.0,1992.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0569775/?ref_=fn_nm_nm_1,36.0,0.0,0.0,0.0064650089720584
Andy Robin (I),10,0.8,0.1,0,False,1990.0,1991.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0732165/?ref_=fn_nm_nm_1,18.0,1.0,0.0,0.0033584628649996
Warren Hutcherson,40,0.625,0.05,0.025,False,1991.0,1993.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0404209/?ref_=fn_nm_nm_0,40.0,4.0,1.0,0.0074781524550814
Steve Koren,25,0.76,0.36,0.08,False,1991.0,1998.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0466175/?ref_=fn_nm_nm_0,120.0,6.0,1.0,0.0216239425788259
Ian Maxtone-Graham,13,0.9230769230769231,0.3076923076923077,0.07692307692307693,False,1991.0,1995.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0561631/?ref_=fn_nm_nm_0,61.0,4.0,1.0,0.0121359325114772
Bruce Handy,3,0.6666666666666666,0.3333333333333333,0,False,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1554692/?ref_=fn_nm_nm_0,19.0,0.0,0.0,0.00335298641374
Dawna Kaufmann,5,1.0,0.2,0,False,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0442126/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
David Mandel,44,0.7045454545454546,0.09090909090909091,0.045454545454545456,False,1992.0,1995.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0541635/?ref_=fn_nm_nm_0,61.0,3.0,0.0,0.0109187620889748
Vanessa Middleton,12,0.3333333333333333,0.08333333333333333,0,False,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0585583/?ref_=fn_nm_nm_1,19.0,0.0,0.0,0.00335298641374
Glenn Rockowitz,4,0.75,0.25,0,False,1992.0,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1032308/?ref_=fn_nm_nm_0,6.0,0.0,0.0,0.0017867213534991
Dave Attell,137,0.7153284671532847,0.0364963503649635,0.014598540145985401,False,1993.0,1994.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0040995/?ref_=fn_nm_nm_0,20.0,7.0,0.0,0.0043551769942438
Tony De Sena (I),29,0.6206896551724138,0.034482758620689655,0,False,1993.0,1994.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1096215/?ref_=fn_al_nm_0,20.0,0.0,0.0,0.0034734683414509
Tim Herlihy,35,0.9714285714285714,0.4,0.22857142857142856,False,1993.0,2000.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0379056/?ref_=fn_nm_nm_0,137.0,1.0,60.0,0.0471502977924408
Steve Lookner,23,0.8260869565217391,0.043478260869565216,0,False,1993.0,1995.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0382769/?ref_=fn_nm_nm_1,40.0,2.0,0.0,0.0071988534408426
Lewis Morton,17,0.9411764705882353,0.11764705882352941,0,False,1993.0,1995.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0608034/?ref_=fn_nm_nm_0,40.0,1.0,1.0,0.0071002773181701
Ross Abrash,18,0.8888888888888888,0.05555555555555555,0,False,1994.0,1998.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1039205/?ref_=fn_nm_nm_0,80.0,0.0,0.0,0.0138938733658036
Norm Hiscock,17,0.7058823529411765,0.17647058823529413,0.11764705882352941,False,1994.0,1997.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0386780/?ref_=fn_nm_nm_0,60.0,4.0,1.0,0.0109516207965323
Brian Kelley (I),11,1.0,0.09090909090909091,0,False,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0445877/?ref_=fn_al_nm_5,20.0,0.0,0.0,0.0034734683414509
Margo Meyer,1,0,0,0,False,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm12200979/?ref_=fn_nm_nm_0,0.0,0.0,0.0,0.001063829787234
Adam Resnick,13,0.6923076923076923,0.07692307692307693,0,False,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0720304/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Drake Sather,16,0.875,0.0625,0,False,1994.0,1995.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0766153/?ref_=fn_nm_nm_0,21.0,0.0,0.0,0.0035939502691617
Steve Higgins,64,0.984375,0.734375,0.1875,True,1995.0,2023.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0383492/?ref_=fn_nm_nm_1,534.0,61.0,483.0,0.1203908172063773
Cindy Caponera,29,0.7241379310344828,0.034482758620689655,0,False,1995.0,1998.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0135359/?ref_=fn_nm_nm_0,60.0,10.0,0.0,0.011679988814057
Hugh Fink,47,0.5531914893617021,0.06382978723404255,0,False,1995.0,2002.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0277813/?ref_=fn_nm_nm_1,141.0,5.0,2.0,0.0251193167253151
Tom Gianas,37,0.6756756756756757,0.08108108108108109,0,False,1995.0,1998.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0316139/?ref_=fn_nm_nm_1,60.0,4.0,0.0,0.0109242385402344
Peter Gaulke,14,0.7142857142857143,0.07142857142857142,0,False,1995.0,1996.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0310087/?ref_=fn_nm_nm_1,16.0,0.0,0.0,0.0029915406306075
Erin Fraser (III),1,1.0,1.0,0,False,1995.0,1996.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0549524/?ref_=fn_al_nm_0,18.0,0.0,0.0,0.0032325044860292
Adam McKay,188,0.7712765957446809,0.10106382978723404,0.047872340425531915,False,1995.0,2001.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0570912/?ref_=fn_nm_nm_1,126.0,15.0,9.0,0.0986995176062082
Dennis McNicholas,18,0.8888888888888888,0.4444444444444444,0.1111111111111111,False,1995.0,2023.0,18.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0574005/?ref_=fn_nm_nm_0,323.0,19.0,144.0,0.0977341862614869
Lori Nasso,11,0.6363636363636364,0.09090909090909091,0,False,1995.0,1999.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0621994/?ref_=fn_nm_nm_0,79.0,14.0,1.0,0.0155641909999766
Paula Pell,82,0.9146341463414634,0.34146341463414637,0.18292682926829268,False,1995.0,2009.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0996134/?ref_=fn_nm_nm_1,311.0,66.0,4.0,0.0817082643921915
Frank Sebastiano,37,0.972972972972973,0.13513513513513514,0.05405405405405406,False,1995.0,2006.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0780980/?ref_=fn_nm_nm_0,173.0,3.0,1.0,0.0308230989722914
Andrew Steele (I),24,0.875,0.20833333333333334,0,False,1995.0,2008.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0824482/?ref_=fn_nm_nm_1,240.0,1.0,0.0,0.0890252544174615
David Breckman,9,0.4444444444444444,0.1111111111111111,0,False,1996.0,1997.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1184512/?ref_=fn_nm_nm_0,20.0,0.0,0.0,0.0034734683414509
Robert Carlock,28,1.0,0.5,0.42857142857142855,False,1996.0,2001.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1061622/?ref_=fn_nm_nm_1,103.0,7.0,0.0,0.01861049614318
Stephen Colbert,351,0.6638176638176638,0.05982905982905983,0.05128205128205128,False,1996.0,1997.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0170306/?ref_=fn_nm_nm_0,23.0,17.0,0.0,0.0059762065670807
Matt Piedmont,19,0.7894736842105263,0.2631578947368421,0,False,1996.0,2002.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0682126/?ref_=fn_nm_nm_1,119.0,3.0,0.0,0.0210982032579058
Scott Wainio,7,0.5714285714285714,0.2857142857142857,0,False,1996.0,2003.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0906511/?ref_=fn_nm_nm_0,139.0,7.0,1.0,0.0251028873715364
Michael McCullers,18,0.7777777777777778,0.2777777777777778,0.1111111111111111,False,1997.0,1998.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0567112/?ref_=fn_nm_nm_0,20.0,0.0,0.0,0.0034734683414509
Michael Schur,46,0.8913043478260869,0.06521739130434782,0.021739130434782608,False,1997.0,2004.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1321658/?ref_=fn_nm_nm_0,138.0,3.0,40.0,0.0255464799235627
Jerry Collins,18,0.8888888888888888,0.05555555555555555,0,False,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0172381/?ref_=fn_nm_nm_0,39.0,0.0,0.0,0.0068264547551909
Steven Cragg,22,0.3181818181818182,0.045454545454545456,0,False,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0185735/?ref_=fn_nm_nm_1,39.0,3.0,0.0,0.0072043298921022
Tony Daro,1,1.0,1.0,0,False,1998.0,2001.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1720857/?ref_=fn_nm_nm_0,58.0,0.0,0.0,0.010179441168931
Richard Francese,7,0.7142857142857143,0.42857142857142855,0.14285714285714285,False,1998.0,2000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0289927/?ref_=fn_nm_nm_0,39.0,11.0,1.0,0.0082393791801635
Matt Graham (II),8,0.375,0.25,0.125,False,1998.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1757994/?ref_=fn_nm_nm_1,18.0,0.0,0.0,0.0032325044860292
Ray James,36,0.7777777777777778,0.1111111111111111,0.05555555555555555,False,1998.0,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0416853/?ref_=fn_nm_nm_0,22.0,1.0,0.0,0.003840390575843
T. Sean Shannon,22,0.8181818181818182,0.4090909090909091,0.13636363636363635,False,1998.0,2006.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0780643/?ref_=fn_nm_nm_0,158.0,0.0,7.0,0.027738458670271
Kevin Brennan,0,0,0,0,False,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0107339/?ref_=fn_nm_nm_1,0.0,0.0,0.0,0.001063829787234
Ali Reza,52,0.4807692307692308,0.057692307692307696,0.038461538461538464,False,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0995946/?ref_=fn_nm_nm_0,17.0,0.0,0.0,0.0031120225583183
J.J. Philbin,15,0.4,0.06666666666666667,0,False,1999.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0679902/?ref_=fn_nm_nm_1,17.0,0.0,0.0,0.0031120225583183
James Anderson (XI),17,1.0,0.7058823529411765,0.29411764705882354,False,2000.0,2020.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1318184/?ref_=fn_al_nm_9,404.0,9.0,0.0,0.0710849199505954
Melanie Graham (I),11,0.45454545454545453,0.09090909090909091,0,False,2000.0,2001.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0334218/?ref_=fn_nm_nm_1,20.0,0.0,0.0,0.0034734683414509
Erik Kenward,34,0.9411764705882353,0.8529411764705882,0.17647058823529413,True,2000.0,2023.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1334502/?ref_=fn_nm_nm_0,435.0,0.0,228.0,0.0831208780965253
Jon Rosenfeld,2,0.5,0.5,0,False,2000.0,2001.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1720897/?ref_=fn_nm_nm_2,18.0,0.0,0.0,0.0032325044860292
Doug Abeles,18,0.7222222222222222,0.3888888888888889,0.16666666666666666,False,2001.0,2011.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1263023/?ref_=fn_nm_nm_1,197.0,3.0,66.0,0.0365583416839505
