title,media_type,imdb_link,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies
Press Pass,"['TV Series', '2008– 2008– ', '22m']",https://www.imdb.com/title/tt1487574/,2,"['Ben Stiller', 'David Spade']",2,['Comedy'],"['Nadine Rajabi', 'Jack Black', 'JC Chasez', 'Jonathan Davis', 'Randy Jackson', 'David Spade', 'Ben Stiller', 'Mark Wahlberg', 'Patrick Warburton']",0,"['Nadine Rajabi', 'Jack Black', 'JC Chasez', 'Nadine Rajabi', 'Jack Black', 'JC Chasez']",
Tenacious D: The Complete Masterworks,"['Video', '20032003', 'Not RatedNot Rated', '3h 26m']",https://www.imdb.com/title/tt0388462/,6,"['Tom Gianas', 'Ben Stiller', 'Bob Odenkirk', 'Laura Kightlinger']",4,"['Documentary', 'Comedy', 'Music']","['Jack Black', 'Kyle Gass', 'Scott Adsit', 'Dave Allen', 'DeMorge Brown', 'Benjamin Cooley', 'David Cross', 'Ken Daly', 'Ernest M. Garcia', 'Dave Grohl', 'Jay Johnston', 'Spike Jonze', 'Laura Kightlinger', 'Karen Kilgariff', 'Liam Lynch', 'Ali MacLean', 'Laura Milligan', 'Evie Peck']",0,"['Tom Gianas', 'Spike Jonze', 'Liam Lynch', 'Jack Black', 'David Cross', 'Kyle Gass', 'Jack Black', 'Kyle Gass', 'Scott Adsit', 'Tom Gianas', 'Spike Jonze', 'Liam Lynch', 'Jack Black', 'David Cross', 'Kyle Gass', 'Jack Black', 'Kyle Gass', 'Scott Adsit']",
Bravo Profiles,"['TV Series', '1998–20041998–2004']",https://www.imdb.com/title/tt0288347/,3,"['Ben Stiller', 'Harry Shearer', 'Bonnie Turner']",3,"['Documentary', 'Biography']","['Tony Roberts', 'Norman Jewison', 'Michael Musto', 'Brad Pitt', 'Martin Sheen', 'Anthony Hopkins', 'Robert Redford', 'Susan Sarandon', 'Oliver Parker', 'John Suiter', 'Matt Damon', 'Gene Hackman', 'Maxine Franklin', 'Angelina Jolie', 'Tom Clark', 'Dwight Yoakam', 'Joyce Johnson', 'Lawrence Ferlinghetti']",38,"['Tony Roberts', 'Norman Jewison', 'Michael Musto', 'Tony Roberts', 'Norman Jewison', 'Michael Musto']",
The 56th Annual Golden Globe Awards,"['TV Special', '19991999']",https://www.imdb.com/title/tt0447822/,2,"['Ben Stiller', 'David Spade']",2,[],"['Ben Affleck', 'Gillian Anderson', 'Ann-Margret', 'Christina Applegate', 'Lauren Bacall', 'Antonio Banderas', 'Kim Basinger', 'Kathy Bates', 'Carole Bayer Sager', 'Warren Beatty', 'Gil Bellows', 'Roberto Benigni', 'Annette Bening', 'Cate Blanchett', 'Brenda Blethyn', 'Lara Flynn Boyle', 'Michael Caine', 'Shakira Caine']",0,"['Ben Affleck', 'Gillian Anderson', 'Ann-Margret', 'Ben Affleck', 'Gillian Anderson', 'Ann-Margret']",
1998 MTV Video Music Awards,"['TV Special', '19981998', 'TV-14TV-14', '3h 6m']",https://www.imdb.com/title/tt0266735/,2,"['Ben Stiller', 'David Spade']",2,['Music'],"['Ben Stiller', 'Tori Amos', 'Monica', 'Beck', 'Mariah Carey', 'Sarah Michelle Gellar', 'Geri Horner', 'Whitney Houston', 'Natalie Imbruglia', 'Courtney Love', 'Brandy Norwood', 'Will Smith', 'Tatyana Ali', 'Backstreet Boys', 'Tyra Banks', 'Barenaked Ladies', 'Beastie Boys', 'Ben Folds Five']",0,"['Beth McCarthy-Miller', 'Nancy Cohen', 'Greg Grabianski', 'Buddy Johnson', 'John Matta', 'Ben Stiller', 'Tori Amos', 'Monica', 'Beth McCarthy-Miller', 'Nancy Cohen', 'Greg Grabianski', 'Buddy Johnson', 'John Matta', 'Ben Stiller', 'Tori Amos', 'Monica']",
History of Curb Your Enthusiasm: So Far,"['Video', '20062006', '35m']",https://www.imdb.com/title/tt0843856/,2,"['Larry David', 'Ben Stiller']",2,"['Documentary', 'Short', 'Comedy']","['Jason Alexander', 'Larry Charles', 'Ted Danson', 'Larry David', 'Susie Essman', 'Jeff Garlin', 'Cheryl Hines', 'Richard Lewis', 'Ben Stiller', 'Laura Streicher', 'Robert B. Weide', 'Anton Yelchin', 'Shelley Berman', 'Richard Kind', 'Mary Steenburgen', 'Wanda Sykes', 'Kym Whitley']",0,"['Jesse Gordon', 'Jesse Gordon', 'Jason Alexander', 'Larry Charles', 'Ted Danson', 'Jesse Gordon', 'Jesse Gordon', 'Jason Alexander', 'Larry Charles', 'Ted Danson']",
Why Him?,"['20162016', 'RR', '1h 51m']",https://www.imdb.com/title/tt4501244/,2,"['Casey Wilson', 'Ben Stiller']",2,['Comedy'],"['Zoey Deutch', 'James Franco', 'Tangie Ambrose', 'Cedric the Entertainer', 'Bob Stephenson', 'Bryan Cranston', 'Megan Mullally', 'Zack Pearlman', 'Griffin Gluck', 'Jee Young Han', 'Mary Pat Gleason', 'Juliette B. Reiss', 'Melissa Graver', 'Steffen Dziczek', 'Jimmy Badstibner', 'Keegan-Michael Key', 'Jacob Kemp', 'Ramy Youssef']",0,"['John Hamburg', 'John Hamburg', 'Ian Helfer', 'Jonah Hill', 'Zoey Deutch', 'James Franco', 'Tangie Ambrose', 'John Hamburg', 'John Hamburg', 'Ian Helfer', 'Jonah Hill', 'Zoey Deutch', 'James Franco', 'Tangie Ambrose']","['Twentieth Century Fox', 'Red Hour Films', '21 Laps Entertainment', '']"
The Meyerowitz Stories,"['20172017', 'TV-MATV-MA', '1h 52m']",https://www.imdb.com/title/tt5536736/,2,"['Adam Sandler', 'Ben Stiller']",2,"['Comedy', 'Drama']","['Adam Sandler', 'Grace Van Patten', 'Dustin Hoffman', 'Elizabeth Marvel', 'Emma Thompson', 'Danny Flaherty', 'Adam David Thompson', 'Ronald Peet', 'Hannah Mitchell', 'Judd Hirsch', 'Rebecca Miller', 'Sigourney Weaver', 'David Cromer', 'James Hamilton', 'Josh Hamilton', 'Ben Stiller', 'Adam Driver', 'Matthew Shear']",0,"['Noah Baumbach', 'Noah Baumbach', 'Adam Sandler', 'Grace Van Patten', 'Dustin Hoffman', 'Noah Baumbach', 'Noah Baumbach', 'Adam Sandler', 'Grace Van Patten', 'Dustin Hoffman']","['Netflix', 'IAC Films', 'Gilded Halfwing', '']"
Danny Roane: First Time Director,"['20062006', 'RR', '1h 23m']",https://www.imdb.com/title/tt0470995/,2,"['Ben Stiller', 'Bob Odenkirk']",2,['Comedy'],"['Eddie Alfano', 'Jamie Anne Allman', 'Lucas Astrom', 'Bob Bancroft', 'Jack Black', 'Mo Collins', 'Marshall Cook', 'Catherine DePrima', 'Andy Dick', 'Jacob Dick', 'Kevin P. Farley', 'Kate Flannery', 'Derrel Furutani', 'John Garret', 'Charna Halpern', 'Scott Haze', 'Paul Henderson', 'Michael Hitchcock']",0,"['Andy Dick', 'Andy Dick', 'Eddie Alfano', 'Jamie Anne Allman', 'Lucas Astrom', 'Andy Dick', 'Andy Dick', 'Eddie Alfano', 'Jamie Anne Allman', 'Lucas Astrom']","['Pollywog Entertainment', 'Romano Films', '']"
Derek Zoolander University,"['TV Short', '19971997', '4m']",https://www.imdb.com/title/tt0291852/,3,"['Drake Sather', 'Ben Stiller']",2,"['Comedy', 'Short']","['Jeff Henry', 'Ben Stiller', 'Mark Vanderloo', 'Jason Lewis', 'Derek Riker', 'Drew Riker']",0,"['Russell Bates', 'Drake Sather', 'Ben Stiller', 'Jeff Henry', 'Ben Stiller', 'Mark Vanderloo', 'Russell Bates', 'Drake Sather', 'Ben Stiller', 'Jeff Henry', 'Ben Stiller', 'Mark Vanderloo']",
StarTalk,"['TV Series', '2015– 2015– ', '47m']",https://www.imdb.com/title/tt4634294/,3,"['Sasheer Zamata', 'Ben Stiller', 'Stephen Colbert']",3,['Talk-Show'],"['Neil deGrasse Tyson', 'Bill Nye', 'Chuck Nice', 'Charles Liu', 'Eugene Mirman', 'Mona Chalabi', 'Maeve Higgins', 'Natalia Reagan', 'Matt Kirshen', 'Sasheer Zamata', 'Scott Adsit', 'Jeff Jarvis', 'Michael Massimino', 'Adam Conover', 'Godfrey', 'Michael Ian Black', 'Paula Poundstone', 'Andrew Revkin']",78,"['Neil deGrasse Tyson', 'Bill Nye', 'Chuck Nice', 'Neil deGrasse Tyson', 'Bill Nye', 'Chuck Nice']","['Curved Light Productions', 'National Geographic Studios', '']"
Walter Mitty: Icelandic Adventure,"['Video', '20142014', '3m']",https://www.imdb.com/title/tt5442298/,2,"['Kristen Wiig', 'Ben Stiller']",2,['Short'],"['Steve Conrad', 'Ben Stiller', 'Kristen Wiig']",0,"['Steve Conrad', 'Ben Stiller', 'Kristen Wiig', 'Steve Conrad', 'Ben Stiller', 'Kristen Wiig']",
The Watch: Alien Invasions and You,"['Video', '20122012', '2m']",https://www.imdb.com/title/tt7320454/,2,"['Akiva Schaffer', 'Ben Stiller']",2,"['Documentary', 'Short']","['Akiva Schaffer', 'Ben Stiller', 'Vince Vaughn']",0,"['Akiva Schaffer', 'Ben Stiller', 'Vince Vaughn', 'Akiva Schaffer', 'Ben Stiller', 'Vince Vaughn']",
A Decade of Difference: A Concert Celebrating 10 Years of the William J. Clinton Foundation,['20112011'],https://www.imdb.com/title/tt2112883/,2,"['Kristen Wiig', 'Ben Stiller']",2,"['Documentary', 'Music']","['Maria Bello', 'Jack Black', 'Tony Blair', 'Bono', 'Kate Capshaw', 'Kenny Chesney', 'Matt Damon', 'Ted Danson', 'Ellen DeGeneres', 'The Edge', 'Colin Farrell', 'Lady Gaga', 'Bill Gates', 'Jon Hamm', 'Jay-Z', 'Elton John', 'Juanes', ""K'Naan""]",0,"['Michael Dempsey', 'Maria Bello', 'Jack Black', 'Tony Blair', 'Michael Dempsey', 'Maria Bello', 'Jack Black', 'Tony Blair']","['Control Room', 'William J. Clinton Foundation', '']"
Live from the NYPL: A Tribute to George Carlin,"['Video', '20102010', '1h 44m']",https://www.imdb.com/title/tt1675745/,2,"['Louis C.K.', 'Ben Stiller']",2,['Comedy'],"['Whoopi Goldberg', 'Paul Holdengräber', 'Anne Meara', 'Jerry Stiller', 'Amy Stiller', 'Ben Stiller', 'Lewis Lapham', 'Kevin Smith', 'Dylan Brody', 'Kelly Carlin', 'Tony Hendra', 'Patrick Carlin', 'Floyd Abrams', 'Louis C.K.']",0,"['Whoopi Goldberg', 'Paul Holdengräber', 'Anne Meara', 'Whoopi Goldberg', 'Paul Holdengräber', 'Anne Meara']","['New York Public Library', 'Otesanek Productions', '']"
25th Film Independent Spirit Awards,"['TV Special', '20102010']",https://www.imdb.com/title/tt1619013/,2,"['Ben Stiller', 'David Spade']",2,['Talk-Show'],"['Eddie Izzard', 'Kyle Patrick Alvarez', 'Anvil', 'Will Arnett', 'Jason Bateman', 'Maria Bello', 'Stuart Brazell', 'Jeff Bridges', 'Adrien Brody', 'Pierce Brosnan', 'Sam Brown', 'T Bone Burnett', 'Judy Cairo', 'Mariah Carey', 'Rob Carliner', 'Ellen Chenoweth', 'Karin Chien', 'Jemaine Clement']",0,"['Chris Albers', 'Jill Sloane Goldstein', 'Eddie Izzard', 'Kyle Patrick Alvarez', 'Anvil', 'Chris Albers', 'Jill Sloane Goldstein', 'Eddie Izzard', 'Kyle Patrick Alvarez', 'Anvil']",
Mayne Street,"['TV Series', '2008–20102008–2010']",https://www.imdb.com/title/tt1308490/,2,"['John Mulaney', 'Ben Stiller']",2,['Comedy'],"['Kenny Mayne', 'Alison Becker', 'Jon Glaser', 'Christopher Nicholas Smith', 'Ben Schwartz', 'Jordan Carlos', 'Aubrey Plaza', 'John Mulaney', 'Hina Abdullah', ""Mike O'Connell"", 'Scoop Jackson', 'Stuart Scott', 'Tony Sirico', 'Linda Cohn', 'Neil Everett', 'Scott Van Pelt', 'Seth Herzog', 'Cie Peterson']",40,"['Kenny Mayne', 'Alison Becker', 'Jon Glaser', 'Kenny Mayne', 'Alison Becker', 'Jon Glaser']",
The 14th Annual Critics' Choice Awards,"['TV Special', '20092009']",https://www.imdb.com/title/tt1264979/,2,"['Ben Stiller', 'Sarah Silverman']",2,['Reality-TV'],"['Amy Adams', 'Jason Alexander', 'Kevin Bacon', 'Preston Bailey', 'Elizabeth Banks', 'Angela Bassett', 'Simon Beaufoy', 'Kate Beckinsale', 'Kristen Bell', 'Corbin Bleu', 'Danny Boyle', 'Josh Brolin', 'Amanda Bynes', 'Diane Cardea', 'Lynn Clayton', 'Common', 'Penélope Cruz', 'Viola Davis']",0,"['Michael Dempsey', 'Amy Adams', 'Jason Alexander', 'Kevin Bacon', 'Michael Dempsey', 'Amy Adams', 'Jason Alexander', 'Kevin Bacon']","['Berlin Entertainment', 'Bob Bain Productions', '']"
In the Cutz,"['TV Series', '2005–20062005–2006', '30m']",https://www.imdb.com/title/tt0482409/,2,"['Ben Stiller', 'Damon Wayans']",2,"['Music', 'News', 'Reality-TV']","['Amy Weber', 'Leanisha Slater', 'Scott Hamilton', 'Elizabeth Perry', 'B.D. Freeman', 'Montana', 'Amy Paffrath', 'Kristi Wirz', 'Aikisha Holly', 'Amy Holland Pennell', 'Elisabeth Meurer', 'Kiara Price', 'Bonnie-Jill Laflin', 'Monique Kelley', 'Jaimie Tucker', 'Jessica Burch', 'Sam Sarpong', 'Jake Coco']",33,"['Klaus Price', 'Amy Weber', 'Leanisha Slater', 'Scott Hamilton', 'Klaus Price', 'Amy Weber', 'Leanisha Slater', 'Scott Hamilton']",
Todd's Coma,"['TV Movie', '20052005']",https://www.imdb.com/title/tt1449273/,2,"['Adam Sandler', 'Ben Stiller']",2,['Comedy'],"['Todd Glass', 'Candice Azzara', 'Amanda Beard', 'Blake Clark', 'Jennifer Elise Cox', 'Tony Devon', 'Frank Ertl', 'Gene Simmons', 'Drake Simpson', 'Ben Stiller', 'Allan Wasserman', 'Kasey Wilson']",0,"['Troy Miller', 'Tom Martin', 'Steven Rosenthal', 'Todd Glass', 'Candice Azzara', 'Amanda Beard', 'Troy Miller', 'Tom Martin', 'Steven Rosenthal', 'Todd Glass', 'Candice Azzara', 'Amanda Beard']","['Happy Madison Productions', 'Sony Pictures Television', 'Turner Broadcasting System (TBS)', '']"
4Pop,"['TV Series', '2003–20042003–2004', '30m']",https://www.imdb.com/title/tt0357350/,2,"['Adam Sandler', 'Ben Stiller']",2,"['Documentary', 'Music']","['Jonna Kosonen', 'Viggo Mortensen', 'Markus Selin', 'Marko Röhr', 'Jari Sillanpää', 'Erin Koivisto', 'Mikko Leppilampi', 'Antti Tuisku', 'Quentin Tarantino', 'Hugh Grant', 'Renny Harlin', 'Irina Björklund', 'Minna Haapkylä', 'André Wickström', 'Aleksi Salmenperä', 'Michael Monroe', 'Wallu Valpio', 'Risto Asikainen']",66,"['Jonna Kosonen', 'Viggo Mortensen', 'Markus Selin', 'Jonna Kosonen', 'Viggo Mortensen', 'Markus Selin']","['Moskito Television', 'Nelonen', '']"
The 74th Annual Academy Awards,"['TV Special', '20022002', '4h 16m']",https://www.imdb.com/title/tt0313162/,2,"['Carol Leifer', 'Ben Stiller']",2,['Family'],"['Whoopi Goldberg', 'Aaliyah', 'John Agar', 'Woody Allen', 'John A. Alonzo', 'Robert Altman', 'Lynn Appelle', 'Samuel Z. Arkoff', 'Antonio Banderas', 'Roberto Benigni', 'Halle Berry', 'Lisa Blount', 'Budd Boetticher', 'Ernest Borgnine', 'Christopher Boyes', 'Jim Broadbent', 'Brigitte Broch', 'Sandra Bullock']",0,"['Louis J. Horvitz', 'Errol Morris', 'Bruce Vilanch', 'Dave Boone', 'Whoopi Goldberg', 'Whoopi Goldberg', 'Aaliyah', 'John Agar', 'Louis J. Horvitz', 'Errol Morris', 'Bruce Vilanch', 'Dave Boone', 'Whoopi Goldberg', 'Whoopi Goldberg', 'Aaliyah', 'John Agar']","['Academy of Motion Picture Arts and Sciences (AMPAS)', 'Imaginary Forces', '']"
The 53rd Annual Tony Awards,"['TV Special', '19991999']",https://www.imdb.com/title/tt0415471/,2,"['Ben Stiller', 'Martin Short']",2,['Music'],"['Kevin Anderson', 'Julie Andrews', 'Bea Arthur', 'Alec Baldwin', 'Christine Baranski', 'Roger Bart', 'Doug Besterman', 'Patricia Birch', 'Claire Bloom', 'Walter Bobbie', 'Matt Bogart', 'Samantha Bond', 'Gertha Boston', 'Matthew Bourne', 'Dawn Bradfield', 'Andrew Bridge', 'Matthew Broderick', 'Lez Brotherston']",0,"['Paul Miller', 'Thomas Meehan', 'Bruce Vilanch', 'Kevin Anderson', 'Julie Andrews', 'Bea Arthur', 'Paul Miller', 'Thomas Meehan', 'Bruce Vilanch', 'Kevin Anderson', 'Julie Andrews', 'Bea Arthur']",
History of Curb Your Enthusiasm: Even Further,"['Video', '20062006', '32m']",https://www.imdb.com/title/tt0843855/,2,"['Larry David', 'Ben Stiller']",2,"['Documentary', 'Short', 'Comedy']","['Jason Alexander', 'Shelley Berman', 'Larry Charles', 'Jonathan Corn', 'Ted Danson', 'Larry David', 'Susie Essman', 'Jeff Garlin', 'Tim Gibbons', 'Cheryl Hines', 'Richard Kind', 'Richard Lewis', ""Erin O'Malley"", 'Porscha Parker', 'Steven Rasch', 'Paul Sand', 'David Steinberg', 'Ben Stiller']",0,"['Jesse Gordon', 'Jesse Gordon', 'Jason Alexander', 'Shelley Berman', 'Larry Charles', 'Jesse Gordon', 'Jesse Gordon', 'Jason Alexander', 'Shelley Berman', 'Larry Charles']",
Work in Progress,"['TV Series', '2019–20212019–2021', 'TV-MATV-MA', '30m']",https://www.imdb.com/title/tt10417836/,4,"['Claire Mulaney', 'Julia Sweeney', 'Alison Gates']",3,['Comedy'],"['Abby McEnany', 'Celeste Pechous', 'Karin Anglin', 'Julia Sweeney', 'Gerard Neugent', 'Armand Fields', 'Theo Germaine', 'Mary Sohn', 'Kenny Rasmussen', 'Bruce Jarchow', 'Lauren Viteri', 'Tyler Anthony Davis', 'Laura T. Fisher', 'Nancy L. Coleman', 'Chandler Marino', 'Shaya Harris', 'Penelope Walker', 'Jalen Gilbert']",18,"['Tim Mason', 'Abby McEnany', 'Abby McEnany', 'Celeste Pechous', 'Karin Anglin', 'Tim Mason', 'Abby McEnany', 'Abby McEnany', 'Celeste Pechous', 'Karin Anglin']","['Circle of Confusion', 'Showtime Networks', '']"
Joey,"['TV Series', '2004–20062004–2006', 'TV-14TV-14', '22m']",https://www.imdb.com/title/tt0375355/,6,"['Robert Carlock', 'Julia Sweeney', 'Brian Kelley (I)', 'Bob Odenkirk']",4,"['Comedy', 'Romance']","['Matt LeBlanc', 'Paulo Costanzo', 'Drea de Matteo', 'Andrea Anders', 'Jennifer Coolidge', 'Ben Falcone', 'Miguel A. Núñez Jr.', 'Adam Goldberg', 'Alex Ball', 'Tommy Perna', 'Mädchen Amick', 'Matt Letscher', 'Gregory Harrison', 'Matthew Mullany', 'Simon Helberg', 'Lucy Liu', 'Richard Ruccolo', 'Danneel Ackles']",46,"['Shana Goldberg-Meehan', 'Scott Silveri', 'Matt LeBlanc', 'Paulo Costanzo', 'Drea de Matteo', 'Shana Goldberg-Meehan', 'Scott Silveri', 'Matt LeBlanc', 'Paulo Costanzo', 'Drea de Matteo']","['Silver and Gold Productions', 'Bright-San Productions', 'Warner Bros. Television', '']"
Suddenly Susan,"['TV Series', '1996–20001996–2000', 'TV-PGTV-PG', '30m']",https://www.imdb.com/title/tt0115376/,2,"['Michael C. McCarthy', 'Julia Sweeney']",2,['Comedy'],"['Brooke Shields', 'Judd Nelson', 'Kathy Griffin', 'Nestor Carbonell', 'Barbara Barrie', 'David Strickland', 'Andrea Bendewald', 'Sherri Shepherd', 'Currie Graham', 'Eric Idle', 'Rob Estes', 'Albie Selznick', 'Billy Stevenson', 'Marty Nedboy', 'Karen Maruyama', 'Fred Stoller', 'John Griffin', 'Anthony Starke']",93,"['Clyde Phillips', 'Steven Peterman', 'Gary Dontzig', 'Brooke Shields', 'Judd Nelson', 'Kathy Griffin', 'Clyde Phillips', 'Steven Peterman', 'Gary Dontzig', 'Brooke Shields', 'Judd Nelson', 'Kathy Griffin']",
Shadow Life,"['20002000', '8m']",https://www.imdb.com/title/tt0399639/,3,"['Christine Zander', 'Julia Sweeney']",2,"['Comedy', 'Short']","['Michelle Crane', 'David Frederick White']",0,"['Julia Sweeney', 'Julia Sweeney', 'Christine Zander', 'Michelle Crane', 'David Frederick White', 'Julia Sweeney', 'Julia Sweeney', 'Christine Zander', 'Michelle Crane', 'David Frederick White']",
Critics Choice 4th Annual Celebration of Black Cinema & Television,"['TV Special', '20222022', '1h']",https://www.imdb.com/title/tt17048772/,2,"['Kenan Thompson', 'Natasha Rothwell']",2,['Reality-TV'],"['Niecy Nash', 'Halle Berry', 'Anthony Anderson', 'Kenan Thompson', 'Will Smith', 'Barry Jenkins', 'Natasha Rothwell', 'Patina Miller', 'Ruth Negga', 'Jennifer Hudson', 'Toheeb Jimoh', 'Robin Thede', 'Ava DuVernay', 'Danielle Brooks', 'Antoine Fuqua', 'Deon Cole', 'Idris Elba', 'Edi Gathegi']",0,"['Niecy Nash', 'Halle Berry', 'Anthony Anderson', 'Niecy Nash', 'Halle Berry', 'Anthony Anderson']",
Double Dare,"['TV Series', '2018–20192018–2019', 'TV-GTV-G', '30m']",https://www.imdb.com/title/tt8451992/,2,"['Kenan Thompson', 'Jason Sudeikis']",2,['Game-Show'],"['Liza Koshy', 'Marc Summers', 'Drake Bell', 'Jason Sudeikis', 'Tiffany Haddish', 'Anna Camp', 'Tom Kenny', 'Joel Courtney', 'Nikki Bella', 'Shaun White', 'Emma Chamberlain', 'Ally Brooke', 'Austin Watson', 'Roi Fabito', 'Nick Young', 'Kira Kosarin', 'Rico Rodriguez', 'Jamie Lynn Spears']",61,"['Liza Koshy', 'Marc Summers', 'Drake Bell', 'Liza Koshy', 'Marc Summers', 'Drake Bell']","['Fremantle', 'Nickelodeon Network', '']"
Scooby-Doo and Guess Who?,"['TV Series', '2019–20212019–2021', 'TV-PGTV-PG', '22m']",https://www.imdb.com/title/tt8456094/,2,"['Kenan Thompson', 'Jason Sudeikis']",2,"['Animation', 'Adventure', 'Comedy']","['Frank Welker', 'Grey Griffin', 'Matthew Lillard', 'Kate Micucci', 'Dee Bradley Baker', 'Keith Ferguson', 'Kevin Michael Richardson', 'Kari Wahlgren', 'Phil LaMarr', 'Stephen Stanton', 'Mark Hamill', 'Robbie Daymond', 'Kimberly Brooks', 'Fred Tatasciore', 'Sean Astin', 'Dave B. Mitchell', 'Jeff LaPensee', 'Eric Bauza']",52,"['Frank Welker', 'Grey Griffin', 'Matthew Lillard', 'Frank Welker', 'Grey Griffin', 'Matthew Lillard']","['Hanna-Barbera Productions', 'Warner Bros. Animation', '']"
The Orange Years: The Nickelodeon Story,"['20182018', '1h 42m']",https://www.imdb.com/title/tt6611256/,2,"['Mitchell Kriegman', 'Kenan Thompson']",2,['Documentary'],"['Jason Alisharan', 'Drake Bell', 'Michael Bower', 'Danny Cooksey', 'Coolio', 'Lori Beth Denberg', 'Kirk Fogg', 'Eileen Galindo', 'Abby Hagyard', 'Melissa Joan Hart', 'Frederick King Keller', 'Mitchell Kriegman', 'Geraldine Laybourne', 'Michael C. Maronna', 'Christine McGlade', 'Lisa Melamed', 'Kel Mitchell', 'Phil Moore']",0,"['Scott Barber', 'Adam Sweeney', 'Scott Barber', 'Adam Sweeney', 'Jason Alisharan', 'Drake Bell', 'Michael Bower', 'Scott Barber', 'Adam Sweeney', 'Scott Barber', 'Adam Sweeney', 'Jason Alisharan', 'Drake Bell', 'Michael Bower']","['The Sonic Reducer', 'Patchwork Media', 'GingerKid Productions', '']"
Steve Harvey's Big Time Challenge,"['TV Series', '2003–20052003–2005', '1h']",https://www.imdb.com/title/tt0374366/,2,"['David Spade', 'Kenan Thompson']",2,['Comedy'],"['Ant', 'Jimmy Hodson', 'Daniel Browning Smith', 'Jaishon Fisher', 'Jamai Fisher', 'Brian Brushwood', 'Abby Julo', 'David Spade', 'Noah Gray-Cabey', 'Jillian Barberie', 'Lavell Crawford', 'Bill Maher', ""Mo'Nique"", 'Kim Coles', 'Mario', 'Ciara', 'Randy Travis', 'Nelly']",26,"['Ant', 'Jimmy Hodson', 'Daniel Browning Smith', 'Ant', 'Jimmy Hodson', 'Daniel Browning Smith']",
Pickle and Peanut,"['TV Series', '2015–20182015–2018', 'TV-Y7TV-Y7', '30m']",https://www.imdb.com/title/tt3824018/,2,"['Michaela Watkins', 'Melissa Villaseñor']",2,"['Animation', 'Short', 'Adventure']","['Johnny Pemberton', 'Jon Heder', 'Joel Trussell', 'Noah Jones', 'Michael Croner', 'Dana Snyder', 'Kari Wahlgren', 'Matt Chapman', 'Sam Riegel', 'Bennie Arthur', 'Wendi McLendon-Covey', 'Kevin Michael Richardson', 'JB Blanc', 'Chris Wylde', 'Abbi Jacobson', 'Steve Blum', 'Patton Oswalt', 'Brian George']",42,"['Noah Jones', 'Joel Trussell', 'Johnny Pemberton', 'Jon Heder', 'Joel Trussell', 'Noah Jones', 'Joel Trussell', 'Johnny Pemberton', 'Jon Heder', 'Joel Trussell']",
MechaRandom42,"['TV Series', '2017– 2017– ', 'TV-14TV-14']",https://www.imdb.com/title/tt11506720/,3,"['Stephen Colbert', 'Sarah Silverman', 'Melissa Villaseñor']",3,['Talk-Show'],"['MechaRandom', 'Robot Shlomo', 'Doomcock']",145,"['MechaRandom', 'Robot Shlomo', 'Doomcock', 'MechaRandom', 'Robot Shlomo', 'Doomcock']",
10-Year-Old Tom,"['TV Series', '2021– 2021– ', 'TV-MATV-MA', '24m']",https://www.imdb.com/title/tt12545180/,3,"['Tim Robinson', 'Bowen Yang', 'Melissa Villaseñor']",3,"['Animation', 'Comedy']","['Steve Dildarian', 'Byron Bowers', 'Edi Patterson', 'Todd Glass', 'Ben Rodgers', 'Erik Griffin', 'Gillian Jacobs', 'John Malkovich', 'Taylor Misiak', 'Matt Johnson', 'Jessica McKenna', 'Mitra Jouhari', 'Pat Caldwell', 'Jennifer Coolidge', 'Paul Rust', 'Laith Nakli', 'Andrew Santino', 'George Wallace']",11,"['Steve Dildarian', 'Steve Dildarian', 'Byron Bowers', 'Edi Patterson', 'Steve Dildarian', 'Steve Dildarian', 'Byron Bowers', 'Edi Patterson']","['ShadowMachine', 'HBO Max', 'Insane Loon Productions', '']"
Who Wants $2.69? with Martin Urbano,"['TV Series', '2020–20212020–2021']",https://www.imdb.com/title/tt20724232/,2,"['Melissa Villaseñor', 'Steven Castillo']",2,['Game-Show'],"['Ian Abramson', 'Dylan Adler', 'Subhah Agarwal', 'Chanel Ali', 'Kelly Bachman', 'Rosebud Baker', 'Tim Barnes', 'Marcia Belsky', 'Matthew Broussard', 'Kelsey Caine', 'Mike Carrozza', 'Steven Castillo', 'Christi Chiello', 'Carmen Christopher', 'Caitlin Cook', 'Brett Davis', 'Annie Donley', 'Cole Escola']",0,"['Ian Abramson', 'Dylan Adler', 'Subhah Agarwal', 'Ian Abramson', 'Dylan Adler', 'Subhah Agarwal']",
Big Shots in America,"['TV Movie', '19851985', '24m']",https://www.imdb.com/title/tt0088804/,3,"['Lorne Michaels', 'Alan Zweibel', 'Dan Vitale']",3,['Comedy'],"['Joe Mantegna', 'Keith Szarabajka', 'Christine Baranski', 'Dan Vitale', 'Helen Hanft', 'Irving Metzman', 'MacIntyre Dixon', 'Robert King', 'Amy Stone', 'Mark Moses']",0,"['James Burrows', 'Alan Zweibel', 'Joe Mantegna', 'Keith Szarabajka', 'Christine Baranski', 'James Burrows', 'Alan Zweibel', 'Joe Mantegna', 'Keith Szarabajka', 'Christine Baranski']","['Broadway Video', 'National Broadcasting Company (NBC)', '']"
