person,num_credits,potential_percent,def_percent,snl_percent,current,year_start,year_end,num_seasons_total,num_seasons_writer,num_seasons_headwriter,num_seasons_actor,num_seasons_rep,num_seasons_featured,num_seasons_middle,num_seasons_weekend_update,num_episodes_weekend_updates,best_of,num_episodes_hosted,imdb_link,num_episodes_writer,num_episodes_actor,num_episodes_other,coefficient
Seth Meyers,237,0.8565400843881856,0.28270042194092826,0.1308016877637131,False,2001.0,2014.0,13.0,9.0,9.0,13.0,11.0,2.0,0.0,8.0,154.0,0.0,1.0,https://www.imdb.com/name/nm1024878/?ref_=fn_nm_nm_1,189.0,253.0,2.0,0.2848145212211058
Colin Jost,82,0.926829268292683,0.23170731707317074,0.13414634146341464,True,2005.0,2022.0,18.0,18.0,8.0,9.0,7.0,2.0,0.0,9.0,151.0,0.0,0.0,https://www.imdb.com/name/nm1906042/?ref_=fn_nm_nm_1,340.0,181.0,3.0,0.216520640019034
Michael Che,82,0.9024390243902439,0.17073170731707318,0.0975609756097561,True,2013.0,2022.0,10.0,10.0,6.0,9.0,7.0,2.0,0.0,9.0,143.0,0.0,0.0,https://www.imdb.com/name/nm3846408/?ref_=fn_nm_nm_1,189.0,164.0,1.0,0.2458609921484653
Tina Fey,319,0.8871473354231975,0.2884012539184953,0.15673981191222572,False,1997.0,2006.0,9.0,9.0,7.0,6.0,5.0,1.0,0.0,6.0,117.0,0.0,6.0,https://www.imdb.com/name/nm0275486/?ref_=fn_nm_nm_1,175.0,142.0,17.0,0.2428255115393766
Dennis Miller,187,0.7165775401069518,0.1443850267379679,0.026737967914438502,False,1985.0,1991.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,111.0,0.0,0.0,https://www.imdb.com/name/nm0588222/?ref_=fn_nm_nm_1,0.0,111.0,0.0,0.1277435760171306
Jimmy Fallon,398,0.7437185929648241,0.19597989949748743,0.0829145728643216,False,1998.0,2004.0,6.0,0.0,0.0,6.0,5.0,1.0,0.0,4.0,80.0,1.0,3.0,https://www.imdb.com/name/nm0266422/?ref_=fn_nm_nm_0,0.0,126.0,11.0,0.1240729835831549
Amy Poehler,349,0.8538681948424068,0.24068767908309455,0.12320916905444126,False,2001.0,2008.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,5.0,80.0,1.0,2.0,https://www.imdb.com/name/nm0688132/?ref_=fn_nm_nm_0,0.0,146.0,7.0,0.1293451106352605
Jane Curtin,158,0.7341772151898734,0.25949367088607594,0.05063291139240506,False,1975.0,1980.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,78.0,0.0,0.0,https://www.imdb.com/name/nm0004852/?ref_=fn_nm_nm_1,0.0,104.0,3.0,0.1206205389007851
Norm MacDonald,166,0.8132530120481928,0.22289156626506024,0.060240963855421686,False,1993.0,1998.0,5.0,1.0,0.0,5.0,4.0,1.0,0.0,4.0,69.0,0.0,1.0,https://www.imdb.com/name/nm0005172/?ref_=fn_nm_nm_0,20.0,94.0,3.0,0.1192993397573161
Kevin Nealon,322,0.7546583850931677,0.15527950310559005,0.034161490683229816,False,1986.0,1995.0,9.0,1.0,0.0,9.0,8.0,1.0,0.0,3.0,60.0,0.0,0.0,https://www.imdb.com/name/nm0005265/?ref_=fn_nm_nm_0,20.0,170.0,6.0,0.1319029562217463
Colin Quinn,158,0.7721518987341772,0.14556962025316456,0.056962025316455694,False,1995.0,2000.0,5.0,2.0,0.0,5.0,3.0,2.0,0.0,3.0,50.0,0.0,0.0,https://www.imdb.com/name/nm0703800/?ref_=fn_nm_nm_0,40.0,86.0,4.0,0.1166451641684511
Bill Murray,339,0.6135693215339233,0.15339233038348082,0.058997050147492625,False,1976.0,1980.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,40.0,0.0,5.0,https://www.imdb.com/name/nm0000195/?ref_=fn_nm_nm_0,12.0,75.0,6.0,0.1113990007137758
Chevy Chase,328,0.6920731707317073,0.15853658536585366,0.057926829268292686,False,1975.0,1977.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,32.0,1.0,8.0,https://www.imdb.com/name/nm0000331/?ref_=fn_nm_nm_0,33.0,36.0,18.0,0.1060233761598858
Brad Hall,36,0.7222222222222222,0.08333333333333333,0,False,1982.0,1984.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,28.0,0.0,0.0,https://www.imdb.com/name/nm0355357/?ref_=fn_nm_nm_1,0.0,40.0,1.0,0.1015319414703783
Cecily Strong,78,0.8974358974358975,0.32051282051282054,0.14102564102564102,True,2012.0,2023.0,11.0,0.0,0.0,11.0,10.0,1.0,0.0,1.0,21.0,0.0,0.0,https://www.imdb.com/name/nm5198446/?ref_=fn_nm_nm_1,0.0,202.0,4.0,0.1293549656089806
Dan Aykroyd,407,0.7125307125307125,0.16461916461916462,0.05896805896805897,False,1975.0,1979.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,20.0,1.0,1.0,https://www.imdb.com/name/nm0000101/?ref_=fn_nm_nm_0,63.0,97.0,2.0,0.1167951463240542
Brian Doyle-Murray,186,0.6344086021505376,0.06451612903225806,0.021505376344086023,False,1977.0,1982.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,https://www.imdb.com/name/nm0236519/?ref_=fn_nm_nm_1,79.0,52.0,1.0,0.0601537294789436
Charles Rocket,92,0.4673913043478261,0.043478260869565216,0,False,1980.0,1981.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,https://www.imdb.com/name/nm0734236/?ref_=fn_nm_nm_1,0.0,12.0,0.0,0.0944463775874375
Christopher Guest,171,0.8713450292397661,0.0935672514619883,0.011695906432748537,False,1984.0,1985.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,https://www.imdb.com/name/nm0001302/?ref_=fn_nm_nm_0,18.0,19.0,6.0,0.0972675767309064
Mary Gross,87,0.6781609195402298,0.08045977011494253,0,False,1981.0,1985.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,https://www.imdb.com/name/nm0343444/?ref_=fn_nm_nm_0,19.0,73.0,4.0,0.1066238401142041
Christine Ebersole,131,0.549618320610687,0.030534351145038167,0.007633587786259542,False,1981.0,1982.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,https://www.imdb.com/name/nm0002056/?ref_=fn_nm_nm_0,0.0,18.0,2.0,0.0942750713775874
Gail Matthius,51,0.49019607843137253,0.058823529411764705,0,False,1980.0,1981.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,https://www.imdb.com/name/nm0560257/?ref_=fn_nm_nm_0,0.0,13.0,0.0,0.0936059064953604
Billy Crystal,427,0.6885245901639344,0.0585480093676815,0.02576112412177986,False,1984.0,1985.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,https://www.imdb.com/name/nm0000345/?ref_=fn_nm_nm_1,17.0,19.0,4.0,0.095972073518915
Horatio Sanz,182,0.7967032967032966,0.22527472527472528,0.027472527472527472,False,1998.0,2006.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,https://www.imdb.com/name/nm0764445/?ref_=fn_nm_nm_0,0.0,159.0,2.0,0.117660153461813
Joe Piscopo,143,0.5314685314685315,0.11188811188811189,0.006993006993006993,False,1980.0,1984.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,https://www.imdb.com/name/nm0685472/?ref_=fn_nm_nm_1,38.0,68.0,5.0,0.1073090649536045
Garrett Morris,183,0.5956284153005464,0.18032786885245902,0.01092896174863388,False,1975.0,1980.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0606541/?ref_=fn_nm_nm_0,1.0,99.0,11.0,0.1078100463954318
Fred Wolf,37,0.8918918918918919,0.2972972972972973,0.1891891891891892,False,1991.0,1996.0,5.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0937748/?ref_=fn_nm_nm_0,96.0,19.0,5.0,0.0829877765881513
James Downey (I),46,0.9347826086956522,0.717391304347826,0.10869565217391304,False,1976.0,2014.0,29.0,29.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0235999/?ref_=fn_al_nm_0,559.0,89.0,244.0,0.1630155030889266
Tom Davis (I),50,0.88,0.64,0.16,False,1975.0,2003.0,15.0,15.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0205569/?ref_=fn_nm_nm_1,279.0,156.0,158.0,0.0889205032119914
Al Franken,192,0.765625,0.19270833333333334,0.0625,False,1977.0,1995.0,15.0,15.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0291253/?ref_=fn_nm_nm_0,301.0,118.0,201.0,0.133317005710207
Tom Schiller,36,0.75,0.4166666666666667,0.05555555555555555,False,1975.0,1990.0,7.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0771680/?ref_=fn_nm_nm_0,145.0,71.0,25.0,0.0459227465075966
A. Whitney Brown,32,0.84375,0.40625,0.0625,False,1985.0,1991.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0112944/?ref_=fn_nm_nm_1,111.0,43.0,23.0,0.110232869379015
Michael O'Donoghue,38,0.8947368421052632,0.6052631578947368,0.07894736842105263,False,1975.0,1982.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0640874/?ref_=fn_nm_nm_1,94.0,35.0,12.0,0.1619512847965738
Mikey Day,33,0.9090909090909091,0.3939393939393939,0.15151515151515152,True,2013.0,2023.0,10.0,4.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm1510062/?ref_=fn_nm_nm_1,63.0,123.0,2.0,0.0950344396859386
Phil Hartman,176,0.75,0.2897727272727273,0.022727272727272728,False,1986.0,1994.0,8.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,https://www.imdb.com/name/nm0367005/?ref_=fn_nm_nm_0,0.0,152.0,15.0,0.1174500356887937
Jim Belushi,276,0.5434782608695652,0.03985507246376811,0.007246376811594203,False,1983.0,1985.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0000902/?ref_=fn_nm_nm_1,33.0,33.0,2.0,0.100086545324768
Andrew Dismukes,5,0.8,0.2,0,True,2017.0,2023.0,5.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm8608160/?ref_=fn_nm_nm_0,64.0,40.0,3.0,0.0687511598857958
Robin Duke,68,0.6176470588235294,0.11764705882352941,0.029411764705882353,False,1981.0,1984.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0241208/?ref_=fn_nm_nm_1,39.0,59.0,2.0,0.1060778015703069
Leslie Jones,88,0.8409090909090909,0.13636363636363635,0.07954545454545454,False,2013.0,2019.0,6.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0428656/?ref_=fn_nm_nm_1,32.0,105.0,0.0,0.0962803354746609
Peter Aykroyd,21,0.8095238095238095,0.14285714285714285,0.047619047619047616,False,1979.0,1980.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0043839/?ref_=fn_nm_nm_1,20.0,16.0,0.0,0.0903671484653818
John Belushi,119,0.8823529411764706,0.35294117647058826,0.06722689075630252,False,1975.0,1979.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,https://www.imdb.com/name/nm0000004/?ref_=fn_nm_nm_1,23.0,83.0,6.0,0.1072555317630264
Rich Hall,138,0.42028985507246375,0.043478260869565216,0.014492753623188406,False,1984.0,1985.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0356025/?ref_=fn_nm_nm_1,18.0,16.0,2.0,0.0951851356174161
Fred Armisen,334,0.7994011976047904,0.2125748502994012,0.11377245508982035,False,2002.0,2013.0,11.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0035488/?ref_=fn_nm_nm_0,0.0,237.0,7.0,0.1299175507754201
Morwenna Banks,121,0.15702479338842976,0.01652892561983471,0,False,1995.0,1995.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0052218/?ref_=fn_nm_nm_1,0.0,3.0,1.0,0.091437812276945
Vanessa Bayer,93,0.9032258064516129,0.23655913978494625,0.07526881720430108,False,2010.0,2017.0,7.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3364779/?ref_=fn_nm_nm_0,0.0,149.0,1.0,0.1142356862445192
Beck Bennett,78,0.8333333333333334,0.1794871794871795,0.05128205128205128,False,2013.0,2021.0,8.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm3080722/?ref_=fn_nm_nm_0,0.0,164.0,0.0,0.1172760528194147
Jim Breuer,111,0.6666666666666666,0.16216216216216217,0.02702702702702703,False,1995.0,1998.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0108028/?ref_=fn_nm_nm_1,0.0,57.0,3.0,0.1002235010706638
Paul Brittain,18,0.8333333333333334,0.3333333333333333,0.16666666666666666,False,2010.0,2012.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4204968/?ref_=fn_nm_nm_0,0.0,34.0,0.0,0.0912696288365453
Aidy Bryant,88,0.9431818181818182,0.29545454545454547,0.11363636363636363,False,2012.0,2022.0,10.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5262775/?ref_=fn_nm_nm_1,0.0,203.0,3.0,0.1249916131334761
Beth Cahill,17,0.8823529411764706,0.35294117647058826,0,False,1991.0,1992.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0128639/?ref_=fn_nm_nm_1,0.0,13.0,0.0,0.0876423090649536
Dana Carvey,196,0.8928571428571429,0.3112244897959184,0.08163265306122448,False,1986.0,1993.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,https://www.imdb.com/name/nm0001022/?ref_=fn_nm_nm_0,0.0,130.0,8.0,0.1135122234118486
Ellen Cleghorne,70,0.7428571428571429,0.24285714285714285,0.04285714285714286,False,1991.0,1995.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0165971/?ref_=fn_nm_nm_0,0.0,77.0,3.0,0.1012276945039257
George Coe,137,0.44525547445255476,0.014598540145985401,0,False,1975.0,1975.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0168642/?ref_=fn_nm_nm_1,0.0,10.0,0.0,0.0922729300499643
Joan Cusack,134,0.5,0.05970149253731343,0.022388059701492536,False,1985.0,1986.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0000349/?ref_=fn_nm_nm_1,0.0,17.0,1.0,0.0931615810135617
Pete Davidson,104,0.7403846153846154,0.125,0.038461538461538464,False,2014.0,2022.0,8.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0203457/?ref_=fn_nm_nm_1,0.0,160.0,4.0,0.1168906138472519
Denny Dillon,56,0.5,0.07142857142857142,0.017857142857142856,False,1980.0,1981.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0226986/?ref_=fn_nm_nm_0,0.0,13.0,0.0,0.0926423090649536
Robert Downey Jr.,404,0.5024752475247525,0.019801980198019802,0.01485148514851485,False,1985.0,1986.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0000375/?ref_=fn_nm_nm_1,0.0,16.0,3.0,0.0930919878658101
Rachel Dratch,226,0.7876106194690266,0.2168141592920354,0.06637168141592921,False,1999.0,2006.0,7.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0237222/?ref_=fn_nm_nm_0,0.0,145.0,6.0,0.1138770138676455
Nora Dunn,167,0.6586826347305389,0.15568862275449102,0.03592814371257485,False,1985.0,1990.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0004887/?ref_=fn_nm_nm_1,0.0,88.0,3.0,0.1061237508922198
Dean Edwards,67,0.6567164179104478,0.13432835820895522,0.014925373134328358,False,2001.0,2003.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0249931/?ref_=fn_nm_nm_1,0.0,40.0,0.0,0.0920083868665239
Abby Elliott,73,0.8493150684931506,0.2328767123287671,0,False,2008.0,2012.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2212031/?ref_=fn_nm_nm_0,0.0,81.0,0.0,0.1016399000713775
Chris Elliott,106,0.7358490566037735,0.05660377358490566,0.03773584905660377,False,1994.0,1995.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0254402/?ref_=fn_nm_nm_0,0.0,19.0,1.0,0.0934078336902212
Siobhan Fallon Hogan,84,0.5119047619047619,0.09523809523809523,0.023809523809523808,False,1991.0,1992.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0266441/?ref_=fn_nm_nm_0,0.0,20.0,0.0,0.0885041934332619
Chris Farley,94,0.9787234042553191,0.4574468085106383,0.10638297872340426,False,1990.0,1995.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,https://www.imdb.com/name/nm0000394/?ref_=fn_nm_nm_0,0.0,96.0,7.0,0.1242158279800142
Will Ferrell,545,0.7963302752293578,0.14678899082568808,0.04036697247706422,False,1995.0,2002.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,https://www.imdb.com/name/nm0002071/?ref_=fn_nm_nm_1,0.0,140.0,11.0,0.1148237865810135
Chloe Fineman,26,0.7692307692307693,0.07692307692307693,0,True,2019.0,2023.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm4806887/?ref_=fn_nm_nm_1,0.0,55.0,4.0,0.09854568165596
Will Forte,228,0.8070175438596491,0.23684210526315788,0.11403508771929824,False,2002.0,2010.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0287182/?ref_=fn_nm_nm_1,0.0,156.0,4.0,0.1170231084939329
Heidi Gardner,47,0.8085106382978723,0.1702127659574468,0.0851063829787234,True,2017.0,2023.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm5906920/?ref_=fn_nm_nm_1,0.0,99.0,2.0,0.1068263740185581
Janeane Garofalo,337,0.6379821958456974,0.020771513353115726,0.011869436201780416,False,1994.0,1995.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0000413/?ref_=fn_nm_nm_1,0.0,14.0,0.0,0.0927654354032833
Ana Gasteyer,196,0.8571428571428571,0.24489795918367346,0.05102040816326531,False,1996.0,2002.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0309430/?ref_=fn_nm_nm_1,0.0,121.0,4.0,0.1112553533190578
Gilbert Gottfried,403,0.5905707196029777,0.03722084367245657,0.02481389578163772,False,1980.0,1981.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0331906/?ref_=fn_nm_nm_1,0.0,13.0,0.0,0.0926423090649536
Bill Hader,275,0.84,0.17454545454545456,0.07272727272727272,False,2005.0,2013.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,https://www.imdb.com/name/nm0352778/?ref_=fn_nm_nm_1,4.0,161.0,6.0,0.1181633654532476
Anthony Michael Hall,148,0.4797297297297297,0.033783783783783786,0.013513513513513514,False,1985.0,1986.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0001309/?ref_=fn_nm_nm_1,0.0,12.0,6.0,0.0926797822983583
Darrell Hammond,146,0.8356164383561644,0.3835616438356164,0.0410958904109589,False,1995.0,2009.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0358669/?ref_=fn_nm_nm_1,0.0,313.0,128.0,0.1465480014275517
Lauren Holt,3,0.6666666666666666,0.3333333333333333,0,False,2020.0,2021.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm7576527/?ref_=fn_nm_nm_1,0.0,20.0,0.0,0.0885041934332619
Jan Hooks,69,0.9565217391304348,0.6086956521739131,0.08695652173913043,False,1986.0,1991.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0393660/?ref_=fn_nm_nm_0,0.0,100.0,4.0,0.107628033547466
Yvonne Hudson,1,1.0,1.0,0,False,1980.0,1981.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0399994/?ref_=fn_nm_nm_1,0.0,31.0,0.0,0.0898585831548893
Melanie Hutsell,46,0.717391304347826,0.2608695652173913,0.043478260869565216,False,1991.0,1994.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0404525/?ref_=fn_nm_nm_0,0.0,53.0,2.0,0.0963708957887223
Victoria Jackson,157,0.5286624203821656,0.19745222929936307,0.025477707006369428,False,1986.0,1992.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0414130/?ref_=fn_nm_nm_1,0.0,109.0,5.0,0.1098046038543897
Punkie Johnson,20,0.65,0.1,0,True,2020.0,2023.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm9790618/?ref_=fn_nm_nm_0,0.0,40.0,1.0,0.0930768201284796
Chris Kattan,186,0.6935483870967742,0.23118279569892472,0.03225806451612903,False,1996.0,2003.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,https://www.imdb.com/name/nm0441592/?ref_=fn_nm_nm_0,0.0,148.0,4.0,0.1160380977872947
Taran Killam,115,0.8434782608695652,0.20869565217391303,0.06086956521739131,False,2010.0,2016.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0453115/?ref_=fn_nm_nm_1,0.0,128.0,0.0,0.1103435046395431
David Koechner,305,0.6688524590163935,0.04262295081967213,0.022950819672131147,False,1995.0,1996.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0462712/?ref_=fn_nm_nm_0,0.0,21.0,0.0,0.0936273197715917
Gary Kroeger,45,0.5111111111111111,0.08888888888888889,0,False,1982.0,1985.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0471856/?ref_=fn_nm_nm_1,0.0,56.0,1.0,0.1000468415417558
Matthew Laurance,41,0.24390243902439024,0.024390243902439025,0,False,1980.0,1981.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0491005/?ref_=fn_nm_nm_1,0.0,9.0,1.0,0.0871765703069236
Julia Louis-Dreyfus,245,0.8081632653061225,0.08571428571428572,0.05714285714285714,False,1982.0,1985.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,https://www.imdb.com/name/nm0000506/?ref_=fn_nm_nm_0,0.0,57.0,3.0,0.1002235010706638
Jon Lovitz,298,0.7013422818791947,0.13758389261744966,0.0436241610738255,False,1985.0,1990.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,https://www.imdb.com/name/nm0001484/?ref_=fn_nm_nm_0,0.0,91.0,10.0,0.1066804960742326
Michael McKean,358,0.664804469273743,0.027932960893854747,0.00558659217877095,False,1994.0,1995.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,https://www.imdb.com/name/nm0571106/?ref_=fn_nm_nm_0,0.0,27.0,3.0,0.0954880442541042
Mark McKinney,124,0.49193548387096775,0.16129032258064516,0.056451612903225805,False,1985.0,1997.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0571897/?ref_=fn_nm_nm_1,0.0,70.0,2.0,0.0803390435403283
Kate McKinnon,135,0.8518518518518519,0.24444444444444444,0.11851851851851852,False,2012.0,2022.0,11.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0571952/?ref_=fn_nm_nm_1,0.0,207.0,4.0,0.12614346083966
Tim Meadows,216,0.8518518518518519,0.25925925925925924,0.07407407407407407,False,1991.0,2000.0,10.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,https://www.imdb.com/name/nm0005218/?ref_=fn_nm_nm_1,20.0,182.0,8.0,0.1253952533904354
Laurie Metcalf,163,0.6196319018404908,0.03680981595092025,0.03067484662576687,False,1981.0,1981.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0582418/?ref_=fn_nm_nm_0,0.0,1.0,1.0,0.0861915596002855
John Milhiser,70,0.4857142857142857,0.07142857142857142,0.014285714285714285,False,2013.0,2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm2275887/?ref_=fn_nm_nm_1,0.0,21.0,1.0,0.0886540863668808
Jerry Minor,127,0.7716535433070866,0.07874015748031496,0.03937007874015748,False,2000.0,2001.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.imdb.com/name/nm0591576/?ref_=fn_nm_nm_0,20.0,20.0,0.0,0.0908596538187009
