Weight,Source,Target
1,Conan O'Brien,Julio Torres
1,Conan O'Brien,Nimesh Patel
1,Conan O'Brien,Paul Masella
1,Conan O'Brien,Ryan Perez (I)
1,Damon Wayans,Julio Torres
1,Damon Wayans,Kyle Mooney
1,Damon Wayans,Mikey Day
1,Damon Wayans,Nimesh Patel
1,Damon Wayans,Paul Masella
1,Damon Wayans,Ryan Perez (I)
2,Dan Aykroyd,Julio Torres
1,Dan Aykroyd,Paul Masella
1,Dan Aykroyd,Ryan Perez (I)
2,Dana Carvey,Julio Torres
1,Dana Carvey,Paul Masella
18,Dana Carvey,Steve Higgins
1,David Koechner,Julio Torres
1,David Koechner,Paul Masella
2,David Spade,Julio Torres
1,David Spade,Paul Masella
2,Dennis Miller,Julio Torres
2,Dennis Miller,Kyle Mooney
2,Dennis Miller,Mikey Day
2,Dennis Miller,Nimesh Patel
1,Dennis Miller,Paul Masella
1,Dennis Miller,Ryan Perez (I)
2,Eddie Murphy,Julio Torres
2,Eddie Murphy,Nimesh Patel
1,Eddie Murphy,Paul Masella
1,Eddie Murphy,Ryan Perez (I)
2,Finesse Mitchell,Julio Torres
2,Finesse Mitchell,Nimesh Patel
1,Finesse Mitchell,Paul Masella
2,Finesse Mitchell,Pete Davidson
1,Finesse Mitchell,Ryan Perez (I)
2,Fred Armisen,Nimesh Patel
1,Fred Armisen,Paul Masella
1,Hannibal Buress,Marc Shaiman
1,Hannibal Buress,Paul Masella
2,Hannibal Buress,Ryan Perez (I)
4,Horatio Sanz,Mikey Day
1,Horatio Sanz,Paul Masella
2,J.B. Smoove,Julio Torres
2,J.B. Smoove,Nimesh Patel
1,J.B. Smoove,Paul Masella
1,J.B. Smoove,Ryan Perez (I)
2,J.B. Smoove,Steve Higgins
2,Jason Sudeikis,Nimesh Patel
1,Jason Sudeikis,Paul Masella
3,Jay Pharoah,Julio Torres
2,Jay Pharoah,Marc Shaiman
2,Jay Pharoah,Nimesh Patel
1,Jay Pharoah,Paul Masella
2,Jay Pharoah,Ryan Perez (I)
1,Jenny Slate,Marc Shaiman
1,Jenny Slate,Paul Masella
1,Jenny Slate,Ryan Perez (I)
6,Jenny Slate,Steve Higgins
2,Jim Belushi,Julio Torres
2,Jim Belushi,Nimesh Patel
1,Jim Belushi,Paul Masella
1,Jim Belushi,Ryan Perez (I)
3,Jimmy Fallon,Paul Masella
2,Jimmy Fallon,Ryan Perez (I)
2,John Mulaney,Nimesh Patel
2,John Mulaney,Paul Masella
6,John Mulaney,Steve Higgins
1,Jon Lovitz,Julio Torres
2,Jon Lovitz,Kyle Mooney
1,Jon Lovitz,Mikey Day
1,Jon Lovitz,Nimesh Patel
1,Jon Lovitz,Paul Masella
1,Jon Lovitz,Ryan Perez (I)
12,Jon Lovitz,Steve Higgins
2,Julia Louis-Dreyfus,Julio Torres
2,Julia Louis-Dreyfus,Nimesh Patel
2,Julia Louis-Dreyfus,Paul Masella
1,Julia Louis-Dreyfus,Ryan Perez (I)
3,Julio Torres,Kate McKinnon
3,Julio Torres,Kenan Thompson
2,Julio Torres,Kevin Nealon
4,Julio Torres,Kristen Wiig
2,Julio Torres,Larry David
3,Julio Torres,Leslie Jones
2,Julio Torres,Martin Short
4,Julio Torres,Maya Rudolph
2,Julio Torres,Michael McKean
2,Julio Torres,Mike Myers
3,Julio Torres,Mikey Day
1,Julio Torres,Norm MacDonald
1,Julio Torres,Paul Masella
3,Julio Torres,Paula Pell
2,Julio Torres,Robert Downey Jr.
2,Julio Torres,Ryan Perez (I)
2,Julio Torres,Stephen Colbert
2,Julio Torres,Steve Higgins
2,Julio Torres,Tracy Morgan
2,Kate McKinnon,Nimesh Patel
2,Kate McKinnon,Paul Masella
2,Kenan Thompson,Nimesh Patel
2,Kenan Thompson,Paul Masella
2,Kenan Thompson,Ryan Perez (I)
2,Kevin Nealon,Mikey Day
1,Kevin Nealon,Paul Masella
17,Kevin Nealon,Steve Higgins
2,Kristen Wiig,Nimesh Patel
2,Kristen Wiig,Paul Masella
1,Kyle Mooney,Paul Masella
10,Kyle Mooney,Steve Higgins
2,Larry David,Nimesh Patel
2,Larry David,Paul Masella
1,Larry David,Ryan Perez (I)
2,Laurie Metcalf,Nimesh Patel
1,Laurie Metcalf,Paul Masella
1,Laurie Metcalf,Ryan Perez (I)
1,Laurie Metcalf,Steve Higgins
2,Leslie Jones,Marc Shaiman
2,Leslie Jones,Nimesh Patel
1,Leslie Jones,Paul Masella
2,Leslie Jones,Ryan Perez (I)
2,Lorne Michaels,Nimesh Patel
2,Lorne Michaels,Paul Masella
1,Louis C.K.,Paul Masella
1,Louis C.K.,Ryan Perez (I)
5,Louis C.K.,Steve Higgins
1,Marc Shaiman,Michael Che
1,Marc Shaiman,Mikey Day
1,Marc Shaiman,Paul Masella
2,Marc Shaiman,Pete Davidson
6,Marc Shaiman,Robert Smigel
1,Marc Shaiman,Ryan Perez (I)
3,Marc Shaiman,Steve Higgins
3,Marc Shaiman,Will Forte
2,Martin Short,Nimesh Patel
3,Martin Short,Paul Masella
1,Martin Short,Ryan Perez (I)
2,Maya Rudolph,Nimesh Patel
2,Maya Rudolph,Paul Masella
1,Michael Che,Paul Masella
2,Michael Che,Ryan Perez (I)
2,Michael McKean,Nimesh Patel
1,Michael McKean,Paul Masella
2,Michael McKean,Steve Higgins
2,Mike Myers,Nimesh Patel
1,Mike Myers,Paul Masella
2,Mikey Day,Nimesh Patel
2,Mikey Day,Paul Masella
1,Mikey Day,Paul Shaffer
2,Mikey Day,Ryan Perez (I)
2,Molly Shannon,Nimesh Patel
1,Molly Shannon,Paul Masella
1,Molly Shannon,Ryan Perez (I)
1,Nimesh Patel,Norm MacDonald
1,Nimesh Patel,Paul Masella
2,Nimesh Patel,Paula Pell
2,Nimesh Patel,Pete Davidson
1,Nimesh Patel,Ryan Perez (I)
2,Nimesh Patel,Sarah Silverman
2,Nimesh Patel,Seth Meyers
1,Nimesh Patel,Steve Higgins
2,Nimesh Patel,Tracy Morgan
2,Nimesh Patel,Will Forte
1,Norm MacDonald,Paul Masella
1,Norm MacDonald,Ryan Perez (I)
1,Paul Masella,Paul Shaffer
2,Paul Masella,Paula Pell
1,Paul Masella,Pete Davidson
1,Paul Masella,Rachel Dratch
1,Paul Masella,Rob Riggle
1,Paul Masella,Robert Downey Jr.
1,Paul Masella,Robert Smigel
1,Paul Masella,Ryan Perez (I)
1,Paul Masella,Sarah Silverman
1,Paul Masella,Seth Meyers
1,Paul Masella,Stephen Colbert
1,Paul Masella,Steve Higgins
3,Paul Masella,Tina Fey
1,Paul Masella,Tracy Morgan
1,Paul Masella,Will Ferrell
2,Paul Masella,Will Forte
1,Paul Shaffer,Ryan Perez (I)
6,Paul Shaffer,Steve Higgins
2,Pete Davidson,Ryan Perez (I)
6,Rob Riggle,Steve Higgins
1,Robert Downey Jr.,Ryan Perez (I)
14,Robert Smigel,Steve Higgins
1,Ryan Perez (I),Stephen Colbert
2,Ryan Perez (I),Steve Higgins
1,Ryan Perez (I),Tracy Morgan
1,Fred Wolf,Rachel Dratch
3,Bobby Moynihan,Robert Carlock
1,David Spade,Meredith Scardino
1,Robert Carlock,Taran Killam
3,Greg Daniels,Robert Smigel
3,Jan Hooks,Robert Carlock
14,Jan Hooks,Robert Smigel
2,Paul Shaffer,Robert Carlock
2,Phil Hartman,Robert Carlock
20,Phil Hartman,Robert Smigel
2,Hannibal Buress,Michael Schur
4,Anne Beatts,Dennis Miller
5,Anne Beatts,Victoria Jackson
1,Adam McKay,Jordan Black
2,Chris Parnell,Katie Rich
2,Chris Parnell,Pete Schultz
5,Dennis McNicholas,Fred Armisen
2,Dennis McNicholas,Heidi Gardner
2,Dennis McNicholas,Katie Rich
4,Dennis McNicholas,Kenan Thompson
1,Dennis McNicholas,Melissa Villaseñor
4,Dennis McNicholas,Paula Pell
3,Dennis McNicholas,Pete Schultz
5,Dennis McNicholas,Seth Meyers
4,Dennis McNicholas,Tim Meadows
3,Jason Sudeikis,Pete Schultz
4,Katie Rich,Kenan Thompson
4,Katie Rich,Seth Meyers
7,Pete Schultz,Seth Meyers
1,Colin Quinn,Tom Gianas
2,Gilbert Gottfried,Tom Gianas
3,Robert Smigel,Tom Gianas
2,Stephen Colbert,Tom Gianas
1,Amy Poehler,George Coe
1,George Coe,Kristen Wiig
1,George Coe,Louis C.K.
1,George Coe,Tina Fey
2,Casey Wilson,Zach Kanin
2,Chris Parnell,Zach Kanin
4,Fred Armisen,Zach Kanin
1,Janeane Garofalo,Zach Kanin
3,Maya Rudolph,Zach Kanin
2,Sarah Silverman,Zach Kanin
1,Beck Bennett,Drake Sather
1,Drake Sather,Fred Armisen
1,Drake Sather,Kristen Wiig
1,Drake Sather,Kyle Mooney
6,Akiva Schaffer,Dave McCary
1,Akiva Schaffer,Nicholas Rutherford
6,Andy Samberg,Dave McCary
5,Beck Bennett,Dave McCary
2,Dave McCary,Michaela Watkins
1,Dave McCary,Nicholas Rutherford
1,Aidy Bryant,Ali Reza
1,Aidy Bryant,Robert Carlock
2,Ali Reza,Kenan Thompson
2,Ali Reza,Maya Rudolph
1,Ali Reza,Meredith Scardino
3,Ali Reza,Paula Pell
2,Ali Reza,Robert Carlock
1,Bobby Moynihan,Christine Ebersole
1,Christine Ebersole,Horatio Sanz
1,Christine Ebersole,Jerry Minor
1,Christine Ebersole,John Lutz
1,Christine Ebersole,Meredith Scardino
1,Christine Ebersole,Paula Pell
1,Christine Ebersole,Robert Carlock
2,Darrell Hammond,Robert Carlock
1,Horatio Sanz,Meredith Scardino
1,Jerry Minor,Meredith Scardino
3,Jerry Minor,Robert Carlock
2,Maya Rudolph,Meredith Scardino
3,Adam McKay,Fran Gillespie
2,Adam McKay,Neil Casey
3,Bill Murray,Fran Gillespie
1,Conan O'Brien,Fran Gillespie
1,Fran Gillespie,Louis C.K.
1,Fran Gillespie,Sasheer Zamata
3,Fran Gillespie,Tina Fey
19,Dan Aykroyd,Michael O'Donoghue
18,Garrett Morris,Michael O'Donoghue
18,Jane Curtin,Michael O'Donoghue
4,Abby Elliott,Alex Baze
2,Abby Elliott,Bruce McCulloch
14,Abby Elliott,Erik Kenward
4,Abby Elliott,James Anderson (XI)
2,Abby Elliott,Mark McKinney
4,Abby Elliott,Rob Klein
4,Abby Elliott,Simon Rich
5,Adam McKay,Alex Baze
2,Adam McKay,Brooks Wheelan
1,Adam McKay,Chloe Fineman
1,Adam McKay,Ego Nwodim
2,Adam McKay,Emily Spivey
4,Adam McKay,Erik Kenward
3,Adam McKay,James Anderson (XI)
1,Adam McKay,James Austin Johnson
5,Adam McKay,Joe Piscopo
4,Adam McKay,Mark McKinney
3,Adam McKay,Mikey Day
1,Adam McKay,Nimesh Patel
5,Adam McKay,Rob Klein
3,Adam McKay,Sarah Schneider
2,Adam McKay,Simon Rich
3,Adam McKay,Tim Robinson
3,Adam Sandler,Alex Baze
3,Adam Sandler,James Anderson (XI)
1,Adam Sandler,Jessi Klein
3,Adam Sandler,Rob Klein
2,Adam Sandler,Simon Rich
4,Aidy Bryant,Alex Baze
15,Aidy Bryant,Erik Kenward
1,Aidy Bryant,Mark McKinney
5,Akiva Schaffer,Alex Baze
4,Akiva Schaffer,Chris Kelly
1,Akiva Schaffer,David Mandel
5,Akiva Schaffer,James Anderson (XI)
1,Akiva Schaffer,James Austin Johnson
1,Akiva Schaffer,Jessi Klein
2,Akiva Schaffer,Joe Kelly
4,Akiva Schaffer,John Lutz
2,Akiva Schaffer,Julio Torres
2,Akiva Schaffer,Mark McKinney
1,Akiva Schaffer,Max Brooks
1,Akiva Schaffer,Nimesh Patel
6,Akiva Schaffer,Rob Klein
4,Akiva Schaffer,Sarah Schneider
4,Akiva Schaffer,Simon Rich
2,Al Franken,Alex Baze
2,Al Franken,John Lutz
1,Al Franken,Rob Klein
1,Al Franken,Simon Rich
14,Alex Baze,Amy Poehler
3,Alex Baze,Ana Gasteyer
11,Alex Baze,Andy Samberg
2,Alex Baze,Beck Bennett
4,Alex Baze,Ben Stiller
9,Alex Baze,Bill Hader
6,Alex Baze,Bill Murray
4,Alex Baze,Billy Crystal
3,Alex Baze,Bob Odenkirk
7,Alex Baze,Bobby Moynihan
2,Alex Baze,Bowen Yang
1,Alex Baze,Brooks Wheelan
2,Alex Baze,Bruce McCulloch
4,Alex Baze,Casey Wilson
5,Alex Baze,Cecily Strong
1,Alex Baze,Chloe Fineman
4,Alex Baze,Chris Kattan
4,Alex Baze,Chris Kelly
3,Alex Baze,Chris Parnell
1,Alex Baze,Chris Redd
2,Alex Baze,Chris Rock
7,Alex Baze,Colin Jost
3,Alex Baze,Colin Quinn
2,Alex Baze,Dan Aykroyd
2,Alex Baze,Dana Carvey
4,Alex Baze,Darrell Hammond
1,Alex Baze,David Mandel
3,Alex Baze,David Spade
1,Alex Baze,Dennis Miller
2,Alex Baze,Eddie Murphy
1,Alex Baze,Ego Nwodim
3,Alex Baze,Emily Spivey
6,Alex Baze,Erik Kenward
2,Alex Baze,Finesse Mitchell
8,Alex Baze,Fred Armisen
2,Alex Baze,Gilbert Gottfried
3,Alex Baze,Hannibal Buress
1,Alex Baze,Heidi Gardner
4,Alex Baze,Horatio Sanz
2,Alex Baze,J.B. Smoove
5,Alex Baze,James Anderson (XI)
1,Alex Baze,James Austin Johnson
1,Alex Baze,Jane Curtin
6,Alex Baze,Jason Sudeikis
4,Alex Baze,Jay Pharoah
3,Alex Baze,Jenny Slate
1,Alex Baze,Jessi Klein
2,Alex Baze,Jillian Bell
2,Alex Baze,Jim Belushi
8,Alex Baze,Jimmy Fallon
3,Alex Baze,Joe Kelly
2,Alex Baze,Joe Piscopo
5,Alex Baze,John Lutz
8,Alex Baze,John Mulaney
4,Alex Baze,Jorma Taccone
7,Alex Baze,Julia Louis-Dreyfus
2,Alex Baze,Julio Torres
8,Alex Baze,Kenan Thompson
3,Alex Baze,Kevin Nealon
10,Alex Baze,Kristen Wiig
2,Alex Baze,Kyle Mooney
1,Alex Baze,Larry David
2,Alex Baze,Laurie Metcalf
3,Alex Baze,Leslie Jones
8,Alex Baze,Lorne Michaels
6,Alex Baze,Louis C.K.
2,Alex Baze,Mark McKinney
3,Alex Baze,Martin Short
1,Alex Baze,Max Brooks
7,Alex Baze,Maya Rudolph
1,Alex Baze,Melissa Villaseñor
3,Alex Baze,Michael Che
2,Alex Baze,Michael McKean
4,Alex Baze,Michael Patrick O'Brien (II)
1,Alex Baze,Michael Schur
2,Alex Baze,Michaela Watkins
3,Alex Baze,Mike Myers
3,Alex Baze,Mikey Day
2,Alex Baze,Molly Shannon
5,Alex Baze,Nasim Pedrad
1,Alex Baze,Natasha Rothwell
1,Alex Baze,Nimesh Patel
7,Alex Baze,Paula Pell
2,Alex Baze,Pete Davidson
3,Alex Baze,Rachel Dratch
5,Alex Baze,Rob Klein
2,Alex Baze,Rob Riggle
4,Alex Baze,Robert Downey Jr.
3,Alex Baze,Robert Smigel
1,Alex Baze,Sam Jay
4,Alex Baze,Sarah Schneider
4,Alex Baze,Sarah Silverman
14,Alex Baze,Seth Meyers
3,Alex Baze,Simon Rich
4,Alex Baze,Stephen Colbert
6,Alex Baze,Taran Killam
3,Alex Baze,Tim Meadows
5,Alex Baze,Tim Robinson
12,Alex Baze,Tina Fey
4,Alex Baze,Tracy Morgan
4,Alex Baze,Vanessa Bayer
7,Alex Baze,Will Ferrell
6,Alex Baze,Will Forte
5,Amy Poehler,Sarah Schneider
3,Ana Gasteyer,Chris Kelly
3,Ana Gasteyer,Sarah Schneider
2,Ana Gasteyer,Simon Rich
7,Andy Samberg,James Anderson (XI)
4,Andy Samberg,Simon Rich
5,Beck Bennett,Brooks Wheelan
4,Beck Bennett,Chris Kelly
9,Beck Bennett,Erik Kenward
1,Beck Bennett,Finesse Mitchell
1,Beck Bennett,Jessi Klein
3,Beck Bennett,Julio Torres
1,Beck Bennett,Mark McKinney
1,Beck Bennett,Max Brooks
1,Beck Bennett,Nimesh Patel
1,Ben Stiller,James Anderson (XI)
2,Ben Stiller,Rob Klein
1,Bill Murray,Brooks Wheelan
3,Bill Murray,James Anderson (XI)
2,Bill Murray,Joe Kelly
3,Bill Murray,Michael Patrick O'Brien (II)
4,Bill Murray,Rob Klein
2,Bill Murray,Simon Rich
1,Billy Crystal,Brooks Wheelan
1,Billy Crystal,Rob Klein
1,Billy Crystal,Simon Rich
2,Bob Odenkirk,James Anderson (XI)
1,Bob Odenkirk,Rob Klein
21,Bobby Moynihan,Erik Kenward
1,Bobby Moynihan,James Austin Johnson
1,Bowen Yang,Brooks Wheelan
1,Bowen Yang,Bruce McCulloch
2,Bowen Yang,Chris Kelly
2,Bowen Yang,Erik Kenward
1,Bowen Yang,Finesse Mitchell
2,Bowen Yang,James Anderson (XI)
1,Bowen Yang,James Austin Johnson
1,Bowen Yang,Jessi Klein
1,Bowen Yang,Joe Kelly
1,Bowen Yang,Mark McKinney
1,Bowen Yang,Max Brooks
1,Bowen Yang,Michael Patrick O'Brien (II)
1,Bowen Yang,Nimesh Patel
2,Bowen Yang,Rob Klein
2,Bowen Yang,Sarah Schneider
1,Bowen Yang,Simon Rich
1,Brooks Wheelan,Bruce McCulloch
1,Brooks Wheelan,David Mandel
4,Brooks Wheelan,Eddie Murphy
1,Brooks Wheelan,Emily Spivey
5,Brooks Wheelan,Erik Kenward
1,Brooks Wheelan,James Anderson (XI)
1,Brooks Wheelan,James Austin Johnson
4,Brooks Wheelan,Jane Curtin
1,Brooks Wheelan,Jessi Klein
1,Brooks Wheelan,Joe Kelly
1,Brooks Wheelan,Joe Piscopo
5,Brooks Wheelan,Kristen Wiig
1,Brooks Wheelan,Laurie Metcalf
6,Brooks Wheelan,Lorne Michaels
1,Brooks Wheelan,Michael Schur
2,Brooks Wheelan,Mikey Day
2,Brooks Wheelan,Paula Pell
3,Brooks Wheelan,Rob Klein
1,Brooks Wheelan,Sam Jay
2,Brooks Wheelan,Sarah Schneider
1,Brooks Wheelan,Simon Rich
1,Bruce McCulloch,Chloe Fineman
1,Bruce McCulloch,Chris Redd
1,Bruce McCulloch,David Mandel
1,Bruce McCulloch,Ego Nwodim
1,Bruce McCulloch,Erik Kenward
1,Bruce McCulloch,James Anderson (XI)
1,Bruce McCulloch,James Austin Johnson
1,Bruce McCulloch,Jay Pharoah
1,Bruce McCulloch,Joe Kelly
2,Bruce McCulloch,Joe Piscopo
1,Bruce McCulloch,John Lutz
1,Bruce McCulloch,Julio Torres
1,Bruce McCulloch,Max Brooks
1,Bruce McCulloch,Melissa Villaseñor
1,Bruce McCulloch,Mikey Day
1,Bruce McCulloch,Nimesh Patel
3,Bruce McCulloch,Paula Pell
6,Bruce McCulloch,Rachel Dratch
1,Bruce McCulloch,Rob Klein
2,Bruce McCulloch,Simon Rich
7,Casey Wilson,Erik Kenward
4,Casey Wilson,James Anderson (XI)
1,Casey Wilson,James Austin Johnson
4,Casey Wilson,Rob Klein
4,Casey Wilson,Simon Rich
5,Cecily Strong,Chris Kelly
13,Cecily Strong,Erik Kenward
4,Cecily Strong,James Anderson (XI)
3,Cecily Strong,Joe Kelly
5,Cecily Strong,Sarah Schneider
1,Chloe Fineman,Chris Parnell
2,Chloe Fineman,Erik Kenward
1,Chloe Fineman,James Anderson (XI)
1,Chloe Fineman,James Austin Johnson
1,Chloe Fineman,Joe Kelly
1,Chloe Fineman,Joe Piscopo
1,Chloe Fineman,Mark McKinney
1,Chloe Fineman,Rob Klein
1,Chloe Fineman,Sarah Schneider
1,Chloe Fineman,Simon Rich
1,Chris Kattan,Ego Nwodim
2,Chris Kattan,Emily Spivey
3,Chris Kattan,James Anderson (XI)
2,Chris Kattan,John Lutz
2,Chris Kattan,Rob Klein
2,Chris Kattan,Simon Rich
6,Chris Kattan,Tim Robinson
2,Chris Kelly,Chris Parnell
5,Chris Kelly,Colin Jost
3,Chris Kelly,Dan Aykroyd
3,Chris Kelly,Dana Carvey
1,Chris Kelly,David Mandel
3,Chris Kelly,Emily Spivey
6,Chris Kelly,Erik Kenward
1,Chris Kelly,Finesse Mitchell
1,Chris Kelly,J.B. Smoove
6,Chris Kelly,James Anderson (XI)
1,Chris Kelly,James Austin Johnson
1,Chris Kelly,Jessi Klein
2,Chris Kelly,Jillian Bell
3,Chris Kelly,Joe Kelly
2,Chris Kelly,Joe Piscopo
1,Chris Kelly,Laurie Metcalf
3,Chris Kelly,Leslie Jones
7,Chris Kelly,Lorne Michaels
4,Chris Kelly,Maya Rudolph
1,Chris Kelly,Michaela Watkins
3,Chris Kelly,Mikey Day
4,Chris Kelly,Nasim Pedrad
1,Chris Kelly,Natasha Rothwell
4,Chris Kelly,Pete Davidson
4,Chris Kelly,Rob Klein
2,Chris Kelly,Simon Rich
5,Chris Kelly,Taran Killam
2,Chris Parnell,Ego Nwodim
8,Chris Parnell,Erik Kenward
1,Chris Parnell,James Austin Johnson
10,Chris Parnell,Jane Curtin
6,Chris Parnell,Joe Piscopo
8,Chris Parnell,Mark McKinney
1,Chris Parnell,Nimesh Patel
3,Chris Parnell,Rob Klein
2,Chris Parnell,Sarah Schneider
1,Chris Redd,Dennis Miller
3,Chris Redd,Erik Kenward
1,Chris Redd,Joe Piscopo
3,Chris Rock,James Anderson (XI)
1,Chris Rock,Rob Klein
1,Chris Rock,Simon Rich
9,Colin Jost,Erik Kenward
6,Colin Jost,James Anderson (XI)
3,Colin Jost,Joe Kelly
3,Colin Jost,John Lutz
2,Colin Jost,Mark McKinney
5,Colin Jost,Sarah Schneider
2,Colin Quinn,James Anderson (XI)
1,Colin Quinn,James Austin Johnson
2,Colin Quinn,Rob Klein
1,Colin Quinn,Simon Rich
3,Dan Aykroyd,James Anderson (XI)
2,Dan Aykroyd,Joe Kelly
2,Dan Aykroyd,Rob Klein
3,Dan Aykroyd,Sarah Schneider
2,Dana Carvey,David Mandel
3,Dana Carvey,James Anderson (XI)
2,Dana Carvey,Joe Kelly
2,Dana Carvey,John Lutz
1,Dana Carvey,Natasha Rothwell
3,Dana Carvey,Rob Klein
3,Dana Carvey,Sarah Schneider
2,Dana Carvey,Simon Rich
1,Darrell Hammond,James Austin Johnson
2,Darrell Hammond,Julio Torres
1,Darrell Hammond,Max Brooks
1,Darrell Hammond,Nimesh Patel
4,Darrell Hammond,Simon Rich
1,David Mandel,Ego Nwodim
1,David Mandel,Emily Spivey
1,David Mandel,James Anderson (XI)
1,David Mandel,James Austin Johnson
1,David Mandel,Jessi Klein
1,David Mandel,Joe Piscopo
1,David Mandel,John Lutz
1,David Mandel,Jorma Taccone
1,David Mandel,Julio Torres
1,David Mandel,Kyle Mooney
1,David Mandel,Max Brooks
1,David Mandel,Melissa Villaseñor
1,David Mandel,Michael Patrick O'Brien (II)
1,David Mandel,Mikey Day
1,David Mandel,Nimesh Patel
1,David Mandel,Pete Davidson
1,David Mandel,Rob Klein
1,David Mandel,Sam Jay
1,David Mandel,Sarah Schneider
1,David Mandel,Tim Robinson
2,David Spade,James Anderson (XI)
1,David Spade,Rob Klein
1,David Spade,Simon Rich
1,Dennis Miller,Ego Nwodim
1,Dennis Miller,Emily Spivey
1,Dennis Miller,Heidi Gardner
2,Dennis Miller,James Anderson (XI)
1,Dennis Miller,James Austin Johnson
1,Dennis Miller,Jessi Klein
1,Dennis Miller,Joe Kelly
1,Dennis Miller,John Lutz
1,Dennis Miller,Melissa Villaseñor
1,Dennis Miller,Michael Patrick O'Brien (II)
1,Dennis Miller,Michael Schur
1,Dennis Miller,Natasha Rothwell
2,Dennis Miller,Rob Klein
2,Dennis Miller,Simon Rich
3,Eddie Murphy,James Anderson (XI)
3,Eddie Murphy,Rob Klein
2,Eddie Murphy,Simon Rich
3,Ego Nwodim,Erik Kenward
1,Ego Nwodim,James Anderson (XI)
1,Ego Nwodim,Jessi Klein
1,Ego Nwodim,Joe Kelly
1,Ego Nwodim,Joe Piscopo
1,Ego Nwodim,Mark McKinney
1,Ego Nwodim,Natasha Rothwell
2,Ego Nwodim,Rob Klein
1,Ego Nwodim,Sarah Schneider
1,Ego Nwodim,Simon Rich
3,Emily Spivey,Erik Kenward
1,Emily Spivey,Finesse Mitchell
2,Emily Spivey,Hannibal Buress
1,Emily Spivey,James Austin Johnson
1,Emily Spivey,Jessi Klein
2,Emily Spivey,Joe Kelly
3,Emily Spivey,Joe Piscopo
4,Emily Spivey,John Lutz
2,Emily Spivey,Julio Torres
3,Emily Spivey,Kevin Nealon
1,Emily Spivey,Mark McKinney
1,Emily Spivey,Max Brooks
2,Emily Spivey,Michael Patrick O'Brien (II)
1,Emily Spivey,Nimesh Patel
2,Emily Spivey,Rob Klein
3,Emily Spivey,Sarah Schneider
2,Emily Spivey,Simon Rich
3,Emily Spivey,Tim Robinson
2,Erik Kenward,Finesse Mitchell
1,Erik Kenward,Gilbert Gottfried
13,Erik Kenward,Horatio Sanz
8,Erik Kenward,James Anderson (XI)
1,Erik Kenward,James Austin Johnson
9,Erik Kenward,Jane Curtin
1,Erik Kenward,Jessi Klein
2,Erik Kenward,Jillian Bell
3,Erik Kenward,Joe Kelly
3,Erik Kenward,John Lutz
6,Erik Kenward,John Mulaney
2,Erik Kenward,Julio Torres
15,Erik Kenward,Kate McKinnon
22,Erik Kenward,Kenan Thompson
11,Erik Kenward,Kyle Mooney
4,Erik Kenward,Leslie Jones
29,Erik Kenward,Lorne Michaels
1,Erik Kenward,Mark McKinney
1,Erik Kenward,Max Brooks
4,Erik Kenward,Melissa Villaseñor
6,Erik Kenward,Michael Che
10,Erik Kenward,Michael Patrick O'Brien (II)
2,Erik Kenward,Michael Schur
8,Erik Kenward,Mikey Day
14,Erik Kenward,Nasim Pedrad
1,Erik Kenward,Natasha Rothwell
1,Erik Kenward,Nimesh Patel
7,Erik Kenward,Paula Pell
7,Erik Kenward,Pete Davidson
12,Erik Kenward,Rachel Dratch
9,Erik Kenward,Rob Klein
7,Erik Kenward,Robert Smigel
2,Erik Kenward,Sam Jay
6,Erik Kenward,Sarah Schneider
4,Erik Kenward,Simon Rich
16,Erik Kenward,Taran Killam
4,Erik Kenward,Tim Meadows
9,Erik Kenward,Tim Robinson
13,Erik Kenward,Vanessa Bayer
1,Finesse Mitchell,James Anderson (XI)
1,Finesse Mitchell,James Austin Johnson
1,Finesse Mitchell,Joe Piscopo
1,Finesse Mitchell,John Lutz
1,Finesse Mitchell,Max Brooks
1,Finesse Mitchell,Michael Patrick O'Brien (II)
1,Finesse Mitchell,Michael Schur
1,Finesse Mitchell,Nasim Pedrad
1,Finesse Mitchell,Natasha Rothwell
2,Finesse Mitchell,Rob Klein
2,Finesse Mitchell,Sam Jay
1,Finesse Mitchell,Sarah Schneider
1,Finesse Mitchell,Simon Rich
1,Finesse Mitchell,Tim Robinson
5,Fred Armisen,Sarah Schneider
2,Gilbert Gottfried,James Anderson (XI)
1,Gilbert Gottfried,Rob Klein
1,Gilbert Gottfried,Tim Robinson
3,Hannibal Buress,James Anderson (XI)
1,Hannibal Buress,James Austin Johnson
2,Hannibal Buress,Rob Klein
2,Heidi Gardner,James Anderson (XI)
1,Heidi Gardner,James Austin Johnson
1,Heidi Gardner,Jessi Klein
1,Heidi Gardner,Joe Kelly
1,Heidi Gardner,Rob Klein
2,Heidi Gardner,Sarah Schneider
1,Heidi Gardner,Simon Rich
6,Horatio Sanz,James Anderson (XI)
1,Horatio Sanz,James Austin Johnson
3,Horatio Sanz,Rob Klein
3,Horatio Sanz,Sarah Schneider
2,Horatio Sanz,Simon Rich
1,J.B. Smoove,James Austin Johnson
1,J.B. Smoove,Sarah Schneider
1,James Anderson (XI),James Austin Johnson
3,James Anderson (XI),Jane Curtin
6,James Anderson (XI),Jason Sudeikis
1,James Anderson (XI),Jenny Slate
1,James Anderson (XI),Jessi Klein
2,James Anderson (XI),Jim Belushi
