imdb_link,movie_coefficient,title,media_type,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies,medium,year_start,year_end
https://www.imdb.com/title/tt0357513/,0.875434336,Brilliant But Cancelled,"['TV Movie', '20022002', '1h 19m']",9,"['Janeane Garofalo', 'Al Franken', 'Amy Poehler', 'Jay Mohr', 'Bob Odenkirk', 'Rich Hall', 'Julia Louis-Dreyfus', 'Jon Lovitz', 'Ben Stiller']",9,['Documentary'],"['Judd Apatow', 'Rosanna Arquette', 'Scott Bakula', 'Meredith Baxter', 'Ted Bessell', 'David Birney', 'Dan Blocker', 'Bart Braverman', 'Bernie Brillstein', 'Blair Brown', 'Dean Butler', 'Red Buttons', 'Billy Campbell', 'John Capodice', 'Art Carney', 'Glenn Gordon Caron', 'Dabney Coleman', 'Kevin Corrigan']",0,"['Daniel Snyder', 'Daniel Snyder', 'Judd Apatow', 'Rosanna Arquette', 'Scott Bakula', 'Daniel Snyder', 'Daniel Snyder', 'Judd Apatow', 'Rosanna Arquette', 'Scott Bakula']",,['TV Movie'],2002,2002
https://www.imdb.com/title/tt2259406/,0.875437477,25 Years of Improv Comedy,"['20052005', 'Not RatedNot Rated', '1h 31m']",12,"['Amy Poehler', 'John Lutz', 'Rachel Dratch', 'Tim Meadows', 'Horatio Sanz', 'Jason Sudeikis', 'Rich Talarico', 'Mike Myers', 'Ali Reza', 'Chris Farley', 'David Koechner']",11,[],"['Dan Bakkedahl', 'Ike Barinholtz', 'Mark Beltzman', 'Matt Besser', 'Craig Cackowski', 'Joe Canale', 'Jim Carrane', 'Mo Collins', 'Robert Dassie', 'Andy Dick', 'Kevin Dorff', 'Rachel Dratch', 'Jet Eveleth', 'Ali Reza', 'Pat Finn', 'Kevin Fleming', 'Neil Flynn', 'Pete Gardner']",0,"['Dan Bakkedahl', 'Ike Barinholtz', 'Mark Beltzman', 'Dan Bakkedahl', 'Ike Barinholtz', 'Mark Beltzman']","['Image Entertainment', 'New Wave Entertainment Television', '']",['Film'],2005,2005
https://www.imdb.com/title/tt1478338/,0.876332426,Bridesmaids,"['20112011', 'RR', '2h 5m']",8,"['Jordan Black', 'Maya Rudolph', 'Melanie Hutsell', 'Jillian Bell', 'Kristen Wiig', 'Nancy Carell']",6,"['Comedy', 'Romance']","['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews', 'Tom Yi', 'Elaine Kao', 'Michael Hitchcock', 'Kali Hawk', 'Joe Nunez', 'Rebel Wilson', 'Matt Lucas', 'Jill Clayburgh', 'Wendi McLendon-Covey', 'Ellie Kemper', 'Greg Tuculescu', 'Steve Bannos', 'Melissa McCarthy', 'Hugh Dane']",0,"['Paul Feig', 'Kristen Wiig', 'Annie Mumolo', 'Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Paul Feig', 'Kristen Wiig', 'Annie Mumolo', 'Kristen Wiig', 'Maya Rudolph', 'Rose Byrne']","['Universal Pictures', 'Relativity Media', 'Apatow Productions', '']",['Film'],2011,2011
https://www.imdb.com/title/tt0115148/,0.878001095,The Dana Carvey Show,"['TV Series', '19961996', '30m']",14,"['Jan Hooks', 'Paul Shaffer', 'Robert Smigel', 'Robert Carlock', 'Stephen Colbert', 'Bob Odenkirk', 'Dana Carvey', 'Greg Daniels', 'Phil Hartman']",9,['Comedy'],"['Dana Carvey', 'Steve Carell', 'Bill Chott', 'Stephen Colbert', 'Heather Morgan', 'Robert Smigel', 'Jim Fagan', 'Colleen Dunn', 'Peggy Shay', 'Elon Gold', 'Chris McKinney', 'James Stephens III', 'Phil Hartman', 'Jan Hooks', 'Felica Dyer', 'Carol Channing', 'David Letterman', 'Tony Randall']",8,"['Dana Carvey', 'Robert Smigel', 'Dana Carvey', 'Steve Carell', 'Bill Chott', 'Dana Carvey', 'Robert Smigel', 'Dana Carvey', 'Steve Carell', 'Bill Chott']","['Brillstein-Grey Entertainment', 'Columbia Pictures Television', '']",['TV Series'],1996,1996
https://www.imdb.com/title/tt6852222/,0.878531521,The Lonely Island: Like a Boss,"['Music Video', '20092009', '2m']",13,"['Abby Elliott', 'Andy Samberg', 'Akiva Schaffer', 'Jorma Taccone', 'Casey Wilson', 'Jason Sudeikis', 'John Mulaney', 'Kristen Wiig', 'Bobby Moynihan', 'Bill Hader']",10,"['Comedy', 'Music']","['Abby Elliott', 'Bill Hader', 'The Lonely Island', 'Bobby Moynihan', 'John Mulaney', 'Seth Rogen', 'Andy Samberg', 'Akiva Schaffer', 'Jason Sudeikis', 'Jorma Taccone', 'Kristen Wiig', 'Casey Wilson']",0,"['Akiva Schaffer', 'Jorma Taccone', 'Abby Elliott', 'Bill Hader', 'The Lonely Island', 'Akiva Schaffer', 'Jorma Taccone', 'Abby Elliott', 'Bill Hader', 'The Lonely Island']",,['Film'],2009,2009
https://www.imdb.com/title/tt3797512/,0.880726708,Barb and Star Go to Vista Del Mar,"['20212021', 'PG-13PG-13', '1h 47m']",7,"['Jordan Black', 'Will Ferrell', 'Adam McKay', 'Kristen Wiig', 'Vanessa Bayer']",5,['Comedy'],"['Kristen Wiig', 'Annie Mumolo', 'Jamie Dornan', 'Damon Wayans Jr.', 'Reyn Doi', 'Adrian Makala', 'Patrick Bristow', 'Jordan Black', 'Rachel Ramras', 'Ian Gomez', 'Wendi McLendon-Covey', 'Vanessa Bayer', 'Fortune Feimster', 'Phyllis Smith', 'Rose Abdoo', 'Sergio Rogalto', 'Natasha Esca', 'Michael Hitchcock']",0,"['Josh Greenbaum', 'Annie Mumolo', 'Kristen Wiig', 'Kristen Wiig', 'Annie Mumolo', 'Jamie Dornan', 'Josh Greenbaum', 'Annie Mumolo', 'Kristen Wiig', 'Kristen Wiig', 'Annie Mumolo', 'Jamie Dornan']","['Gloria Sanchez Productions', 'Lionsgate', 'Redrum', '']",['Film'],2021,2021
https://www.imdb.com/title/tt4537842/,0.882435596,A Very Murray Christmas,"['TV Special', '20152015', 'TV-MATV-MA', '56m']",7,"['Bill Murray', 'Paul Shaffer', 'Amy Poehler', 'Maya Rudolph', 'Chris Rock']",5,"['Comedy', 'Music', 'Musical']","['Bill Murray', 'Paul Shaffer', 'Michael Cera', 'George Clooney', 'Miley Cyrus', 'Dimitri Dimitrov', 'David Johansen', 'Rashida Jones', 'Jenny Lewis', 'Amy Poehler', 'Chris Rock', 'Maya Rudolph', 'Jason Schwartzman', 'Julie White', 'Thomas Mars', 'Phoenix', 'Cindy Mizelle', 'Tawatha Agee']",0,"['Sofia Coppola', 'Sofia Coppola', 'Mitch Glazer', 'Bill Murray', 'Bill Murray', 'Paul Shaffer', 'Michael Cera', 'Sofia Coppola', 'Sofia Coppola', 'Mitch Glazer', 'Bill Murray', 'Bill Murray', 'Paul Shaffer', 'Michael Cera']","['American Zoetrope', 'South Beach Productions', 'Departed Productions', '']",['TV Special'],2015,2015
https://www.imdb.com/title/tt0470980/,0.883199971,A.S.S.S.S.C.A.T.: Improv,"['TV Special', '20052005', '1h']",6,"['Amy Poehler', 'Horatio Sanz', 'Rachel Dratch', 'Tina Fey']",4,['Comedy'],"['Matt Besser', 'Matt Walsh', 'Amy Poehler', 'Ian Roberts', 'Tina Fey', 'Kevin Dorff', 'Rachel Dratch', 'Andy Richter', 'Horatio Sanz']",0,"['John Fortenberry', 'Matt Besser', 'Amy Poehler', 'Ian Roberts', 'Matt Besser', 'Matt Walsh', 'Amy Poehler', 'John Fortenberry', 'Matt Besser', 'Amy Poehler', 'Ian Roberts', 'Matt Besser', 'Matt Walsh', 'Amy Poehler']",,['TV Special'],2005,2005
https://www.imdb.com/title/tt0960144/,0.884975973,You Don't Mess with the Zohan,"['20082008', 'PG-13PG-13', '1h 53m']",9,"['Kevin Nealon', 'Robert Smigel', 'Adam Sandler', 'Rob Schneider', 'Chris Rock']",5,['Comedy'],"['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui', 'Nick Swardson', 'Lainie Kazan', 'Ido Mosseri', 'Rob Schneider', 'Dave Matthews', 'Michael Buffer', 'Charlotte Rae', 'Sayed Badreya', 'Daoud Heidami', 'Kevin Nealon', 'Robert Smigel', 'Dina Doron', 'Shelley Berman', 'Chris Rock', 'Mariah Carey']",0,"['Dennis Dugan', 'Adam Sandler', 'Robert Smigel', 'Judd Apatow', 'Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui', 'Dennis Dugan', 'Adam Sandler', 'Robert Smigel', 'Judd Apatow', 'Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']","['Columbia Pictures', 'Relativity Media', 'Happy Madison Productions', '']",['Film'],2008,2008
https://www.imdb.com/title/tt0393166/,0.886264893,The Commies,"['TV Special', '20032003']",11,"['Gilbert Gottfried', 'Adam Sandler', 'Robert Smigel', 'Stephen Colbert', 'Colin Quinn', 'Bob Odenkirk', 'Will Ferrell', 'Rachel Dratch', 'Tom Gianas', 'Jerry Minor', 'David Koechner']",11,['Comedy'],"['Andy Richter', 'Carlos Alazraqui', 'Dave Allen', 'Barenaked Ladies', 'Lewis Black', 'Dave Chappelle', 'Stephen Colbert', 'Rob Corddry', 'David Cross', 'Rodney Dangerfield', 'Andy Dick', 'Rachel Dratch', 'Russell Duncan', 'Susie Essman', 'Will Ferrell', 'Dave Foley', 'Marla Gibbs', 'Skyler Gisondo']",0,"['Tom Gianas', 'Andy Richter', 'Carlos Alazraqui', 'Dave Allen', 'Tom Gianas', 'Andy Richter', 'Carlos Alazraqui', 'Dave Allen']","['Bob Bain Productions', 'Comedy Central', '']",['TV Special'],2003,2003
