imdb_link,movie_coefficient,title,media_type,credits_count,snl_alums,cast_count,genres,stars,num_episodes,principal_people,production_companies,medium,year_start,year_end,genre-single
https://www.imdb.com/title/tt10324166/,1.049706266,Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,"['TV Movie', '20202020', 'TV-14TV-14', '1h 20m']",10,"['Robert Carlock', 'Meredith Scardino', 'Chris Parnell', 'Bowen Yang', 'Fred Armisen', 'Tina Fey', 'Heidi Gardner']",7,"['Adventure', 'Comedy', 'Mystery']","['Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Jane Krakowski', 'Jon Hamm', 'Daniel Radcliffe', 'Lauren Adams', 'Sara Chase', 'Sol Miranda', 'Amy Sedaris', 'Mike Carlsen', 'Dylan Gelula', 'Chris Parnell', 'Heidi Gardner', 'Jack McBrayer', 'Zak Orth', 'Fred Armisen', 'Johnny Knoxville']",0,"['Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane']","['3 Arts Entertainment', 'Bevel Gears', 'Little Stranger', '']",['TV Movie'],2020,2020,Adventure
https://www.imdb.com/title/tt10324166/,1.049706266,Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,"['TV Movie', '20202020', 'TV-14TV-14', '1h 20m']",10,"['Robert Carlock', 'Meredith Scardino', 'Chris Parnell', 'Bowen Yang', 'Fred Armisen', 'Tina Fey', 'Heidi Gardner']",7,"['Adventure', 'Comedy', 'Mystery']","['Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Jane Krakowski', 'Jon Hamm', 'Daniel Radcliffe', 'Lauren Adams', 'Sara Chase', 'Sol Miranda', 'Amy Sedaris', 'Mike Carlsen', 'Dylan Gelula', 'Chris Parnell', 'Heidi Gardner', 'Jack McBrayer', 'Zak Orth', 'Fred Armisen', 'Johnny Knoxville']",0,"['Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane']","['3 Arts Entertainment', 'Bevel Gears', 'Little Stranger', '']",['TV Movie'],2020,2020, 'Comedy
https://www.imdb.com/title/tt10324166/,1.049706266,Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,"['TV Movie', '20202020', 'TV-14TV-14', '1h 20m']",10,"['Robert Carlock', 'Meredith Scardino', 'Chris Parnell', 'Bowen Yang', 'Fred Armisen', 'Tina Fey', 'Heidi Gardner']",7,"['Adventure', 'Comedy', 'Mystery']","['Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Jane Krakowski', 'Jon Hamm', 'Daniel Radcliffe', 'Lauren Adams', 'Sara Chase', 'Sol Miranda', 'Amy Sedaris', 'Mike Carlsen', 'Dylan Gelula', 'Chris Parnell', 'Heidi Gardner', 'Jack McBrayer', 'Zak Orth', 'Fred Armisen', 'Johnny Knoxville']",0,"['Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane', 'Claire Scanlon', 'Tina Fey', 'Robert Carlock', 'Sam Means', 'Ellie Kemper', 'Tituss Burgess', 'Carol Kane']","['3 Arts Entertainment', 'Bevel Gears', 'Little Stranger', '']",['TV Movie'],2020,2020, 'Mystery
https://www.imdb.com/title/tt5824900/,1.052636483,The 74th Annual Golden Globe Awards 2017,"['TV Special', '20172017', 'TV-14TV-14', '3h']",10,"['Paul Masella', 'Tina Fey', 'Bob Odenkirk', 'Martin Short', 'Jimmy Fallon', 'Julia Louis-Dreyfus', 'Kristen Wiig', 'Paula Pell', 'Chris Belair']",9,['News'],"['Jimmy Fallon', 'Nicole Kidman', 'Amy Adams', 'Sarah Paulson', 'Sterling K. Brown', 'Courtney B. Vance', 'John Travolta', 'Evan Rachel Wood', 'Rami Malek', 'Kit Harington', 'Millie Bobby Brown', 'Gaten Matarazzo', 'Finn Wolfhard', 'Caleb McLaughlin', 'Shannon Purser', 'Ryan Reynolds', 'Tina Fey', 'Justin Timberlake']",0,"['Louis J. Horvitz', 'Barry Adelman', 'Jonathan Adler', 'Chris Belair', 'Jimmy Fallon', 'Nicole Kidman', 'Amy Adams', 'Louis J. Horvitz', 'Barry Adelman', 'Jonathan Adler', 'Chris Belair', 'Jimmy Fallon', 'Nicole Kidman', 'Amy Adams']","['Dick Clark Productions', 'Hollywood Foreign Press Association (HFPA)', '']",['TV Special'],2017,2017,News
https://www.imdb.com/title/tt1503169/,1.059797864,The 61st Primetime Emmy Awards,"['TV Special', '20092009']",11,"['Tina Fey', 'Stephen Colbert', 'Amy Poehler', 'Billy Crystal', 'Sarah Silverman', 'Joe Kelly', ""Conan O'Brien"", 'Kristen Wiig', 'Jimmy Fallon', 'Julia Louis-Dreyfus', 'Tracy Morgan']",11,['Comedy'],"['Neil Patrick Harris', 'Edie Adams', 'Shohreh Aghdashloo', 'Christina Applegate', 'Army Archerd', 'Patricia Arquette', 'Bea Arthur', 'Kevin Bacon', 'Simon Baker', 'Alec Baldwin', 'Drew Barrymore', 'Michael Bearden', 'Stephen Bender', 'Paul Benedict', 'Jeffrey Blitz', 'James Bobin', 'David Boreanaz', 'Ellen Burstyn']",0,"['Glenn Weiss', 'Paul Greenberg', 'Billy Grundfest', 'Jon Macks', 'Neil Patrick Harris', 'Edie Adams', 'Shohreh Aghdashloo', 'Glenn Weiss', 'Paul Greenberg', 'Billy Grundfest', 'Jon Macks', 'Neil Patrick Harris', 'Edie Adams', 'Shohreh Aghdashloo']","['Academy of Television Arts and Sciences (ATAS)', 'Don Mischer Productions', '']",['TV Special'],2009,2009,Comedy
https://www.imdb.com/title/tt0810913/,1.07122181,Jack and Jill,"['20112011', 'PGPG', '1h 31m']",12,"['Robert Smigel', 'Adam Sandler', 'Steve Koren', 'David Spade', 'Tim Meadows', 'Dana Carvey', 'Norm MacDonald', 'Tim Herlihy']",8,['Comedy'],"['Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Elodie Tougne', 'Rohan Chand', 'Eugenio Derbez', 'David Spade', 'Nick Swardson', 'Tim Meadows', 'Allen Covert', 'Norm MacDonald', 'Geoff Pierson', 'Valerie Mahaffey', 'Gary Valentine', 'Dana Carvey', 'Regis Philbin', 'Gad Elmaleh', 'Dan Patrick']",0,"['Dennis Dugan', 'Ben Zook', 'Steve Koren', 'Adam Sandler', 'Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Dennis Dugan', 'Ben Zook', 'Steve Koren', 'Adam Sandler', 'Adam Sandler', 'Katie Holmes', 'Al Pacino']","['Columbia Pictures', 'Happy Madison Productions', 'Broken Road Productions', '']",['Film'],2011,2011,Comedy
https://www.imdb.com/title/tt14556900/,1.071970225,Festpocalypse!,"['Video', '20212021', 'TV-MATV-MA', '3h 36m']",13,"['Robert Smigel', 'Jordan Black', 'Laraine Newman', 'Bob Odenkirk', 'Rachel Dratch', 'Dana Carvey', 'Tim Meadows', 'Mark McKinney', 'Fred Armisen', 'Cheri Oteri', 'Bruce McCulloch', 'Chris Elliott', 'Alan Zweibel']",13,['Comedy'],"['Ronnie Adrian', 'Kevin Allison', 'Alan Arkin', 'Fred Armisen', 'Rob Baedeker', 'Maria Bamford', 'Todd Barry', 'Doug Benson', 'Julie Benz', 'Matt Besser', 'Jordan Black', 'Michael Ian Black', 'Joey Bland', 'Andy Blitz', 'Mark Samual Bonanno', 'Joel Kim Booster', 'Ian Brennan', 'Paget Brewster']",0,"['Ronnie Adrian', 'Kevin Allison', 'Alan Arkin', 'Ronnie Adrian', 'Kevin Allison', 'Alan Arkin']",,['Video'],2021,2021,Comedy
https://www.imdb.com/title/tt1232200/,1.078492456,That's My Boy,"['20122012', 'RR', '1h 56m']",8,"['Ana Gasteyer', 'Adam Sandler', 'Andy Samberg', 'Colin Quinn', 'Rachel Dratch', 'Will Forte', 'Tim Herlihy']",7,['Comedy'],"['Adam Sandler', 'Andy Samberg', 'Leighton Meester', 'Susan Sarandon', 'Vanilla Ice', 'James Caan', 'Milo Ventimiglia', 'Blake Clark', 'Meagen Fay', 'Tony Orlando', 'Will Forte', 'Rachel Dratch', 'Nick Swardson', 'Peggy Stewart', 'Luenell', 'Ciara', 'Ana Gasteyer', 'Eva Amurri']",0,"['Sean Anders', 'David Caspe', 'Adam Sandler', 'Andy Samberg', 'Leighton Meester', 'Sean Anders', 'David Caspe', 'Adam Sandler', 'Andy Samberg', 'Leighton Meester']","['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media', '']",['Film'],2012,2012,Comedy
https://www.imdb.com/title/tt4991632/,1.082005811,The Oscars,"['TV Special', '20162016', 'TV-14TV-14', '2h 55m']",10,"['Tina Fey', 'Frank Sebastiano', 'Sarah Silverman', 'Adam McKay', 'Leslie Jones', 'Louis C.K.', 'Kristen Wiig', 'Chris Rock', 'Tracy Morgan']",9,['Music'],"['Chris Rock', 'Emily Blunt', 'Charlize Theron', 'Tom McCarthy', 'Josh Singer', 'Matt Charman', 'Joel Coen', 'Ethan Coen', 'Alex Garland', 'Josh Cooley', 'Ronnie Del Carmen', 'Pete Docter', 'Meg LeFauve', 'Andrea Berloff', 'Jonathan Herman', 'S. Leigh Savidge', 'Alan Wenkus', 'Russell Crowe']",0,"['Glenn Weiss', 'Billy Kimball', 'Dave Boone', 'Chris Rock', 'Chris Rock', 'Emily Blunt', 'Charlize Theron', 'Glenn Weiss', 'Billy Kimball', 'Dave Boone', 'Chris Rock', 'Chris Rock', 'Emily Blunt', 'Charlize Theron']","['Academy of Motion Picture Arts and Sciences (AMPAS)', 'Illumination Entertainment', 'Pixar Animation Studios', '']",['TV Special'],2016,2016,Music
https://www.imdb.com/title/tt2056782/,1.092701289,When Pop Culture Saved America: A 9-11 Story,"['TV Movie', '20112011', '2h']",2,"['Lorne Michaels', 'Gilbert Gottfried']",2,['Documentary'],"['Danny Aiello', 'Lance Bass', 'Richard Belzer', 'Barry Bostwick', 'Kristin Chenoweth', 'Billy Ray Cyrus', 'Ted Danson', 'Tony Danza', 'Peri Gilpin', 'Rudy Giuliani', 'Bob Goen', 'Gilbert Gottfried', 'Patricia Heaton', 'Alan Jackson', 'Yvonne Jung', 'Alan Kalter', 'Richard Kind', 'Denis Leary']",0,"['David P. Levin', 'David P. Levin', 'Emmett Williams', 'Danny Aiello', 'Lance Bass', 'Richard Belzer', 'David P. Levin', 'David P. Levin', 'Emmett Williams', 'Danny Aiello', 'Lance Bass', 'Richard Belzer']",,['TV Movie'],2011,2011,Documentary
https://www.imdb.com/title/tt2784678/,1.093849182,Top Five,"['20142014', 'RR', '1h 42m']",10,"['Jay Pharoah', 'Dean Edwards', 'Adam Sandler', 'Leslie Jones', 'J.B. Smoove', 'Chris Rock', 'Tracy Morgan', 'Michael Che']",8,"['Comedy', 'Romance']","['Chris Rock', 'Rosario Dawson', 'Gabrielle Union', 'Kevin Hart', 'J.B. Smoove', 'Romany Malco', 'Hayley Marie Norman', 'Anders Holm', 'Cedric the Entertainer', 'Karlie Redd', 'Kevin Barnett', 'Genevieve Angelson', 'Ben Cole', 'Corey Brown', 'Maia Wilson', 'Teddy Coluca', 'Ren Croney', 'Annaleigh Ashford']",0,"['Chris Rock', 'Chris Rock', 'Chris Rock', 'Rosario Dawson', 'Gabrielle Union', 'Chris Rock', 'Chris Rock', 'Chris Rock', 'Rosario Dawson', 'Gabrielle Union']","['IAC Films', 'Jax Media', '']",['Film'],2014,2014,Comedy
https://www.imdb.com/title/tt2784678/,1.093849182,Top Five,"['20142014', 'RR', '1h 42m']",10,"['Jay Pharoah', 'Dean Edwards', 'Adam Sandler', 'Leslie Jones', 'J.B. Smoove', 'Chris Rock', 'Tracy Morgan', 'Michael Che']",8,"['Comedy', 'Romance']","['Chris Rock', 'Rosario Dawson', 'Gabrielle Union', 'Kevin Hart', 'J.B. Smoove', 'Romany Malco', 'Hayley Marie Norman', 'Anders Holm', 'Cedric the Entertainer', 'Karlie Redd', 'Kevin Barnett', 'Genevieve Angelson', 'Ben Cole', 'Corey Brown', 'Maia Wilson', 'Teddy Coluca', 'Ren Croney', 'Annaleigh Ashford']",0,"['Chris Rock', 'Chris Rock', 'Chris Rock', 'Rosario Dawson', 'Gabrielle Union', 'Chris Rock', 'Chris Rock', 'Chris Rock', 'Rosario Dawson', 'Gabrielle Union']","['IAC Films', 'Jax Media', '']",['Film'],2014,2014, 'Romance
https://www.imdb.com/title/tt0285470/,1.096490993,The Canadian Conspiracy,"['TV Movie', '19851985', '1h 10m']",2,"['Lorne Michaels', 'Martin Short']",2,['Comedy'],"['Damir Andrei', 'Bernard Behrens', 'George Buza', 'John Candy', 'Deborah Cass', 'Tommy Chong', 'Susan Clark', 'Michael Copeman', 'Lorne Greene', 'Gratien Gélinas', 'Monty Hall', 'Doug Henning', 'Margot Kidder', 'Keith Knight', 'Eugene Levy', 'Rich Little', 'Howie Mandel', 'Lorne Michaels']",0,"['Robert Boyd', 'Mark Achbar', 'Robert Boyd', 'Michael Short', 'Damir Andrei', 'Bernard Behrens', 'George Buza', 'Robert Boyd', 'Mark Achbar', 'Robert Boyd', 'Michael Short', 'Damir Andrei', 'Bernard Behrens', 'George Buza']","['Shtick Productions', 'Canadian Broadcasting Corporation (CBC)', '']",['TV Movie'],1985,1985,Comedy
https://www.imdb.com/title/tt7643706/,1.096490993,Beyond Famous,"['TV Movie', '20172017']",2,"['Lorne Michaels', 'Martin Short']",2,['Documentary'],"['David Foster', 'Rick Hanson', 'Howie Mandel', 'Lorne Michaels', ""Catherine O'Hara"", 'Jason Priestley', 'Robbie Robertson', 'William Shatner', 'Martin Short', 'Shania Twain']",0,"['Barry Avrich', 'David Kitching', 'David Foster', 'Rick Hanson', 'Howie Mandel', 'Barry Avrich', 'David Kitching', 'David Foster', 'Rick Hanson', 'Howie Mandel']",,['TV Movie'],2017,2017,Documentary
https://www.imdb.com/title/tt2096673/,1.099484155,Inside Out,"['20152015', 'PGPG', '1h 35m']",9,"['Amy Poehler', 'Laraine Newman', 'Harry Shearer', 'Simon Rich', 'Bobby Moynihan', 'Bill Hader', 'Paula Pell']",7,"['Animation', 'Adventure', 'Comedy']","['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Phyllis Smith', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui']",0,"['Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black', 'Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black']","['Pixar Animation Studios', 'Walt Disney Pictures', '']",['Film'],2015,2015,Animation
https://www.imdb.com/title/tt2096673/,1.099484155,Inside Out,"['20152015', 'PGPG', '1h 35m']",9,"['Amy Poehler', 'Laraine Newman', 'Harry Shearer', 'Simon Rich', 'Bobby Moynihan', 'Bill Hader', 'Paula Pell']",7,"['Animation', 'Adventure', 'Comedy']","['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Phyllis Smith', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui']",0,"['Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black', 'Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black']","['Pixar Animation Studios', 'Walt Disney Pictures', '']",['Film'],2015,2015, 'Adventure
https://www.imdb.com/title/tt2096673/,1.099484155,Inside Out,"['20152015', 'PGPG', '1h 35m']",9,"['Amy Poehler', 'Laraine Newman', 'Harry Shearer', 'Simon Rich', 'Bobby Moynihan', 'Bill Hader', 'Paula Pell']",7,"['Animation', 'Adventure', 'Comedy']","['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Phyllis Smith', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui']",0,"['Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black', 'Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Ronnie Del Carmen', 'Meg LeFauve', 'Amy Poehler', 'Bill Hader', 'Lewis Black']","['Pixar Animation Studios', 'Walt Disney Pictures', '']",['Film'],2015,2015, 'Comedy
https://www.imdb.com/title/tt2935908/,1.106240345,Soundtracks Live,"['TV Movie', '20042004']",6,"['Amy Poehler', 'Maya Rudolph', 'Rachel Dratch', 'Fred Armisen', 'Tina Fey']",5,"['Comedy', 'Music']","['Fred Armisen', 'Will Arnett', 'Michael Ian Black', 'Rachel Dratch', 'Tina Fey', 'Jon Glaser', 'Ken Marino', 'Jack McBrayer', 'Amy Miles', 'Amy Poehler', 'Paul Rudd', 'Maya Rudolph', 'Michael Showalter', 'David Wain']",0,"['Amy Miles', 'Amy Poehler', 'Fred Armisen', 'Will Arnett', 'Michael Ian Black', 'Amy Miles', 'Amy Poehler', 'Fred Armisen', 'Will Arnett', 'Michael Ian Black']",,['TV Movie'],2004,2004,Comedy
