weight,source,target
45,Chris Rock,Kenan Thompson
36,Garrett Morris,Jane Curtin
9,Garrett Morris,Tom Schiller
11,Jane Curtin,Tom Schiller
15,Darrell Hammond,J.B. Smoove
2,J.B. Smoove,Rob Riley (I)
34,Amy Poehler,Norm MacDonald
118,Adam Sandler,Chris Rock
54,Adam Sandler,Conan O'Brien
32,Adam Sandler,Louis C.K.
62,Adam Sandler,Norm MacDonald
44,Adam Sandler,Stephen Colbert
120,Adam Sandler,Will Ferrell
68,Chris Rock,Conan O'Brien
46,Chris Rock,Louis C.K.
42,Chris Rock,Norm MacDonald
72,Chris Rock,Stephen Colbert
97,Chris Rock,Will Ferrell
32,Conan O'Brien,Louis C.K.
30,Conan O'Brien,Norm MacDonald
61,Conan O'Brien,Stephen Colbert
64,Conan O'Brien,Will Ferrell
27,Louis C.K.,Norm MacDonald
35,Louis C.K.,Stephen Colbert
38,Louis C.K.,Will Ferrell
25,Norm MacDonald,Stephen Colbert
53,Norm MacDonald,Will Ferrell
61,Stephen Colbert,Will Ferrell
39,Dan Aykroyd,Robert Downey Jr.
73,Ben Stiller,Billy Crystal
50,Ben Stiller,Stephen Colbert
42,Billy Crystal,Stephen Colbert
40,Max Pross,Tom Gammill
26,Conan O'Brien,Jim Belushi
36,Al Franken,Stephen Colbert
90,Akiva Schaffer,Andy Samberg
72,Akiva Schaffer,Jorma Taccone
74,Andy Samberg,Jorma Taccone
81,Ben Stiller,Robert Downey Jr.
29,Robert Downey Jr.,Stephen Colbert
6,Carol Leifer,Christine Ebersole
58,Ben Stiller,Bob Odenkirk
25,Ben Stiller,Jenny Slate
30,Bob Odenkirk,Jenny Slate
74,Mike Myers,Will Ferrell
26,Al Franken,Darrell Hammond
24,Adam Sandler,Jim Breuer
4,Billy Crystal,Morwenna Banks
50,Chevy Chase,Jimmy Fallon
17,Bill Murray,Joe Piscopo
28,Bill Murray,Sarah Silverman
9,Joe Piscopo,Sarah Silverman
33,Gilbert Gottfried,Kevin Nealon
27,Gilbert Gottfried,Norm MacDonald
46,Kevin Nealon,Norm MacDonald
4,Alex Moffat,Hannibal Buress
3,Alex Moffat,J.B. Smoove
25,Hannibal Buress,J.B. Smoove
146,Amy Poehler,Tina Fey
11,Casey Wilson,Jay Mohr
81,Chris Rock,Sarah Silverman
33,Colin Quinn,Tracy Morgan
20,Dan Aykroyd,Janeane Garofalo
4,Dan Aykroyd,Morwenna Banks
9,Dan Aykroyd,Pamela Stephenson
37,Dan Aykroyd,Rob Schneider
3,Janeane Garofalo,Morwenna Banks
3,Janeane Garofalo,Pamela Stephenson
31,Janeane Garofalo,Rob Schneider
4,Morwenna Banks,Pamela Stephenson
4,Morwenna Banks,Rob Schneider
7,Pamela Stephenson,Rob Schneider
22,Hannibal Buress,Rob Riggle
19,Hannibal Buress,Tracy Morgan
29,Hannibal Buress,Will Ferrell
43,J.B. Smoove,Rob Riggle
33,J.B. Smoove,Tracy Morgan
30,J.B. Smoove,Will Ferrell
36,Rob Riggle,Tracy Morgan
53,Rob Riggle,Will Ferrell
75,Tracy Morgan,Will Ferrell
28,Al Franken,Amy Poehler
37,Al Franken,Conan O'Brien
7,Al Franken,E. Jean Carroll
27,Al Franken,Fred Armisen
53,Amy Poehler,Conan O'Brien
47,Amy Poehler,Darrell Hammond
3,Amy Poehler,E. Jean Carroll
83,Amy Poehler,Fred Armisen
56,Amy Poehler,Stephen Colbert
24,Conan O'Brien,Darrell Hammond
3,Conan O'Brien,E. Jean Carroll
34,Conan O'Brien,Fred Armisen
3,Darrell Hammond,E. Jean Carroll
44,Darrell Hammond,Fred Armisen
20,Darrell Hammond,Stephen Colbert
3,E. Jean Carroll,Fred Armisen
4,E. Jean Carroll,Stephen Colbert
37,Fred Armisen,Stephen Colbert
17,Dennis Miller,Joe Piscopo
32,David Koechner,Fred Armisen
50,Eddie Murphy,Robert Downey Jr.
18,Casey Wilson,Chevy Chase
26,Chris Kattan,Sarah Silverman
50,Chris Rock,Kristen Wiig
44,Kristen Wiig,Sarah Silverman
32,Adam Sandler,David Koechner
60,Adam Sandler,Sarah Silverman
34,David Koechner,Sarah Silverman
82,Ben Stiller,Chris Rock
56,Bill Hader,Bob Odenkirk
38,Bill Hader,Dan Aykroyd
37,Bill Hader,Jenny Slate
60,Bill Hader,Kenan Thompson
23,Bob Odenkirk,Dan Aykroyd
30,Bob Odenkirk,Kenan Thompson
18,Dan Aykroyd,Jenny Slate
33,Dan Aykroyd,Kenan Thompson
24,Jenny Slate,Kenan Thompson
26,Larry David,Michael McKean
81,Jason Sudeikis,Will Ferrell
22,John Mulaney,Stephen Colbert
42,Bobby Moynihan,Will Ferrell
24,Christopher Guest,Dan Aykroyd
93,Christopher Guest,Harry Shearer
70,Christopher Guest,Michael McKean
3,Christopher Guest,Morwenna Banks
6,Christopher Guest,Pamela Stephenson
18,Christopher Guest,Rob Schneider
23,Christopher Guest,Robert Downey Jr.
34,Christopher Guest,Will Ferrell
25,Dan Aykroyd,Harry Shearer
28,Dan Aykroyd,Michael McKean
63,Dan Aykroyd,Will Ferrell
78,Harry Shearer,Michael McKean
5,Harry Shearer,Morwenna Banks
8,Harry Shearer,Pamela Stephenson
26,Harry Shearer,Rob Schneider
22,Harry Shearer,Robert Downey Jr.
37,Harry Shearer,Will Ferrell
5,Michael McKean,Morwenna Banks
3,Michael McKean,Pamela Stephenson
33,Michael McKean,Rob Schneider
23,Michael McKean,Robert Downey Jr.
46,Michael McKean,Will Ferrell
3,Morwenna Banks,Robert Downey Jr.
3,Morwenna Banks,Will Ferrell
8,Pamela Stephenson,Robert Downey Jr.
8,Pamela Stephenson,Will Ferrell
31,Rob Schneider,Robert Downey Jr.
59,Rob Schneider,Will Ferrell
64,Robert Downey Jr.,Will Ferrell
4,Al Franken,Michael Schur
8,Colin Quinn,Julio Torres
7,Brooks Wheelan,David Spade
8,Brooks Wheelan,Rob Riggle
43,David Spade,Rob Riggle
2,Heather Anne Campbell,Katie Rich
3,Heather Anne Campbell,Paul Brittain
3,Katie Rich,Paul Brittain
46,Al Franken,Chris Rock
33,Al Franken,Harry Shearer
35,Chris Rock,Harry Shearer
23,Harry Shearer,Stephen Colbert
55,Billy Crystal,Dan Aykroyd
40,Billy Crystal,Harry Shearer
11,Billy Crystal,Pamela Stephenson
52,Billy Crystal,Robert Downey Jr.
4,Greg Daniels,Taran Killam
31,Cecily Strong,Jimmy Fallon
19,Cecily Strong,Stephen Colbert
78,Jimmy Fallon,Stephen Colbert
27,David Koechner,J.B. Smoove
71,Adam Sandler,Billy Crystal
37,Adam Sandler,Dennis Miller
46,Billy Crystal,Dennis Miller
65,Billy Crystal,Will Ferrell
32,Dennis Miller,Will Ferrell
36,Adam Sandler,Al Franken
85,Adam Sandler,Ben Stiller
32,Al Franken,Ben Stiller
18,Christopher Guest,Darrell Hammond
25,Christopher Guest,Jimmy Fallon
13,Christopher Guest,Rachel Dratch
19,Darrell Hammond,Harry Shearer
53,Darrell Hammond,Jimmy Fallon
24,Darrell Hammond,Michael McKean
40,Darrell Hammond,Rachel Dratch
29,Harry Shearer,Jimmy Fallon
14,Harry Shearer,Rachel Dratch
31,Jimmy Fallon,Michael McKean
59,Jimmy Fallon,Rachel Dratch
22,Michael McKean,Rachel Dratch
2,Jordan Black,Max Pross
2,Jordan Black,Tom Gammill
27,Ana Gasteyer,Casey Wilson
15,Ana Gasteyer,Damon Wayans
12,Ana Gasteyer,Hannibal Buress
38,Ana Gasteyer,Jason Sudeikis
19,Ana Gasteyer,Laurie Metcalf
41,Ana Gasteyer,Martin Short
60,Ana Gasteyer,Molly Shannon
65,Ana Gasteyer,Will Ferrell
12,Casey Wilson,Damon Wayans
16,Casey Wilson,Hannibal Buress
30,Casey Wilson,Jason Sudeikis
15,Casey Wilson,Laurie Metcalf
22,Casey Wilson,Martin Short
24,Casey Wilson,Molly Shannon
32,Casey Wilson,Will Ferrell
8,Damon Wayans,Hannibal Buress
25,Damon Wayans,Jason Sudeikis
13,Damon Wayans,Laurie Metcalf
25,Damon Wayans,Martin Short
22,Damon Wayans,Molly Shannon
27,Damon Wayans,Will Ferrell
23,Hannibal Buress,Jason Sudeikis
9,Hannibal Buress,Laurie Metcalf
18,Hannibal Buress,Martin Short
20,Hannibal Buress,Molly Shannon
22,Jason Sudeikis,Laurie Metcalf
47,Jason Sudeikis,Martin Short
48,Jason Sudeikis,Molly Shannon
28,Laurie Metcalf,Martin Short
23,Laurie Metcalf,Molly Shannon
20,Laurie Metcalf,Will Ferrell
47,Martin Short,Molly Shannon
67,Martin Short,Will Ferrell
81,Molly Shannon,Will Ferrell
20,Gilbert Gottfried,Hannibal Buress
26,Gilbert Gottfried,Tina Fey
30,Gilbert Gottfried,Will Ferrell
20,Hannibal Buress,Tina Fey
103,Tina Fey,Will Ferrell
5,Christine Nangle,Fran Gillespie
5,Christine Nangle,Heather Anne Campbell
7,Christine Nangle,Ryan Perez (I)
3,Fran Gillespie,Heather Anne Campbell
5,Fran Gillespie,Ryan Perez (I)
8,Heather Anne Campbell,Ryan Perez (I)
27,Eddie Murphy,J.B. Smoove
46,Andy Samberg,Chris Rock
20,Andy Samberg,David Koechner
52,Andy Samberg,David Spade
67,Andy Samberg,Seth Meyers
58,Andy Samberg,Tracy Morgan
25,Chris Rock,David Koechner
77,Chris Rock,David Spade
50,Chris Rock,Seth Meyers
74,Chris Rock,Tracy Morgan
29,David Koechner,David Spade
18,David Koechner,Seth Meyers
23,David Koechner,Tracy Morgan
47,David Spade,Seth Meyers
50,David Spade,Tracy Morgan
57,Seth Meyers,Tracy Morgan
3,Chevy Chase,Jon Vitti
24,Bill Murray,Brian Doyle-Murray
91,Bill Murray,Dan Aykroyd
15,Brian Doyle-Murray,Dan Aykroyd
19,Bobby Moynihan,Stephen Colbert
2,Brian McConnachie,Mitchell Kriegman
2,Brian McConnachie,Patricia Marx
4,Mitchell Kriegman,Patricia Marx
5,Doug Abeles,Hannibal Buress
2,Doug Abeles,Julia Louis-Dreyfus
2,Doug Abeles,Paul Shaffer
3,Doug Abeles,Rob Riggle
6,Doug Abeles,Will Forte
18,Hannibal Buress,Julia Louis-Dreyfus
9,Hannibal Buress,Paul Shaffer
19,Hannibal Buress,Will Forte
25,Julia Louis-Dreyfus,Paul Shaffer
28,Julia Louis-Dreyfus,Rob Riggle
32,Julia Louis-Dreyfus,Will Forte
15,Paul Shaffer,Rob Riggle
18,Paul Shaffer,Will Forte
43,Rob Riggle,Will Forte
51,Dan Aykroyd,Gilda Radner
65,Sarah Silverman,Will Ferrell
24,Harry Shearer,Janeane Garofalo
63,Adam Sandler,Eddie Murphy
81,Adam Sandler,Jimmy Fallon
16,Adam Sandler,Joan Cusack
82,Adam Sandler,Mike Myers
11,Adam Sandler,Randy Quaid
65,Adam Sandler,Robert Downey Jr.
53,Ben Stiller,Eddie Murphy
57,Ben Stiller,Jimmy Fallon
18,Ben Stiller,Joan Cusack
57,Ben Stiller,Mike Myers
12,Ben Stiller,Randy Quaid
46,Eddie Murphy,Jimmy Fallon
19,Eddie Murphy,Joan Cusack
79,Eddie Murphy,Mike Myers
15,Eddie Murphy,Randy Quaid
14,Jimmy Fallon,Joan Cusack
50,Jimmy Fallon,Mike Myers
9,Jimmy Fallon,Randy Quaid
40,Jimmy Fallon,Robert Downey Jr.
20,Joan Cusack,Mike Myers
9,Joan Cusack,Randy Quaid
14,Joan Cusack,Robert Downey Jr.
13,Mike Myers,Randy Quaid
46,Mike Myers,Robert Downey Jr.
12,Randy Quaid,Robert Downey Jr.
41,Bob Odenkirk,Chris Rock
38,Bob Odenkirk,Dana Carvey
64,Bob Odenkirk,Sarah Silverman
39,Bob Odenkirk,Stephen Colbert
49,Chris Rock,Dana Carvey
34,Dana Carvey,Sarah Silverman
30,Dana Carvey,Stephen Colbert
58,Sarah Silverman,Stephen Colbert
42,Al Franken,Dan Aykroyd
13,Al Franken,Dave Attell
24,Al Franken,Gilbert Gottfried
11,Al Franken,Hannibal Buress
14,Al Franken,Jim Breuer
21,Al Franken,Louis C.K.
5,Al Franken,Nimesh Patel
23,Al Franken,Robert Downey Jr.
10,Dan Aykroyd,Dave Attell
22,Dan Aykroyd,Gilbert Gottfried
12,Dan Aykroyd,Hannibal Buress
16,Dan Aykroyd,Jim Breuer
18,Dan Aykroyd,Louis C.K.
4,Dan Aykroyd,Nimesh Patel
30,Dave Attell,Gilbert Gottfried
16,Dave Attell,Hannibal Buress
17,Dave Attell,Jim Breuer
23,Dave Attell,Louis C.K.
2,Dave Attell,Nimesh Patel
11,Dave Attell,Robert Downey Jr.
16,Gilbert Gottfried,Jim Breuer
25,Gilbert Gottfried,Louis C.K.
4,Gilbert Gottfried,Nimesh Patel
20,Gilbert Gottfried,Robert Downey Jr.
9,Hannibal Buress,Jim Breuer
16,Hannibal Buress,Louis C.K.
5,Hannibal Buress,Nimesh Patel
14,Hannibal Buress,Robert Downey Jr.
13,Jim Breuer,Louis C.K.
3,Jim Breuer,Nimesh Patel
13,Jim Breuer,Robert Downey Jr.
5,Louis C.K.,Nimesh Patel
25,Louis C.K.,Robert Downey Jr.
4,Nimesh Patel,Robert Downey Jr.
39,Chris Rock,Dennis Miller
29,Chris Rock,Jay Mohr
22,Chris Rock,Jim Breuer
21,Chris Rock,Joe Piscopo
26,Dennis Miller,Jay Mohr
12,Dennis Miller,Jim Breuer
13,Dennis Miller,Stephen Colbert
19,Jay Mohr,Jim Breuer
10,Jay Mohr,Joe Piscopo
16,Jay Mohr,Stephen Colbert
9,Jim Breuer,Joe Piscopo
12,Jim Breuer,Stephen Colbert
9,Joe Piscopo,Stephen Colbert
14,Finesse Mitchell,Jimmy Fallon
42,Martin Short,Robert Downey Jr.
38,Ben Stiller,Dan Aykroyd
3,Ben Stiller,Morwenna Banks
5,Ben Stiller,Pamela Stephenson
57,Dan Aykroyd,Mike Myers
5,Mike Myers,Morwenna Banks
8,Mike Myers,Pamela Stephenson
31,Mike Myers,Stephen Colbert
9,Andy Breckman,Jon Lovitz
7,Andy Breckman,Kevin Nealon
62,Jon Lovitz,Kevin Nealon
6,Finesse Mitchell,Hannibal Buress
10,Finesse Mitchell,Rob Schneider
13,Hannibal Buress,Rob Schneider
64,Billy Crystal,Chevy Chase
23,Billy Crystal,John Belushi
46,Chevy Chase,John Belushi
3,Brian Doyle-Murray,George Coe
10,Heidi Gardner,Jimmy Fallon
9,Heidi Gardner,Sarah Silverman
12,Heidi Gardner,Stephen Colbert
62,Jimmy Fallon,Sarah Silverman
6,Cecily Strong,James Austin Johnson
39,Jon Lovitz,Norm MacDonald
17,Anthony Michael Hall,Ben Stiller
13,Anthony Michael Hall,Bill Murray
20,Anthony Michael Hall,Billy Crystal
20,Anthony Michael Hall,Chevy Chase
5,Anthony Michael Hall,Christine Ebersole
14,Anthony Michael Hall,Conan O'Brien
15,Anthony Michael Hall,Dan Aykroyd
17,Anthony Michael Hall,David Spade
17,Anthony Michael Hall,Eddie Murphy
5,Anthony Michael Hall,Jan Hooks
11,Anthony Michael Hall,Jay Mohr
18,Anthony Michael Hall,Jim Belushi
17,Anthony Michael Hall,Julia Louis-Dreyfus
10,Anthony Michael Hall,Laurie Metcalf
19,Anthony Michael Hall,Martin Short
16,Anthony Michael Hall,Rob Schneider
21,Anthony Michael Hall,Robert Downey Jr.
45,Ben Stiller,Bill Murray
38,Ben Stiller,Chevy Chase
10,Ben Stiller,Christine Ebersole
56,Ben Stiller,Conan O'Brien
57,Ben Stiller,David Spade
8,Ben Stiller,Jan Hooks
21,Ben Stiller,Jay Mohr
35,Ben Stiller,Jim Belushi
49,Ben Stiller,Julia Louis-Dreyfus
24,Ben Stiller,Laurie Metcalf
57,Ben Stiller,Martin Short
42,Ben Stiller,Rob Schneider
44,Bill Murray,Billy Crystal
60,Bill Murray,Chevy Chase
8,Bill Murray,Christine Ebersole
26,Bill Murray,Conan O'Brien
36,Bill Murray,David Spade
52,Bill Murray,Eddie Murphy
23,Bill Murray,Jan Hooks
17,Bill Murray,Jay Mohr
32,Bill Murray,Jim Belushi
37,Bill Murray,Julia Louis-Dreyfus
15,Bill Murray,Laurie Metcalf
43,Bill Murray,Martin Short
28,Bill Murray,Rob Schneider
45,Bill Murray,Robert Downey Jr.
10,Billy Crystal,Christine Ebersole
56,Billy Crystal,Conan O'Brien
60,Billy Crystal,David Spade
67,Billy Crystal,Eddie Murphy
15,Billy Crystal,Jan Hooks
28,Billy Crystal,Jay Mohr
50,Billy Crystal,Jim Belushi
62,Billy Crystal,Julia Louis-Dreyfus
29,Billy Crystal,Laurie Metcalf
76,Billy Crystal,Martin Short
36,Billy Crystal,Rob Schneider
8,Chevy Chase,Christine Ebersole
33,Chevy Chase,Conan O'Brien
88,Chevy Chase,Dan Aykroyd
42,Chevy Chase,David Spade
47,Chevy Chase,Eddie Murphy
26,Chevy Chase,Jan Hooks
24,Chevy Chase,Jay Mohr
40,Chevy Chase,Jim Belushi
35,Chevy Chase,Julia Louis-Dreyfus
16,Chevy Chase,Laurie Metcalf
59,Chevy Chase,Martin Short
33,Chevy Chase,Rob Schneider
29,Chevy Chase,Robert Downey Jr.
7,Christine Ebersole,Conan O'Brien
9,Christine Ebersole,Dan Aykroyd
7,Christine Ebersole,David Spade
8,Christine Ebersole,Eddie Murphy
4,Christine Ebersole,Jan Hooks
4,Christine Ebersole,Jay Mohr
9,Christine Ebersole,Jim Belushi
8,Christine Ebersole,Julia Louis-Dreyfus
8,Christine Ebersole,Laurie Metcalf
16,Christine Ebersole,Martin Short
8,Christine Ebersole,Rob Schneider
7,Christine Ebersole,Robert Downey Jr.
35,Conan O'Brien,Dan Aykroyd
51,Conan O'Brien,David Spade
34,Conan O'Brien,Eddie Murphy
16,Conan O'Brien,Jan Hooks
27,Conan O'Brien,Jay Mohr
56,Conan O'Brien,Julia Louis-Dreyfus
14,Conan O'Brien,Laurie Metcalf
54,Conan O'Brien,Martin Short
32,Conan O'Brien,Rob Schneider
32,Conan O'Brien,Robert Downey Jr.
56,Dan Aykroyd,David Spade
59,Dan Aykroyd,Eddie Murphy
29,Dan Aykroyd,Jan Hooks
21,Dan Aykroyd,Jay Mohr
50,Dan Aykroyd,Jim Belushi
34,Dan Aykroyd,Julia Louis-Dreyfus
16,Dan Aykroyd,Laurie Metcalf
57,Dan Aykroyd,Martin Short
49,David Spade,Eddie Murphy
24,David Spade,Jan Hooks
31,David Spade,Jay Mohr
32,David Spade,Jim Belushi
42,David Spade,Julia Louis-Dreyfus
18,David Spade,Laurie Metcalf
53,David Spade,Martin Short
70,David Spade,Rob Schneider
47,David Spade,Robert Downey Jr.
21,Eddie Murphy,Jan Hooks
21,Eddie Murphy,Jay Mohr
34,Eddie Murphy,Jim Belushi
48,Eddie Murphy,Julia Louis-Dreyfus
22,Eddie Murphy,Laurie Metcalf
50,Eddie Murphy,Martin Short
30,Eddie Murphy,Rob Schneider
15,Jan Hooks,Jay Mohr
12,Jan Hooks,Jim Belushi
14,Jan Hooks,Julia Louis-Dreyfus
7,Jan Hooks,Laurie Metcalf
22,Jan Hooks,Martin Short
20,Jan Hooks,Rob Schneider
6,Jan Hooks,Robert Downey Jr.
21,Jay Mohr,Jim Belushi
18,Jay Mohr,Julia Louis-Dreyfus
8,Jay Mohr,Laurie Metcalf
24,Jay Mohr,Martin Short
31,Jay Mohr,Rob Schneider
16,Jay Mohr,Robert Downey Jr.
31,Jim Belushi,Julia Louis-Dreyfus
16,Jim Belushi,Laurie Metcalf
48,Jim Belushi,Martin Short
30,Jim Belushi,Rob Schneider
25,Jim Belushi,Robert Downey Jr.
32,Julia Louis-Dreyfus,Laurie Metcalf
52,Julia Louis-Dreyfus,Martin Short
31,Julia Louis-Dreyfus,Rob Schneider
41,Julia Louis-Dreyfus,Robert Downey Jr.
11,Laurie Metcalf,Rob Schneider
19,Laurie Metcalf,Robert Downey Jr.
34,Martin Short,Rob Schneider
30,Adam Sandler,Christopher Guest
28,Adam Sandler,Gilbert Gottfried
31,Adam Sandler,Harry Shearer
57,Adam Sandler,Jason Sudeikis
32,Adam Sandler,Jim Belushi
14,Adam Sandler,Joe Piscopo
33,Adam Sandler,Kate McKinnon
40,Adam Sandler,Michael McKean
7,Adam Sandler,Natasha Rothwell
32,Ben Stiller,Christopher Guest
28,Ben Stiller,Gilbert Gottfried
28,Ben Stiller,Harry Shearer
36,Ben Stiller,Jason Sudeikis
10,Ben Stiller,Joe Piscopo
29,Ben Stiller,Kate McKinnon
40,Ben Stiller,Michael McKean
6,Ben Stiller,Natasha Rothwell
76,Billy Crystal,Chris Rock
46,Billy Crystal,Christopher Guest
33,Billy Crystal,Gilbert Gottfried
39,Billy Crystal,Jason Sudeikis
31,Billy Crystal,Joe Piscopo
25,Billy Crystal,Kate McKinnon
42,Billy Crystal,Michael McKean
6,Billy Crystal,Natasha Rothwell
31,Chris Rock,Christopher Guest
38,Chris Rock,Gilbert Gottfried
49,Chris Rock,Jason Sudeikis
31,Chris Rock,Jim Belushi
30,Chris Rock,Kate McKinnon
39,Chris Rock,Michael McKean
6,Chris Rock,Natasha Rothwell
18,Christopher Guest,Gilbert Gottfried
24,Christopher Guest,Jason Sudeikis
24,Christopher Guest,Jim Belushi
14,Christopher Guest,Joe Piscopo
12,Christopher Guest,Kate McKinnon
4,Christopher Guest,Natasha Rothwell
17,Christopher Guest,Stephen Colbert
20,Gilbert Gottfried,Harry Shearer
21,Gilbert Gottfried,Jason Sudeikis
24,Gilbert Gottfried,Jim Belushi
19,Gilbert Gottfried,Joe Piscopo
12,Gilbert Gottfried,Kate McKinnon
32,Gilbert Gottfried,Michael McKean
5,Gilbert Gottfried,Natasha Rothwell
29,Gilbert Gottfried,Stephen Colbert
24,Harry Shearer,Jason Sudeikis
22,Harry Shearer,Jim Belushi
14,Harry Shearer,Joe Piscopo
13,Harry Shearer,Kate McKinnon
4,Harry Shearer,Natasha Rothwell
25,Jason Sudeikis,Jim Belushi
11,Jason Sudeikis,Joe Piscopo
36,Jason Sudeikis,Kate McKinnon
30,Jason Sudeikis,Michael McKean
7,Jason Sudeikis,Natasha Rothwell
37,Jason Sudeikis,Stephen Colbert
18,Jim Belushi,Joe Piscopo
14,Jim Belushi,Kate McKinnon
36,Jim Belushi,Michael McKean
4,Jim Belushi,Natasha Rothwell
19,Jim Belushi,Stephen Colbert
7,Joe Piscopo,Kate McKinnon
12,Joe Piscopo,Michael McKean
3,Joe Piscopo,Natasha Rothwell
15,Kate McKinnon,Michael McKean
8,Kate McKinnon,Natasha Rothwell
33,Kate McKinnon,Stephen Colbert
7,Michael McKean,Natasha Rothwell
29,Michael McKean,Stephen Colbert
10,Natasha Rothwell,Stephen Colbert
62,Adam Sandler,Amy Poehler
44,Adam Sandler,Chevy Chase
31,Adam Sandler,Jane Curtin
58,Adam Sandler,Jon Lovitz
54,Adam Sandler,Martin Short
23,Adam Sandler,Paul Shaffer
97,Adam Sandler,Rob Schneider
75,Adam Sandler,Tina Fey
45,Al Franken,Chevy Chase
26,Al Franken,Jane Curtin
24,Al Franken,Jason Sudeikis
33,Al Franken,Jon Lovitz
43,Al Franken,Martin Short
32,Al Franken,Michael McKean
27,Al Franken,Paul Shaffer
27,Al Franken,Rob Schneider
32,Al Franken,Tina Fey
41,Al Franken,Will Ferrell
40,Amy Poehler,Chevy Chase
28,Amy Poehler,Harry Shearer
29,Amy Poehler,Jane Curtin
69,Amy Poehler,Jason Sudeikis
27,Amy Poehler,Jon Lovitz
42,Amy Poehler,Louis C.K.
55,Amy Poehler,Martin Short
27,Amy Poehler,Michael McKean
19,Amy Poehler,Paul Shaffer
29,Amy Poehler,Rob Schneider
105,Amy Poehler,Will Ferrell
29,Chevy Chase,Harry Shearer
52,Chevy Chase,Jane Curtin
30,Chevy Chase,Jason Sudeikis
42,Chevy Chase,Jon Lovitz
22,Chevy Chase,Louis C.K.
30,Chevy Chase,Michael McKean
32,Chevy Chase,Paul Shaffer
51,Chevy Chase,Tina Fey
48,Chevy Chase,Will Ferrell
26,Conan O'Brien,Harry Shearer
20,Conan O'Brien,Jane Curtin
30,Conan O'Brien,Jason Sudeikis
47,Conan O'Brien,Jon Lovitz
38,Conan O'Brien,Michael McKean
25,Conan O'Brien,Paul Shaffer
60,Conan O'Brien,Tina Fey
15,Harry Shearer,Jane Curtin
26,Harry Shearer,Jon Lovitz
24,Harry Shearer,Louis C.K.
43,Harry Shearer,Martin Short
26,Harry Shearer,Paul Shaffer
27,Harry Shearer,Tina Fey
24,Jane Curtin,Jason Sudeikis
25,Jane Curtin,Jon Lovitz
9,Jane Curtin,Louis C.K.
30,Jane Curtin,Martin Short
15,Jane Curtin,Michael McKean
27,Jane Curtin,Paul Shaffer
17,Jane Curtin,Rob Schneider
30,Jane Curtin,Tina Fey
33,Jane Curtin,Will Ferrell
25,Jason Sudeikis,Jon Lovitz
27,Jason Sudeikis,Louis C.K.
20,Jason Sudeikis,Paul Shaffer
27,Jason Sudeikis,Rob Schneider
57,Jason Sudeikis,Tina Fey
15,Jon Lovitz,Louis C.K.
46,Jon Lovitz,Martin Short
30,Jon Lovitz,Michael McKean
19,Jon Lovitz,Paul Shaffer
45,Jon Lovitz,Rob Schneider
30,Jon Lovitz,Tina Fey
42,Jon Lovitz,Will Ferrell
30,Louis C.K.,Martin Short
24,Louis C.K.,Michael McKean
19,Louis C.K.,Paul Shaffer
19,Louis C.K.,Rob Schneider
47,Louis C.K.,Tina Fey
42,Martin Short,Michael McKean
47,Martin Short,Paul Shaffer
65,Martin Short,Tina Fey
20,Michael McKean,Paul Shaffer
31,Michael McKean,Tina Fey
21,Paul Shaffer,Rob Schneider
23,Paul Shaffer,Tina Fey
30,Paul Shaffer,Will Ferrell
36,Rob Schneider,Tina Fey
64,Adam Sandler,Andy Samberg
120,Adam Sandler,David Spade
53,Adam Sandler,Kenan Thompson
57,Andy Samberg,Kenan Thompson
29,Andy Samberg,Rob Schneider
74,Andy Samberg,Will Ferrell
39,David Spade,Kenan Thompson
74,David Spade,Will Ferrell
26,Kenan Thompson,Rob Schneider
59,Kenan Thompson,Will Ferrell
6,David Koechner,Heather Anne Campbell
52,David Koechner,Will Ferrell
3,Heather Anne Campbell,Will Ferrell
4,David Mandel,Paula Pell
18,Al Franken,Andy Samberg
41,Al Franken,David Spade
38,Al Franken,Jimmy Fallon
5,Al Franken,Judith Belushi-Pisano
17,Al Franken,Kristen Wiig
48,Al Franken,Lorne Michaels
2,Al Franken,Peter Aykroyd
33,Al Franken,Phil Hartman
27,Al Franken,Seth Meyers
84,Amy Poehler,Andy Samberg
60,Amy Poehler,Ben Stiller
59,Amy Poehler,Chris Rock
47,Amy Poehler,Dan Aykroyd
48,Amy Poehler,David Spade
88,Amy Poehler,Jimmy Fallon
2,Amy Poehler,Judith Belushi-Pisano
77,Amy Poehler,Kristen Wiig
76,Amy Poehler,Lorne Michaels
2,Amy Poehler,Peter Aykroyd
27,Amy Poehler,Phil Hartman
42,Amy Poehler,Robert Downey Jr.
94,Amy Poehler,Seth Meyers
47,Andy Samberg,Ben Stiller
36,Andy Samberg,Conan O'Brien
33,Andy Samberg,Dan Aykroyd
78,Andy Samberg,Fred Armisen
61,Andy Samberg,Jimmy Fallon
2,Andy Samberg,Judith Belushi-Pisano
63,Andy Samberg,Kristen Wiig
49,Andy Samberg,Lorne Michaels
2,Andy Samberg,Peter Aykroyd
18,Andy Samberg,Phil Hartman
31,Andy Samberg,Robert Downey Jr.
38,Andy Samberg,Stephen Colbert
49,Ben Stiller,Fred Armisen
3,Ben Stiller,Judith Belushi-Pisano
52,Ben Stiller,Kristen Wiig
25,Ben Stiller,Lorne Michaels
2,Ben Stiller,Peter Aykroyd
21,Ben Stiller,Phil Hartman
39,Ben Stiller,Seth Meyers
