weight,source,target
3,David Spade,John DeBellis
3,David Spade,Jordan Black
2,David Spade,Rich Talarico
11,Dennis Miller,Horatio Sanz
2,Dennis Miller,John DeBellis
2,Dennis Miller,Jordan Black
2,Dennis Miller,Rich Talarico
12,Dennis Miller,Rob Riggle
3,Dennis Miller,Warren Hutcherson
7,Eddie Murphy,Ellen Cleghorne
4,Eddie Murphy,John DeBellis
2,Eddie Murphy,Jordan Black
2,Eddie Murphy,Rich Talarico
4,Ellen Cleghorne,Finesse Mitchell
6,Ellen Cleghorne,Harry Shearer
8,Ellen Cleghorne,Horatio Sanz
7,Ellen Cleghorne,Jane Curtin
2,Ellen Cleghorne,John DeBellis
15,Ellen Cleghorne,Jon Lovitz
2,Ellen Cleghorne,Jordan Black
18,Ellen Cleghorne,Kevin Nealon
5,Ellen Cleghorne,Larry David
7,Ellen Cleghorne,Louis C.K.
7,Ellen Cleghorne,Marc Shaiman
8,Ellen Cleghorne,Maya Rudolph
15,Ellen Cleghorne,Mike Myers
11,Ellen Cleghorne,Molly Shannon
14,Ellen Cleghorne,Norm MacDonald
17,Ellen Cleghorne,Phil Hartman
2,Ellen Cleghorne,Rich Talarico
5,Ellen Cleghorne,Rob Riggle
14,Ellen Cleghorne,Rob Schneider
4,Ellen Cleghorne,Robert Downey Jr.
13,Ellen Cleghorne,Will Ferrell
4,Finesse Mitchell,Harry Shearer
4,Finesse Mitchell,Jane Curtin
3,Finesse Mitchell,Jay Mohr
2,Finesse Mitchell,John DeBellis
2,Finesse Mitchell,Jordan Black
4,Finesse Mitchell,Marc Shaiman
6,Finesse Mitchell,Michael McKean
8,Finesse Mitchell,Mike Myers
5,Finesse Mitchell,Phil Hartman
2,Finesse Mitchell,Rich Talarico
3,Gilbert Gottfried,John DeBellis
3,Gilbert Gottfried,Jordan Black
4,Gilbert Gottfried,Marc Shaiman
3,Gilbert Gottfried,Rich Talarico
2,Harry Shearer,John DeBellis
4,Harry Shearer,Jordan Black
3,Harry Shearer,Rich Talarico
11,Harry Shearer,Victoria Jackson
17,Horatio Sanz,Jane Curtin
10,Horatio Sanz,Jim Belushi
5,Horatio Sanz,Joan Cusack
3,Horatio Sanz,John DeBellis
4,Horatio Sanz,Jordan Black
8,Horatio Sanz,Marc Shaiman
20,Horatio Sanz,Phil Hartman
3,Horatio Sanz,Rich Talarico
13,Horatio Sanz,Victoria Jackson
3,J.B. Smoove,John DeBellis
4,J.B. Smoove,Marc Shaiman
5,J.B. Smoove,Phil Hartman
3,J.B. Smoove,Rich Talarico
4,J.B. Smoove,Victoria Jackson
2,Jane Curtin,John DeBellis
2,Jane Curtin,Jordan Black
2,Jane Curtin,Rich Talarico
16,Jane Curtin,Tim Meadows
3,Jane Curtin,Warren Hutcherson
3,Janeane Garofalo,Jordan Black
2,Janeane Garofalo,Rich Talarico
2,Jason Sudeikis,John DeBellis
6,Jason Sudeikis,Marc Shaiman
19,Jason Sudeikis,Phil Hartman
3,Jason Sudeikis,Rich Talarico
7,Jason Sudeikis,Victoria Jackson
2,Jay Mohr,John DeBellis
3,Jay Mohr,Jordan Black
3,Jay Mohr,Rich Talarico
2,Jim Belushi,John DeBellis
3,Jim Belushi,Jordan Black
3,Jim Belushi,Rich Talarico
3,Jim Belushi,Warren Hutcherson
2,Jimmy Fallon,John DeBellis
3,Jimmy Fallon,Jordan Black
3,Jimmy Fallon,Rich Talarico
14,Jimmy Fallon,Victoria Jackson
2,Joan Cusack,John DeBellis
3,Joan Cusack,Jordan Black
2,Joan Cusack,Rich Talarico
8,Joan Cusack,Victoria Jackson
3,Joan Cusack,Warren Hutcherson
2,John DeBellis,Jon Lovitz
3,John DeBellis,Jordan Black
3,John DeBellis,Julia Louis-Dreyfus
2,John DeBellis,Julia Sweeney
3,John DeBellis,Larry David
2,John DeBellis,Louis C.K.
2,John DeBellis,Marc Shaiman
2,John DeBellis,Maya Rudolph
2,John DeBellis,Mike Myers
2,John DeBellis,Molly Shannon
2,John DeBellis,Rich Talarico
2,John DeBellis,Rob Riggle
2,John DeBellis,Rob Schneider
2,John DeBellis,Robert Downey Jr.
2,John DeBellis,Seth Meyers
3,John DeBellis,Tim Meadows
2,John DeBellis,Tina Fey
2,John DeBellis,Tracy Morgan
2,John DeBellis,Warren Hutcherson
2,John DeBellis,Will Ferrell
2,Jon Lovitz,Jordan Black
2,Jon Lovitz,Rich Talarico
3,Jon Lovitz,Warren Hutcherson
4,Jordan Black,Julia Louis-Dreyfus
2,Jordan Black,Julia Sweeney
6,Jordan Black,Kevin Nealon
3,Jordan Black,Larry David
2,Jordan Black,Louis C.K.
2,Jordan Black,Marc Shaiman
6,Jordan Black,Martin Short
7,Jordan Black,Maya Rudolph
2,Jordan Black,Mike Myers
3,Jordan Black,Norm MacDonald
2,Jordan Black,Phil Hartman
4,Jordan Black,Rich Talarico
2,Jordan Black,Rob Schneider
3,Jordan Black,Seth Meyers
4,Jordan Black,Tim Meadows
2,Jordan Black,Tina Fey
2,Jordan Black,Victoria Jackson
4,Jordan Black,Will Ferrell
2,Julia Louis-Dreyfus,Rich Talarico
7,Julia Louis-Dreyfus,Victoria Jackson
2,Julia Sweeney,Rich Talarico
22,Julia Sweeney,Victoria Jackson
2,Kevin Nealon,Rich Talarico
2,Larry David,Rich Talarico
4,Larry David,Victoria Jackson
3,Larry David,Warren Hutcherson
7,Louis C.K.,Phil Hartman
2,Louis C.K.,Rich Talarico
2,Marc Shaiman,Rich Talarico
4,Marc Shaiman,Rob Riggle
6,Marc Shaiman,Seth Meyers
6,Marc Shaiman,Victoria Jackson
3,Marc Shaiman,Warren Hutcherson
3,Martin Short,Rich Talarico
2,Maya Rudolph,Rich Talarico
11,Maya Rudolph,Victoria Jackson
3,Maya Rudolph,Warren Hutcherson
3,Michael McKean,Rich Talarico
3,Mike Myers,Rich Talarico
2,Molly Shannon,Rich Talarico
20,Molly Shannon,Victoria Jackson
2,Norm MacDonald,Rich Talarico
2,Phil Hartman,Rich Talarico
11,Phil Hartman,Rob Riggle
31,Phil Hartman,Tim Meadows
31,Phil Hartman,Victoria Jackson
3,Phil Hartman,Warren Hutcherson
3,Rich Talarico,Rob Riggle
2,Rich Talarico,Rob Schneider
2,Rich Talarico,Robert Downey Jr.
3,Rich Talarico,Sarah Silverman
2,Rich Talarico,Seth Meyers
3,Rich Talarico,Tim Meadows
2,Rich Talarico,Tina Fey
3,Rich Talarico,Tracy Morgan
2,Rich Talarico,Victoria Jackson
2,Rich Talarico,Warren Hutcherson
4,Rich Talarico,Will Ferrell
12,Rob Schneider,Victoria Jackson
7,Robert Downey Jr.,Victoria Jackson
3,Robert Downey Jr.,Warren Hutcherson
9,Seth Meyers,Victoria Jackson
19,Tim Meadows,Victoria Jackson
4,Tim Meadows,Warren Hutcherson
3,Tina Fey,Warren Hutcherson
14,Tracy Morgan,Victoria Jackson
4,Tracy Morgan,Warren Hutcherson
3,Victoria Jackson,Warren Hutcherson
4,Christopher Guest,Laura Kightlinger
6,Laura Kightlinger,Tracy Morgan
4,Rich Hall,Tracy Morgan
4,David Koechner,Jessica Conrad
5,Jessica Conrad,Will Forte
5,Anna Drezen,Sudi Green
2,Molly Kearney,Neil Casey
2,Jerry Collins,Max Pross
2,Jerry Collins,Tom Gammill
6,Andy Samberg,Heather Anne Campbell
2,Chris Rock,Heather Anne Campbell
2,Carol Leifer,Richard Francese
2,Gilbert Gottfried,Richard Francese
2,Jimmy Fallon,Richard Francese
2,Joe Piscopo,Richard Francese
2,Jon Lovitz,Richard Francese
2,Richard Francese,Tracy Morgan
6,Anne Beatts,Tracy Morgan
2,Anne Beatts,Warren Hutcherson
7,Neil Casey,Tim Robinson
12,Adam McKay,Akiva Schaffer
14,Adam McKay,Jorma Taccone
2,Adam McKay,Peter Gaulke
4,Adam McKay,Siobhan Fallon Hogan
3,Adam Sandler,Peter Gaulke
7,Adam Sandler,Siobhan Fallon Hogan
18,Akiva Schaffer,Chris Parnell
2,Akiva Schaffer,Peter Gaulke
3,Akiva Schaffer,Siobhan Fallon Hogan
2,Amy Poehler,Peter Gaulke
5,Amy Poehler,Siobhan Fallon Hogan
2,Andy Samberg,Peter Gaulke
4,Andy Samberg,Siobhan Fallon Hogan
2,Ben Stiller,Peter Gaulke
2,Ben Stiller,Siobhan Fallon Hogan
3,Bill Hader,Peter Gaulke
4,Bill Hader,Siobhan Fallon Hogan
6,Chris Kattan,Jorma Taccone
2,Chris Kattan,Peter Gaulke
4,Chris Kattan,Siobhan Fallon Hogan
20,Chris Parnell,Jorma Taccone
15,Chris Parnell,Kate McKinnon
2,Chris Parnell,Peter Gaulke
5,Chris Parnell,Siobhan Fallon Hogan
3,Chris Rock,Peter Gaulke
7,Chris Rock,Siobhan Fallon Hogan
2,David Koechner,Peter Gaulke
3,David Spade,Peter Gaulke
7,David Spade,Siobhan Fallon Hogan
2,Jason Sudeikis,Peter Gaulke
5,Jason Sudeikis,Siobhan Fallon Hogan
2,Jorma Taccone,Peter Gaulke
3,Jorma Taccone,Siobhan Fallon Hogan
2,Kate McKinnon,Peter Gaulke
3,Kate McKinnon,Siobhan Fallon Hogan
2,Kenan Thompson,Peter Gaulke
5,Kenan Thompson,Siobhan Fallon Hogan
2,Kevin Nealon,Peter Gaulke
8,Kevin Nealon,Siobhan Fallon Hogan
2,Larry David,Peter Gaulke
4,Larry David,Siobhan Fallon Hogan
2,Leslie Jones,Peter Gaulke
3,Leslie Jones,Siobhan Fallon Hogan
2,Lorne Michaels,Peter Gaulke
9,Lorne Michaels,Siobhan Fallon Hogan
2,Maya Rudolph,Peter Gaulke
4,Maya Rudolph,Siobhan Fallon Hogan
2,Mike Myers,Peter Gaulke
6,Mike Myers,Siobhan Fallon Hogan
2,Molly Shannon,Peter Gaulke
9,Molly Shannon,Siobhan Fallon Hogan
2,Peter Gaulke,Rachel Dratch
2,Peter Gaulke,Rob Riggle
2,Peter Gaulke,Rob Schneider
2,Peter Gaulke,Robert Downey Jr.
3,Peter Gaulke,Sarah Silverman
2,Peter Gaulke,Siobhan Fallon Hogan
2,Peter Gaulke,Tim Meadows
2,Peter Gaulke,Tracy Morgan
3,Peter Gaulke,Will Ferrell
3,Peter Gaulke,Will Forte
3,Rob Riggle,Siobhan Fallon Hogan
7,Rob Schneider,Siobhan Fallon Hogan
3,Robert Downey Jr.,Siobhan Fallon Hogan
4,Sarah Silverman,Siobhan Fallon Hogan
6,Siobhan Fallon Hogan,Will Ferrell
5,Siobhan Fallon Hogan,Will Forte
5,Brian Doyle-Murray,Colin Quinn
6,Brian Doyle-Murray,Fred Armisen
9,Brian Doyle-Murray,Julia Louis-Dreyfus
4,Brian Doyle-Murray,Leslie Jones
8,Brian Doyle-Murray,Mike Myers
4,Brian Doyle-Murray,Seth Meyers
5,Brian Doyle-Murray,Stephen Colbert
7,Brian Doyle-Murray,Tim Meadows
4,Brian Doyle-Murray,Tracy Morgan
21,Chris Parnell,Colin Quinn
2,Ali Reza,Christine Zander
2,Ali Reza,Cindy Caponera
2,Chris Elliott,Christine Zander
4,Chris Elliott,Cindy Caponera
3,Christine Zander,Cindy Caponera
2,Darrell Hammond,Nicholas Rutherford
2,Adam McKay,Bonnie Turner
7,Adam McKay,Phil Hartman
2,Adam McKay,Terry Turner
6,Adam Sandler,Alan Zweibel
5,Adam Sandler,Bonnie Turner
5,Adam Sandler,Terry Turner
5,Al Franken,Bonnie Turner
5,Al Franken,Terry Turner
4,Alan Zweibel,Anthony Michael Hall
2,Alan Zweibel,Bonnie Turner
12,Alan Zweibel,John Belushi
7,Alan Zweibel,Phil Hartman
6,Alan Zweibel,Robert Downey Jr.
2,Alan Zweibel,Terry Turner
2,Anthony Michael Hall,Bonnie Turner
9,Anthony Michael Hall,Christopher Guest
5,Anthony Michael Hall,Gilbert Gottfried
2,Anthony Michael Hall,Terry Turner
2,Bill Murray,Bonnie Turner
2,Bill Murray,Terry Turner
2,Billy Crystal,Bonnie Turner
2,Billy Crystal,Terry Turner
8,Bonnie Turner,Chris Farley
2,Bonnie Turner,Christopher Guest
5,Bonnie Turner,Dan Aykroyd
6,Bonnie Turner,David Spade
2,Bonnie Turner,Eddie Murphy
3,Bonnie Turner,Garrett Morris
2,Bonnie Turner,Gilbert Gottfried
2,Bonnie Turner,Gilda Radner
3,Bonnie Turner,Janeane Garofalo
2,Bonnie Turner,Jim Belushi
2,Bonnie Turner,John Belushi
6,Bonnie Turner,Kevin Nealon
4,Bonnie Turner,Laraine Newman
3,Bonnie Turner,Laurie Metcalf
8,Bonnie Turner,Lorne Michaels
2,Bonnie Turner,Martin Short
4,Bonnie Turner,Molly Shannon
6,Bonnie Turner,Phil Hartman
2,Bonnie Turner,Robert Downey Jr.
17,Bonnie Turner,Terry Turner
6,Bonnie Turner,Tim Meadows
2,Bonnie Turner,Tina Fey
4,Bonnie Turner,Victoria Jackson
17,Chris Farley,Garrett Morris
8,Chris Farley,Terry Turner
2,Christopher Guest,Terry Turner
5,Dan Aykroyd,Terry Turner
6,David Spade,Terry Turner
2,Eddie Murphy,Terry Turner
21,Garrett Morris,Phil Hartman
3,Garrett Morris,Terry Turner
18,Garrett Morris,Tim Meadows
2,Gilbert Gottfried,Terry Turner
21,Gilda Radner,Kevin Nealon
2,Gilda Radner,Terry Turner
15,Gilda Radner,Tim Meadows
3,Janeane Garofalo,Terry Turner
2,Jim Belushi,Terry Turner
22,John Belushi,Kevin Nealon
2,John Belushi,Terry Turner
16,John Belushi,Tim Meadows
6,Kevin Nealon,Terry Turner
4,Laraine Newman,Terry Turner
17,Laraine Newman,Victoria Jackson
8,Laurie Metcalf,Phil Hartman
3,Laurie Metcalf,Terry Turner
5,Laurie Metcalf,Tim Meadows
4,Laurie Metcalf,Victoria Jackson
8,Lorne Michaels,Terry Turner
32,Lorne Michaels,Victoria Jackson
2,Martin Short,Terry Turner
4,Molly Shannon,Terry Turner
6,Phil Hartman,Terry Turner
2,Robert Downey Jr.,Terry Turner
6,Terry Turner,Tim Meadows
2,Terry Turner,Tina Fey
4,Terry Turner,Victoria Jackson
4,Dave Attell,John Bowman
2,Joe Piscopo,Tom Moore (III)
6,Brian Doyle-Murray,Tony Rosato
11,Chris Farley,Fred Wolf
11,Chris Farley,Jim Breuer
8,Chris Farley,Mark McKinney
5,Chris Kattan,Fred Wolf
4,Fred Wolf,Jim Breuer
9,Fred Wolf,Kevin Nealon
8,Fred Wolf,Lorne Michaels
3,Fred Wolf,Mark McKinney
7,Fred Wolf,Tim Meadows
23,Lorne Michaels,Mark McKinney
2,Eric Slovin,Jenny Slate
4,Eric Slovin,John Mulaney
4,Adam McKay,Max Brooks
2,Adam McKay,Ross Abrash
6,Bob Odenkirk,Max Brooks
4,Bob Odenkirk,Ross Abrash
3,Carol Leifer,Ross Abrash
5,Chris Rock,Ross Abrash
6,Colin Quinn,Laura Kightlinger
6,Colin Quinn,Max Brooks
5,Colin Quinn,Ross Abrash
5,David Spade,Max Brooks
5,David Spade,Ross Abrash
6,Dennis Miller,Jerry Minor
7,Fred Armisen,Max Brooks
4,Fred Armisen,Ross Abrash
6,Jerry Minor,Larry David
2,Jerry Minor,Max Brooks
3,Jerry Minor,Ross Abrash
4,Max Brooks,Rob Schneider
4,Michael McKean,Ross Abrash
4,Denny Dillon,Marc Shaiman
3,Finesse Mitchell,Melanie Hutsell
7,Fred Armisen,Melanie Hutsell
3,John Milhiser,Kevin Nealon
3,John Milhiser,Nora Dunn
6,Christopher Guest,Gary Kroeger
3,Christopher Guest,Steve Lookner
3,Christopher Guest,Tony De Sena (I)
5,Gary Kroeger,Michael McKean
2,Gary Kroeger,Steve Lookner
2,Gary Kroeger,Tony De Sena (I)
3,Harry Shearer,Steve Lookner
3,Harry Shearer,Tony De Sena (I)
3,Jeff Richards (III),Joe Piscopo
4,Jeff Richards (III),Victoria Jackson
17,Joe Piscopo,Kevin Nealon
12,Joe Piscopo,Victoria Jackson
3,Christine Ebersole,Natasha Rothwell
3,Christine Nangle,Jay Mohr
6,Christine Nangle,Michaela Watkins
8,Chris Parnell,Natasha Rothwell
6,Hannibal Buress,Natasha Rothwell
2,Amy Poehler,Claire Friedman
2,Andy Samberg,Claire Friedman
2,Ben Stiller,Claire Friedman
2,Bill Hader,Claire Friedman
2,Claire Friedman,Eddie Murphy
2,Claire Friedman,John Mulaney
3,Claire Friedman,Sam Jay
2,Claire Friedman,Seth Meyers
2,Claire Friedman,Tracy Morgan
8,Abby Elliott,Chris Elliott
17,Abby Elliott,Chris Parnell
3,Abby Elliott,David Mandel
6,Abby Elliott,Dennis Miller
9,Abby Elliott,Jon Lovitz
5,Abby Elliott,Julia Sweeney
5,Adam McKay,Beck Bennett
11,Adam McKay,Paula Pell
4,Ana Gasteyer,David Mandel
3,Anthony Michael Hall,Beck Bennett
6,Anthony Michael Hall,Chris Elliott
5,Anthony Michael Hall,Chris Parnell
3,Anthony Michael Hall,David Mandel
2,Beck Bennett,Chris Elliott
8,Beck Bennett,Chris Kattan
8,Beck Bennett,Chris Parnell
4,Beck Bennett,David Mandel
3,Beck Bennett,Dennis Miller
4,Beck Bennett,Jon Lovitz
6,Beck Bennett,Julia Sweeney
5,Beck Bennett,Kevin Nealon
8,Beck Bennett,Michaela Watkins
3,Beck Bennett,Paul Shaffer
6,Beck Bennett,Tim Meadows
7,Bill Hader,David Mandel
4,Bobby Moynihan,David Mandel
3,Chris Elliott,David Mandel
5,Chris Elliott,Jay Pharoah
4,Chris Elliott,Jillian Bell
3,Chris Elliott,Paula Pell
4,Chris Kattan,David Mandel
8,Chris Parnell,Dennis Miller
8,Chris Parnell,Jim Belushi
22,Chris Parnell,Paula Pell
4,Dan Aykroyd,David Mandel
3,David Koechner,David Mandel
5,David Mandel,Dennis Miller
8,David Mandel,J.B. Smoove
5,David Mandel,Jay Pharoah
4,David Mandel,Jillian Bell
4,David Mandel,Jim Belushi
5,David Mandel,Jimmy Fallon
5,David Mandel,John Mulaney
5,David Mandel,Jon Lovitz
5,David Mandel,Julia Sweeney
6,David Mandel,Kevin Nealon
6,David Mandel,Martin Short
8,David Mandel,Michael McKean
7,David Mandel,Michaela Watkins
3,David Mandel,Paul Shaffer
5,David Mandel,Rob Riggle
6,David Mandel,Rob Schneider
4,David Mandel,Taran Killam
5,David Mandel,Tim Meadows
6,Dennis Miller,John Mulaney
4,Dennis Miller,Michaela Watkins
7,Dennis Miller,Paula Pell
11,John Mulaney,Jon Lovitz
11,John Mulaney,Tim Meadows
10,Jon Lovitz,Paula Pell
10,Julia Sweeney,Paula Pell
5,Julia Sweeney,Taran Killam
15,Kevin Nealon,Paula Pell
23,Paula Pell,Tim Meadows
8,Jon Lovitz,Jorma Taccone
7,Abby Elliott,Dave Attell
2,Abby Elliott,Don Novello
3,Abby Elliott,Drew Michael
8,Abby Elliott,Hannibal Buress
2,Abby Elliott,Jeff Richards (III)
5,Abby Elliott,Jim Breuer
4,Abby Elliott,Joe Piscopo
2,Abby Elliott,Michael C. McCarthy
2,Abby Elliott,Ray James
2,Abby Elliott,Ross Abrash
7,Abby Elliott,Tim Robinson
2,Adam Sandler,Drew Michael
5,Adam Sandler,Jeff Richards (III)
8,Adam Sandler,Jerry Minor
2,Adam Sandler,Neil Casey
6,Adam Sandler,Ray James
10,Adam Sandler,Sasheer Zamata
8,Adam Sandler,Tim Robinson
5,Aidy Bryant,Dennis Miller
2,Aidy Bryant,Don Novello
5,Aidy Bryant,Joe Piscopo
2,Aidy Bryant,Michael C. McCarthy
2,Aidy Bryant,Ray James
2,Aidy Bryant,Ross Abrash
19,Aidy Bryant,Tim Robinson
3,Akiva Schaffer,Chris Elliott
4,Akiva Schaffer,Dave Attell
6,Akiva Schaffer,Dennis Miller
4,Akiva Schaffer,Don Novello
3,Akiva Schaffer,Drew Michael
8,Akiva Schaffer,Hannibal Buress
16,Akiva Schaffer,Horatio Sanz
2,Akiva Schaffer,Jeff Richards (III)
4,Akiva Schaffer,Jerry Minor
6,Akiva Schaffer,Jim Breuer
9,Akiva Schaffer,Joe Piscopo
2,Akiva Schaffer,Michael C. McCarthy
3,Akiva Schaffer,Neil Casey
2,Akiva Schaffer,Ray James
3,Akiva Schaffer,Ross Abrash
9,Akiva Schaffer,Tim Robinson
3,Al Franken,Michael C. McCarthy
2,Al Franken,Neil Casey
3,Al Franken,Ray James
4,Al Franken,Tim Robinson
5,Amy Poehler,Don Novello
11,Amy Poehler,Joe Piscopo
6,Amy Poehler,Ray James
3,Amy Poehler,Ross Abrash
13,Amy Poehler,Tim Robinson
3,Ana Gasteyer,Michael C. McCarthy
4,Ana Gasteyer,Neil Casey
5,Ana Gasteyer,Ray James
8,Ana Gasteyer,Tim Robinson
5,Andy Samberg,Don Novello
10,Andy Samberg,Joe Piscopo
4,Andy Samberg,Neil Casey
6,Andy Samberg,Ray James
3,Andy Samberg,Ross Abrash
13,Andy Samberg,Tim Robinson
6,Anthony Michael Hall,Colin Quinn
2,Anthony Michael Hall,Drew Michael
5,Anthony Michael Hall,Jerry Minor
2,Anthony Michael Hall,Michael C. McCarthy
2,Anthony Michael Hall,Neil Casey
4,Anthony Michael Hall,Pete Davidson
3,Anthony Michael Hall,Ray James
4,Anthony Michael Hall,Sasheer Zamata
2,Anthony Michael Hall,Tim Robinson
6,Ben Stiller,Don Novello
2,Ben Stiller,Drew Michael
3,Ben Stiller,Jeff Richards (III)
11,Ben Stiller,Jerry Minor
3,Ben Stiller,Neil Casey
7,Ben Stiller,Ray James
3,Ben Stiller,Ross Abrash
4,Ben Stiller,Tim Robinson
11,Bill Hader,Joe Piscopo
3,Bill Hader,Michael C. McCarthy
5,Bill Hader,Ray James
15,Bill Hader,Tim Robinson
5,Bill Murray,Dave Attell
3,Bill Murray,Drew Michael
3,Bill Murray,Jerry Minor
2,Bill Murray,Michael C. McCarthy
6,Bill Murray,Neil Casey
3,Bill Murray,Ray James
6,Bill Murray,Tim Robinson
3,Billy Crystal,Neil Casey
3,Billy Crystal,Ray James
4,Billy Crystal,Tim Robinson
4,Bob Odenkirk,Don Novello
4,Bob Odenkirk,Michael C. McCarthy
5,Bob Odenkirk,Ray James
7,Bob Odenkirk,Tim Robinson
3,Casey Wilson,Drew Michael
2,Casey Wilson,Jeff Richards (III)
5,Casey Wilson,Joe Piscopo
3,Casey Wilson,Michael C. McCarthy
3,Casey Wilson,Ray James
5,Cecily Strong,Dennis Miller
2,Cecily Strong,Don Novello
5,Cecily Strong,Joe Piscopo
2,Cecily Strong,Michael C. McCarthy
5,Cecily Strong,Neil Casey
2,Cecily Strong,Ray James
2,Cecily Strong,Ross Abrash
13,Cecily Strong,Tim Robinson
2,Cheri Oteri,Drew Michael
4,Cheri Oteri,Jeff Richards (III)
9,Cheri Oteri,Jerry Minor
3,Cheri Oteri,Michael C. McCarthy
5,Cheri Oteri,Neil Casey
3,Cheri Oteri,Ray James
5,Cheri Oteri,Tim Robinson
2,Chevy Chase,Drew Michael
2,Chevy Chase,Jeff Richards (III)
4,Chevy Chase,Ray James
7,Chevy Chase,Sasheer Zamata
2,Chevy Chase,Tim Robinson
4,Chris Elliott,Don Novello
3,Chris Elliott,Jorma Taccone
5,Chris Elliott,Kate McKinnon
3,Chris Elliott,Michael Che
4,Chris Elliott,Nasim Pedrad
2,Chris Elliott,Neil Casey
3,Chris Elliott,Ray James
3,Chris Elliott,Ross Abrash
2,Chris Elliott,Tim Robinson
3,Chris Elliott,Vanessa Bayer
2,Chris Rock,Michael C. McCarthy
3,Chris Rock,Neil Casey
5,Chris Rock,Ray James
5,Chris Rock,Tim Robinson
2,Christopher Guest,Drew Michael
7,Christopher Guest,Hannibal Buress
2,Christopher Guest,Jeff Richards (III)
3,Christopher Guest,Jerry Minor
8,Christopher Guest,Jim Breuer
2,Christopher Guest,Michael C. McCarthy
2,Christopher Guest,Neil Casey
3,Christopher Guest,Ray James
3,Christopher Guest,Ross Abrash
4,Christopher Guest,Sasheer Zamata
5,Christopher Guest,Tim Robinson
2,Colin Jost,Don Novello
6,Colin Jost,Joe Piscopo
2,Colin Jost,Michael C. McCarthy
4,Colin Jost,Neil Casey
2,Colin Jost,Ray James
2,Colin Jost,Ross Abrash
8,Colin Jost,Tim Robinson
5,Colin Quinn,Don Novello
2,Colin Quinn,Drew Michael
17,Colin Quinn,Hannibal Buress
4,Colin Quinn,Jeff Richards (III)
2,Colin Quinn,Michael C. McCarthy
4,Colin Quinn,Neil Casey
4,Colin Quinn,Ray James
9,Colin Quinn,Sasheer Zamata
5,Colin Quinn,Tim Robinson
2,Damon Wayans,Drew Michael
2,Damon Wayans,Michael C. McCarthy
3,Damon Wayans,Nasim Pedrad
2,Damon Wayans,Neil Casey
3,Damon Wayans,Ray James
2,Damon Wayans,Tim Robinson
4,Dan Aykroyd,Neil Casey
3,Dan Aykroyd,Ray James
3,Dan Aykroyd,Ross Abrash
5,Dan Aykroyd,Tim Robinson
2,Dana Carvey,Michael C. McCarthy
3,Dana Carvey,Tim Robinson
6,Dave Attell,Kate McKinnon
2,Dave Attell,Michael C. McCarthy
4,Dave Attell,Nasim Pedrad
3,Dave Attell,Neil Casey
2,Dave Attell,Tim Robinson
8,Dave Attell,Vanessa Bayer
4,David Koechner,Joe Piscopo
4,David Koechner,Michael C. McCarthy
4,David Koechner,Tim Robinson
3,David Spade,Michael C. McCarthy
7,David Spade,Ray James
4,David Spade,Tim Robinson
2,Dennis Miller,Drew Michael
7,Dennis Miller,Hannibal Buress
3,Dennis Miller,Jeff Richards (III)
5,Dennis Miller,Jorma Taccone
4,Dennis Miller,Kate McKinnon
7,Dennis Miller,Leslie Jones
2,Dennis Miller,Michael C. McCarthy
3,Dennis Miller,Nasim Pedrad
2,Dennis Miller,Neil Casey
5,Dennis Miller,Pete Davidson
3,Dennis Miller,Ray James
4,Dennis Miller,Sasheer Zamata
3,Dennis Miller,Tim Robinson
4,Dennis Miller,Vanessa Bayer
2,Don Novello,Drew Michael
5,Don Novello,Fred Armisen
3,Don Novello,Hannibal Buress
4,Don Novello,Horatio Sanz
4,Don Novello,J.B. Smoove
5,Don Novello,Jason Sudeikis
4,Don Novello,Jay Pharoah
2,Don Novello,Jeff Richards (III)
3,Don Novello,Jenny Slate
2,Don Novello,Jerry Minor
8,Don Novello,Jimmy Fallon
2,Don Novello,John Mulaney
4,Don Novello,Jorma Taccone
2,Don Novello,Kate McKinnon
4,Don Novello,Kenan Thompson
4,Don Novello,Kristen Wiig
3,Don Novello,Leslie Jones
5,Don Novello,Maya Rudolph
2,Don Novello,Michael C. McCarthy
2,Don Novello,Michael Che
7,Don Novello,Michael McKean
2,Don Novello,Nasim Pedrad
2,Don Novello,Neil Casey
3,Don Novello,Pete Davidson
2,Don Novello,Ray James
4,Don Novello,Rob Riggle
7,Don Novello,Rob Schneider
3,Don Novello,Sasheer Zamata
6,Don Novello,Stephen Colbert
3,Don Novello,Taran Killam
2,Don Novello,Tim Robinson
5,Don Novello,Tracy Morgan
2,Don Novello,Vanessa Bayer
5,Don Novello,Will Forte
3,Drew Michael,Jay Pharoah
3,Drew Michael,Jillian Bell
2,Drew Michael,Jim Belushi
2,Drew Michael,Joan Cusack
2,Drew Michael,Joe Piscopo
3,Drew Michael,Jorma Taccone
3,Drew Michael,Kate McKinnon
2,Drew Michael,Larry David
3,Drew Michael,Maya Rudolph
2,Drew Michael,Michael C. McCarthy
3,Drew Michael,Nasim Pedrad
3,Drew Michael,Neil Casey
2,Drew Michael,Ray James
2,Drew Michael,Robert Downey Jr.
2,Drew Michael,Ross Abrash
3,Drew Michael,Taran Killam
3,Drew Michael,Tim Robinson
3,Drew Michael,Tina Fey
2,Drew Michael,Tracy Morgan
3,Drew Michael,Vanessa Bayer
2,Eddie Murphy,Michael C. McCarthy
2,Eddie Murphy,Neil Casey
