imdb_link,genres,stars,media_type,num_episodes,principal_people,production_companies
https://www.imdb.com/title/tt3044562/,"['Documentary', 'Biography', 'Music']","['Mick Rock', 'TV on the Radio', 'Karen O', 'Tunde Adebimpe', 'Father John Misty', 'Bradford Cox', 'Andrew Broaddus', 'Megan Elizabeth Byrne', 'Rebecca Brooks', 'Andrea Barnes', 'Walter Dundervill', 'Kat Mon Dieu', 'Monique Leflore', 'Matt Pilieci', 'Syd Barrett', 'Stiv Bators', 'The Beatles', 'The Black Keys']","['20162016', 'Not RatedNot Rated', '1h 38min']",0,"['Barney Clay', 'Mick Rock', 'TV on the Radio', 'Karen O', 'Barney Clay', 'Mick Rock', 'TV on the Radio', 'Karen O']","['RockEye Productions', 'Vice Studios', 'Straight Up Films', '']"
https://www.imdb.com/title/tt5317980/,['Documentary'],"['Bret Baier', 'Bill Hemmer', 'Gregg Jarrett', 'Kellyanne Conway', 'Harris Faulkner', 'Trace Gallagher', 'Geraldo Rivera', 'Patrick Caddell', 'John Leboutillier', 'Doug Schoen', 'Dick Cheney', 'Ari Fleischer', 'Rudy Giuliani', 'Condoleezza Rice', 'Alicia Acuna', 'Sharron Angle', 'Michele Bachmann', 'Michael Bennet']","['TV Series', '2009– 2009– ', '1h']",88,"['Bret Baier', 'Bill Hemmer', 'Gregg Jarrett', 'Bret Baier', 'Bill Hemmer', 'Gregg Jarrett']",
https://www.imdb.com/title/tt3986532/,['Documentary'],"['Stephanie Allynne', 'Zach Galifianakis', 'Sarah Silverman', 'Jennifer Bliss', 'Louis C.K.', 'Jimmy Fallon', 'Craig Ferguson', 'Jimmy Kimmel', 'Demetri Martin', 'Kumail Nanjiani', 'Tig Notaro', ""Conan O'Brien"", 'Andy Richter']","['20152015', 'TV-14TV-14', '1h 35min']",0,"['Kristina Goolsby', 'Ashley York', 'Jennifer Arnold', 'Stephanie Allynne', 'Zach Galifianakis', 'Sarah Silverman', 'Kristina Goolsby', 'Ashley York', 'Jennifer Arnold', 'Stephanie Allynne', 'Zach Galifianakis', 'Sarah Silverman']",
https://www.imdb.com/title/tt3214002/,"['Documentary', 'Animation', 'History']","['Sean Astin', 'Al Alcorn', 'Peter Armstrong', 'Cliff Bleszinski', 'Zach Braff', 'Jim Brown', 'Nolan Bushnell', 'Louis Castle', 'Wil Wheaton', 'Chloe Dykstra', 'Donald Faison', 'Brian Fargo', 'Ed Fries', 'Chris Hardwick', 'David Crane', 'Don James', 'Wyeth Johnson', 'Max Landis']","['20142014', 'Not RatedNot Rated', '1h 41min']",0,"['Jeremy Snead', 'Jeremy Snead', 'Sean Astin', 'Al Alcorn', 'Peter Armstrong', 'Jeremy Snead', 'Jeremy Snead', 'Sean Astin', 'Al Alcorn', 'Peter Armstrong']","['Mediajuice Studios', 'The Creative Group PR', '']"
https://www.imdb.com/title/tt3709798/,['Comedy'],"['Fred Armisen', 'Alec Baldwin', 'Charles Barkley', 'Vanessa Bayer', 'Beck Bennett', 'David Boston', 'Russell Brand', 'Aidy Bryant', 'Louis C.K.', 'Dana Carvey', 'Abby Elliott', 'Jimmy Fallon', 'Will Ferrell', 'Will Forte', 'Christopher Guest', 'Bill Hader', 'Darrell Hammond', 'Neil Patrick Harris']","['TV Movie', '20142014']",0,"['Andy Aaron', 'Andy Breckman', 'Laurie Frank', 'Fred Armisen', 'Alec Baldwin', 'Charles Barkley', 'Andy Aaron', 'Andy Breckman', 'Laurie Frank', 'Fred Armisen', 'Alec Baldwin', 'Charles Barkley']","['Broadway Video', 'SNL Studios', '']"
https://www.imdb.com/title/tt3615402/,['Comedy'],"['Mathieu Sommet', 'Frédéric Baboulaz', 'Alexis Lloyd', 'Margaux Taton', 'Bruce Benamran', 'Frankman', 'Kevin Letalleur', 'Loris Lloyd', 'Antoine Daniel', 'Irini Doleryn', 'Emilie Gence', 'Stevie Lacote', 'Alex Tromso', 'Andréas Martin', 'Laszlo Toroczkai', 'Zoé Voile']","['TV Series', '2011–20162011–2016']",110,"['Mathieu Sommet', 'Frédéric Baboulaz', 'Alexis Lloyd', 'Mathieu Sommet', 'Frédéric Baboulaz', 'Alexis Lloyd']",
https://www.imdb.com/title/tt2231678/,['Documentary'],"['Kristen Aldridge', 'Skip Bayless', 'Gary Belsky', 'Ryan Thomas Brockington', 'George W. Bush', 'Fred Durst', 'Jimmy Fallon', 'Justin Giangrande', 'Roger Goodell', 'Chase Heavener', 'Craig Howard', 'Kim Kardashian', 'Jared Kleinstein', 'Mark Kriegel', 'Shira Lazar', 'Jay Leno', 'Eli Manning', 'Yumi Matsuo']","['TV Movie', '20122012', '30min']",0,"['Kristen Aldridge', 'Skip Bayless', 'Gary Belsky', 'Kristen Aldridge', 'Skip Bayless', 'Gary Belsky']",
https://www.imdb.com/title/tt0390445/,['Music'],"['Chevy Chase', 'Martin Short', 'Al Franken', 'Jay Mohr', 'Cheri Oteri', 'Dan Aykroyd', 'Mel B', 'The Band', 'Beck', 'Victoria Beckham', 'John Belushi', 'Rhona Bennett', 'Bill Berry', 'Michael Bolton', 'Garth Brooks', 'David Bryson', 'Peter Buck', 'Emma Bunton']","['TV Movie', '19991999', 'Not RatedNot Rated']",0,"['Jeff Baumgardner', 'Chevy Chase', 'Martin Short', 'Al Franken', 'Jeff Baumgardner', 'Chevy Chase', 'Martin Short', 'Al Franken']","['National Broadcasting Company (NBC)', 'VH1 Television', '']"
https://www.imdb.com/title/tt6432466/,"['Comedy', 'Drama', 'Music']","['Hadley Robinson', 'Lauren Tsai', 'Alycia Pascual-Pena', 'Nico Hiraga', 'Sabrina Haskett', 'Patrick Schwarzenegger', 'Sydney Park', 'Anjelika Washington', 'Emily Hopper', 'Josie Totah', 'Amy Poehler', 'Ike Barinholtz', 'Marcia Gay Harden', 'Josephine Langford', 'Joshua Walker', 'Clark Gregg', 'Charlie Hall', 'Avery Bagenstos']","['20212021', 'PG-13PG-13', '1h 51min']",0,"['Amy Poehler', 'Jennifer Mathieu', 'Tamara Chestna', 'Dylan Meyer', 'Hadley Robinson', 'Lauren Tsai', 'Alycia Pascual-Pena', 'Amy Poehler', 'Jennifer Mathieu', 'Tamara Chestna', 'Dylan Meyer', 'Hadley Robinson', 'Lauren Tsai', 'Alycia Pascual-Pena']","['Netflix', 'Paper Kite Productions', '']"
https://www.imdb.com/title/tt6182708/,['Comedy'],"['Timothy Omundson', 'Amy Poehler', 'Carol Burnett', 'Mary Holland', 'Matt Oberg', 'Seth Morris', 'Zoe Pessin', 'Maverick Thompson']","['TV Movie', '20172017']",0,"['Andy Ackerman', 'Michael Saltzman', 'Timothy Omundson', 'Amy Poehler', 'Carol Burnett', 'Andy Ackerman', 'Michael Saltzman', 'Timothy Omundson', 'Amy Poehler', 'Carol Burnett']","['Paper Kite Productions', 'Universal Television', '']"
