,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end,keep?
15212,Chris Rock,actor,1990-1993,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Michael Jackson / Nat X / ...",57,"1990-1993

Saturday Night Live
(TV Series)

Various / Michael Jackson / Nat X / ...

- Christina Applegate/Midnight Oil
(1993)
... Various


- Kirstie Alley/Lenny Kravitz
(1993)
... Various


- Jason Alexander/Peter Gabriel
(1993)
... Various


- Miranda Richardson/Soul Asylum
(1993)
... Various


- John Goodman/Mary J. Blige
(1993)
... Various / Buster Jenkins





Show all 57 episodes",1990,1993,keep_year
15443,Chris Rock,self,1991-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Self - Audience Member Asking Questions / ...",16,"1991-2021

Saturday Night Live
(TV Series)

Self / Self - Host / Self - Audience Member Asking Questions / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Self (uncredited)


- Chris Rock/Megan Thee Stallion
(2020)
... Self - Host


- Eddie Murphy/Lizzo
(2019)
... Self (uncredited)


- Adam Sandler/Shawn Mendes
(2019)
... Self (uncredited)


- Tina Fey/Nicki Minaj
(2018)
... Self - Audience Member Asking Questions (uncredited)





Show all 16 episodes",1991,2021,keep_year
15632,Charles Rocket,actor,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Ronald Reagan / ...",12,"1980-1981

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Ronald Reagan / ...

- Bill Murray/Delbert McClinton
(1981)
... Saturday Night Newsline Anchor / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Weekend Update Anchor / Vince Calypso / Various


- Deborah Harry
(1981)
... Weekend Update Anchor / Ronald Reagan / Phil Lively / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Weekend Update Anchor / Ronald Reagan / Various


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... Mr. Ziegler / Weekend Update Anchor / Various





Show all 12 episodes",1980,1981,keep_year
15768,Tony Rosato,actor,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Lou Grant / Self / ...",20,"1981-1982

Saturday Night Live
(TV Series)

Various / Lou Grant / Self / ...

- Olivia Newton-John
(1982)
... Various


- Danny DeVito/Sparks
(1982)
... Miguel / Lou Grant / fan / ...


- Robert Culp/The Charlie Daniels Band
(1982)
... Various


- Johnny Cash/Elton John
(1982)
... Various


- Daniel J. Travanti/John Cougar
(1982)
... Various





Show all 20 episodes",1981,1982,keep_year
15771,Tony Rosato,self,1981-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Richard Allen / Various",1,"1981

Saturday Night Live
(TV Series)

Self / Richard Allen / Various

- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Richard Allen / Various",1981,1981,keep_year
15792,Jon Rudnitsky,actor,2015-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Tom Cruise / Martin Scorsese / ...",21,"2015-2016

Saturday Night Live
(TV Series)

Various / Tom Cruise / Martin Scorsese / ...

- Fred Armisen/Courtney Barnett
(2016)
... Various


- Drake
(2016)
... Various


- Brie Larson/Alicia Keys
(2016)
... Various


- Julia Louis-Dreyfus/Nick Jonas
(2016)
... Various


- Russell Crowe/Margo Price
(2016)
... Tom Cruise / Various





Show all 21 episodes",2015,2016,keep_year
15854,Maya Rudolph,self,2011-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Kamala Harris / ...",6,"2011-2021

Saturday Night Live
(TV Series)

Self / Self - Host / Kamala Harris / ...

- Maya Rudolph/Jack Harlow
(2021)
... Self - Host


- Kristen Wiig/Dua Lipa
(2020)
... Self / Kamala Harris (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Kristen Wiig/Vampire Weekend
(2013)
... Self / Keitha (uncredited)


- Maya Rudolph/Sleigh Bells
(2012)
... Self - Host / Jodi Deitz / Michelle Obama / ...





Show all 6 episodes",2011,2021,keep_year
15908,Maya Rudolph,actress,2000-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Whitney Houston / Kamala Harris / ...",162,"2000-2020

Saturday Night Live
(TV Series)

Various / Whitney Houston / Kamala Harris / ...

- Dave Chappelle/Foo Fighters
(2020)
... Kamala Harris / Aunt Jemima (uncredited)


- John Mulaney/The Strokes
(2020)
... Kamala Harris (uncredited)


- Adele/H.E.R.
(2020)
... Kristen Welker / Grandmother (uncredited)


- Issa Rae/Justin Bieber
(2020)
... Kamala Harris (uncredited)


- Bill Burr/Jack White
(2020)
... Kamala Harris (uncredited)





Show all 162 episodes",2000,2020,keep_year
16107,Andy Samberg,self,2006-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Jeremy / ...",4,"2006-2014

Saturday Night Live
(TV Series)

Self / Self - Host / Jeremy / ...

- Andy Samberg/St. Vincent
(2014)
... Self - Host / Jeremy / DJ Davvincii / ...


- Melissa McCarthy/Imagine Dragons
(2014)
... Self (uncredited)


- Adam Levine/Kendrick Lamar
(2013)
... Self (uncredited)


- Steve Martin/Prince
(2006)
... Self / Brody",2006,2014,keep_year
16150,Andy Samberg,actor,2005-2018,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Nicolas Cage / Rick Santorum / ...",140,"2005-2018

Saturday Night Live
(TV Series)

Various / Nicolas Cage / Rick Santorum / ...

- Natalie Portman/Dua Lipa
(2018)
... Carl (uncredited)


- Fred Armisen/Courtney Barnett
(2016)
... Conner4Real / The Harkin Brotherss (uncredited)


- Justin Timberlake
(2013)
... Singer / Peter Goldstein (uncredited)


- Mick Jagger
(2012)
... Various


- Will Ferrell/Usher
(2012)
... Dennis / Singer / Nicolas Cage / ...





Show all 140 episodes",2005,2018,keep_year
16309,Adam Sandler,actor,1990-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Canteen Boy / Opera Man / ...",87,"1990-1995

Saturday Night Live
(TV Series)

Various / Canteen Boy / Opera Man / ...

- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Bruce Springsteen / Angelo / Lucy Brawn / ...


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Baba Booey


- Paul Reiser/Annie Lennox
(1995)
... Various





Show all 87 episodes",1990,1995,keep_year
16558,Adam Sandler,self,1991-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Host / ...",10,"1991-2020

Saturday Night Live
(TV Series)

Self / Various / Self - Host / ...

- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Self (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Adam Sandler/Shawn Mendes
(2019)
... Self - Host / Various


- Brittany Murphy/Nelly
(2002)
... Self (uncredited)


- Tom Arnold/Tupac Shakur
(1996)
... Self (uncredited)





Show all 10 episodes",1991,2020,keep_year
16703,Horatio Sanz,actor,1998-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Gobi / Elton John / ...",159,"1998-2011

Saturday Night Live
(TV Series)

Various / Gobi / Elton John / ...

- Jimmy Fallon/Michael Bublé
(2011)
... Self / Victor Heinz (uncredited)


- Brian Williams/Feist
(2007)
... Bill Richardson (uncredited)


- Drew Barrymore/Lily Allen
(2007)
... Elton John (uncredited)


- Kevin Spacey/Nelly Furtado
(2006)
... Various / Carol / Vasquez Gomez-Vasquez / ...


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Various





Show all 159 episodes",1998,2011,keep_year
16828,Horatio Sanz,self,2001-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Harvey",1,"2001

Saturday Night Live
(TV Series)

Self / Various / Harvey

- Christopher Walken/Weezer
(2001)
... Self / Various / Harvey",2001,2001,keep_year
16838,Tom Schiller,actor,1975-1993,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Student / Priest / ...",71,"1975-1993

Saturday Night Live
(TV Series)

Various / Student / Priest / ...

- Rosie O'Donnell/James Taylor
(1993)
... Rich Man (uncredited)


- Kevin Kline/Willie Nelson & Paul Simon
(1993)
... Maury Frugan (uncredited)


- Linda Hamilton/Mariah Carey
(1991)
... Knorben Knussen (uncredited)


- Dennis Quaid/The Neville Brothers
(1990)
... Trevor Duncan / Abel Johnson (uncredited)


- Dennis Hopper/Paul Simon
(1990)
... Trevor Duncan / Gandhi (uncredited)





Show all 71 episodes",1975,1993,keep_year
16850,Tom Schiller,self,1977-1991,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",3,"1977-1991

Saturday Night Live
(TV Series)

Self

- Delta Burke/Chris Isaak
(1991)
... Self (uncredited)


- Eric Idle/Bob Dylan
(1979)
... Self (uncredited)


- Buck Henry/Jennifer Warnes/Kenny Vance
(1977)
... Self (uncredited)",1977,1991,keep_year
16908,Rob Schneider,actor,1990-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Richard Laymer / Customer / ...",80,"1990-1994

Saturday Night Live
(TV Series)

Various / Richard Laymer / Customer / ...

- Heather Locklear/Janet Jackson
(1994)
... Michael Mancini / Caller / Orgasm Guy / ...


- John Goodman/The Pretenders
(1994)
... Various / Ninja / Cab Driver


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / K.D. lang / Total Bastard Airlines Passenger





Show all 80 episodes",1990,1994,keep_year
16927,Rob Schneider,self,1992-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / guard",3,"1992-2020

Saturday Night Live
(TV Series)

Self / guard

- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Self (uncredited)


- Brittany Murphy/Nelly
(2002)
... Self (uncredited)


- Sharon Stone/Pearl Jam
(1992)
... Self / guard",1992,2020,keep_year
17214,Paul Shaffer,actor,1975-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Don Kirshner / Paul / ...",27,"1975-1981

Saturday Night Live
(TV Series)

Various / Don Kirshner / Paul / ...

- Bill Murray/Delbert McClinton
(1981)
... Paul (uncredited)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Oliver Selenko / Self


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Marvin Hamlisch / Isaac Stern's nephew


- Strother Martin/The Specials
(1980)
... Various


- Burt Reynolds/Anne Murray
(1980)
... Various





Show all 27 episodes",1975,1981,keep_year
17241,Paul Shaffer,self,1975-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Musician / Self - Pianist / ...",33,"1975-2012

Saturday Night Live
(TV Series)

Self / Self - Musician / Self - Pianist / ...

- Martin Short/Paul McCartney
(2012)
... Self (uncredited)


- Candice Bergen/Cher
(1987)
... Self (uncredited)


- Paul Shaffer/Bruce Hornsby & The Range
(1987)
... Self - Host / Various


- Eddie Murphy/Robert Plant & The Honeydrippers
(1984)
... Self - Musical Guest (as The Honeydrippers)


- Olivia Newton-John
(1982)
... Self - musician (uncredited)





Show all 33 episodes",1975,2012,keep_year
17351,Molly Shannon,self,1995-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Host / ...",6,"1995-2020

Saturday Night Live
(TV Series)

Self / Various / Self - Host / ...

- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Molly Shannon/Linkin Park
(2007)
... Self - Host / Various / Mary Katherine Gallagher / ...


- Renée Zellweger/Eve
(2001)
... Self (uncredited)


- John Goodman/Everclear
(1996)
... Self / Various / Chlöe


- Mariel Hemingway/Blues Traveler
(1995)
... Self / Traffic Officer / Ann Miller





Show all 6 episodes",1995,2020,keep_year
17432,Molly Shannon,actress,1995-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Mary Katherine Gallagher / Terry Rialto / ...",117,"1995-2010

Saturday Night Live
(TV Series)

Various / Mary Katherine Gallagher / Terry Rialto / ...

- Betty White/Jay-Z
(2010)
... Various (uncredited)


- Pierce Brosnan/Destiny's Child
(2001)
... Various (uncredited)


- Sean Hayes/Shaggy
(2001)
... Teri Rialto / Sally O'Malley / Mary Katherine Gallagher / ...


- Jennifer Lopez
(2001)
... Various


- Mena Suvari/Lenny Kravitz
(2001)
... Various





Show all 117 episodes",1995,2010,keep_year
17594,Harry Shearer,actor,1975-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Announcer / Ronald Reagan / ...",38,"1975-1985

Saturday Night Live
(TV Series)

Various / Announcer / Ronald Reagan / ...

- Howard Cosell/Greg Kihn
(1985)
... Various (credit only)


- Christopher Reeve/Santana
(1985)
... Various (credit only)


- Pamela Sue Martin/Power Station
(1985)
... Various (credit only)


- Harry Anderson/Bryan Adams
(1985)
... Various (credit only)


- Alex Karras/Tina Turner
(1985)
... Various (credit only)





Show all 38 episodes",1975,1985,keep_year
17693,Harry Shearer,self,1985-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1985

Saturday Night Live
(TV Series)

Self

- Mr. T and Hulk Hogan/The Commodores
(1985)
... Self",1985,1985,keep_year
18025,Martin Short,actor,1984-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Ed Grimley / Nathan Thurm / ...",25,"1984-2021

Saturday Night Live
(TV Series)

Various / Ed Grimley / Nathan Thurm / ...

- Maya Rudolph/Jack Harlow
(2021)
... Doug Emhoff (uncredited)


- SNL At Home: Kristen Wiig/Boyz II Men
(2020)
... Ripley (uncredited)


- Donald Glover/Childish Gambino
(2018)
... Dr. Harold Bornstein (uncredited)


- Donald Trump/Sia
(2015)
... Ed Grimley (uncredited)


- Justin Timberlake
(2013)
... Ned Nederlander / Self (uncredited)





Show all 25 episodes",1984,2021,keep_year
18113,Martin Short,self,1986-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Jackie Rogers Jr. / Various / ...",4,"1986-2014

Saturday Night Live
(TV Series)

Self - Host / Jackie Rogers Jr. / Various / ...

- Andy Samberg/St. Vincent
(2014)
... Self (uncredited)


- Martin Short/Paul McCartney
(2012)
... Self - Host / Jackie Rogers Jr. / Larry David / ...


- Martin Short/No Doubt
(1996)
... Self - Host / Jerry Lewis / Ed Grimley / ...


- Chevy Chase/Steve Martin/Martin Short/Randy Newman
(1986)
... Self - Co-Host / Various / Ed Grimley / ...",1986,2014,keep_year
18231,Sarah Silverman,actress,1993-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Natalie Merchant / Sydney Andrew / ...",18,"1993-1994

Saturday Night Live
(TV Series)

Various / Natalie Merchant / Sydney Andrew / ...

- Heather Locklear/Janet Jackson
(1994)
... Sydney Andrew / Various


- John Goodman/The Pretenders
(1994)
... Various / Phyllis Comfort / Marisa Tomei


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / Cher / Total Bastard Airlines Passenger





Show all 18 episodes",1993,1994,keep_year
18242,Sarah Silverman,writer,1993-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1993-1994

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Heather Locklear/Janet Jackson
(1994)
... (writer)


- John Goodman/The Pretenders
(1994)
... (writer)


- Emilio Estevez/Pearl Jam
(1994)
... (writer)


- Kelsey Grammer/Dwight Yoakam
(1994)
... (writer)


- Helen Hunt/Snoop Doggy Dogg
(1994)
... (writer)





Show all 20 episodes",1993,1994,keep_year
18300,Sarah Silverman,self,2014-2014,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Shailene Woodley / Joan Rivers / ...",1,"2014

Saturday Night Live
(TV Series)

Self - Host / Shailene Woodley / Joan Rivers / ...

- Sarah Silverman/Maroon 5
(2014)
... Self - Host / Shailene Woodley / Joan Rivers / ...",2014,2014,keep_year
18623,Jenny Slate,actress,2009-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Hoda Kotb / Lady Gaga / ...",22,"2009-2010

Saturday Night Live
(TV Series)

Various / Hoda Kotb / Lady Gaga / ...

- Alec Baldwin/Tom Petty & the Heartbreakers
(2010)
... Various


- Betty White/Jay-Z
(2010)
... Various


- Gabourey Sidibe/MGMT
(2010)
... Various


- Ryan Phillippe/Ke$ha
(2010)
... Various


- Tina Fey/Justin Bieber
(2010)
... Various





Show all 22 episodes",2009,2010,keep_year
18786,Robert Smigel,director,2004-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (1 episode),1,"2004

Saturday Night Live
(TV Series) (1 episode)


- Snoop Dogg/Avril Lavigne
(2004)
... (segment ""TV Funhouse"")",2004,2004,keep_year
18861,Robert Smigel,actor,1985-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various Voices / Various / Dr. Bighead / ...",107,"1985-2011

Saturday Night Live
(TV Series)

Various Voices / Various / Dr. Bighead / ...

- Ed Helms/Paul Simon
(2011)
... (voice)


- Ellen Page/Wilco
(2008)
... Al Sharpton (voice, uncredited)


- Seth Rogen/Spoon
(2007)
... (credit only)


- LeBron James/Kanye West
(2007)
... Bighead (voice)


- Zach Braff/Maroon 5
(2007)
... Rudolph Giuliani / John McCain / Various Voices (voice)





Show all 107 episodes",1985,2011,keep_year
18932,David Spade,actor,1990-2010,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Christy Henderson / Tom Petty / ...",79,"1990-2010

Saturday Night Live
(TV Series)

Various / Christy Henderson / Tom Petty / ...

- Jon Hamm/Rihanna
(2010)
... Dog (voice)


- Kirsten Dunst/Eminem
(2002)
... Thumper (voice)


- Alec Baldwin/Tori Amos
(1996)
... Brad Pitt


- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various





Show all 79 episodes",1990,2010,keep_year
19185,David Spade,self,1990-2005,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Host / ...",44,"1990-2005

Saturday Night Live
(TV Series)

Self / Various / Self - Host / ...

- David Spade/Jack Johnson
(2005)
... Self - Host / Martha Stewart / Owen Wilson


- Alec Baldwin/Coldplay
(2001)
... Self (uncredited)


- David Spade/Eagle-Eye Cherry
(1998)
... Self - Host


- Neve Campbell/David Bowie
(1997)
... Self (uncredited)


- Jim Carrey/Soundgarden
(1996)
... Self / Various





Show all 44 episodes",1990,2005,keep_year
19222,Pamela Stephenson,actress,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Cyndi Lauper / Virginia Donaldson / ...",18,"1984-1985

Saturday Night Live
(TV Series)

Various / Cyndi Lauper / Virginia Donaldson / ...

- Howard Cosell/Greg Kihn
(1985)
... Virginia Donaldson / athlete


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Cyndi Lauper / Mrs. Caruthers / Host / ...


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 18 episodes",1984,1985,keep_year
19437,Ben Stiller,self,1989-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Mandy Patinkin / Bruce Springsteen / ...",3,"1989-2011

Saturday Night Live
(TV Series)

Self - Host / Mandy Patinkin / Bruce Springsteen / ...

- Ben Stiller/Foster the People
(2011)
... Self - Host / Mandy Patinkin / Bruce Springsteen / ...


- Ben Stiller/Alanis Morrisette
(1998)
... Self - Host


- Geena Davis/John Mellencamp
(1989)
... Self / Touchy",1989,2011,keep_year
19565,Ben Stiller,actor,1987-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Michael Cohen / Various / Derek Zoolander / ...",13,"1987-2019

Saturday Night Live
(TV Series)

Michael Cohen / Various / Derek Zoolander / ...

- John Mulaney/Thomas Rhett
(2019)
... Michael Cohen (uncredited)


- Matt Damon/Mark Ronson and Miley Cyrus
(2018)
... Michael Cohen (uncredited)


- Claire Foy/Anderson .Paak
(2018)
... Michael Cohen (uncredited)


- Tina Fey/Nicki Minaj
(2018)
... Michael Cohen (uncredited)


- Donald Glover/Childish Gambino
(2018)
... Michael Cohen (uncredited)





Show all 13 episodes",1987,2019,keep_year
19803,Cecily Strong,actress,2012-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Melania Trump / ...",185,"2012-2021

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Melania Trump / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 185 episodes",2012,2021,keep_year
19907,Jason Sudeikis,self,2020-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"2020

Saturday Night Live
(TV Series)

Self

- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Self (uncredited)",2020,2020,keep_year
19954,Jason Sudeikis,actor,2003-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Mitt Romney / Joe Biden / ...",177,"2003-2020

Saturday Night Live
(TV Series)

Various / Mitt Romney / Joe Biden / ...

- RuPaul/Justin Bieber
(2020)
... Joe Biden (uncredited)


- Eddie Murphy/Lizzo
(2019)
... Joe Biden (uncredited)


- Kit Harington/Sara Bareilles
(2019)
... Joe Biden (uncredited)


- Tiffany Haddish/Taylor Swift
(2017)
... Joe Biden (uncredited)


- Kristen Wiig/The XX
(2016)
... Mitt Romney (uncredited)





Show all 177 episodes",2003,2020,keep_year
20103,Julia Sweeney,self,1992-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Pat",1,"1992

Saturday Night Live
(TV Series)

Self / Various / Pat

- Christopher Walken/Arrested Development
(1992)
... Self / Various / Pat",1992,1992,keep_year
20128,Julia Sweeney,actress,1990-1994,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Pat / Dame Sarah Kensington / ...",78,"1990-1994

Saturday Night Live
(TV Series)

Various / Pat / Dame Sarah Kensington / ...

- Heather Locklear/Janet Jackson
(1994)
... Jo Reynolds / Caller / Friend / ...


- John Goodman/The Pretenders
(1994)
... Various / Dame Sarah Kensington


- Emilio Estevez/Pearl Jam
(1994)
... Various


- Kelsey Grammer/Dwight Yoakam
(1994)
... Various


- Helen Hunt/Snoop Doggy Dogg
(1994)
... Various / Naomi Judd





Show all 78 episodes",1990,1994,keep_year
20161,Terry Sweeney,writer,1980-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 31 episodes),31,"1980-1986

Saturday Night Live
(TV Series) (writer - 31 episodes)


- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... (writer)


- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... (writer)


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... (writer)


- Tony Danza/Laurie Anderson
(1986)
... (writer)


- Oprah Winfrey/Joe Jackson
(1986)
... (writer)





Show all 31 episodes",1980,1986,keep_year
20177,Terry Sweeney,actor,1981-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Nancy Reagan / Joan Rivers / ...",18,"1981-1986

Saturday Night Live
(TV Series)

Various / Nancy Reagan / Joan Rivers / ...

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Patti LaBelle / Various


- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Various


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Alexis Carrington Colby / Joan Rivers / Various


- Tony Danza/Laurie Anderson
(1986)
... Nancy Reagan / Various


- Oprah Winfrey/Joe Jackson
(1986)
... Various





Show all 18 episodes",1981,1986,keep_year
20179,Terry Sweeney,self,1986-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1986

Saturday Night Live
(TV Series)

Self

- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self",1986,1986,keep_year
20182,Kenan Thompson,actor,2003-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Charles Barkley / Steve Harvey / ...",363,"2003-2021

Saturday Night Live
(TV Series)

Various / Charles Barkley / Steve Harvey / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 363 episodes",2003,2021,keep_year
20311,Kenan Thompson,self,2019-2019,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Various",1,"2019

Saturday Night Live
(TV Series)

Self - Various

- David Harbour/Camila Cabello
(2019)
... Self - Various",2019,2019,keep_year
20352,Danitra Vance,self,1986-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Latoya Marie / Various",1,"1986

Saturday Night Live
(TV Series)

Self / Latoya Marie / Various

- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Latoya Marie / Various",1986,1986,keep_year
20358,Danitra Vance,actress,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Cabrini Green Jackson / Aquanetta Feinstein / ...",17,"1985-1986

Saturday Night Live
(TV Series)

Various / Cabrini Green Jackson / Aquanetta Feinstein / ...

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Aquanetta Feinstein / Aunt Corina / Various


- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Cabrini Green Jackson


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Dominique Deveraux / Various


- Tony Danza/Laurie Anderson
(1986)
... Various


- Oprah Winfrey/Joe Jackson
(1986)
... Cabrini Green Jackson / Various





Show all 17 episodes",1985,1986,keep_year
20364,Melissa Villaseñor,actress,2016-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Arianna Grande / Customer / ...",101,"2016-2021

Saturday Night Live
(TV Series)

Various / Arianna Grande / Customer / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 101 episodes",2016,2021,keep_year
