,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end,keep?
93,Fred Armisen,self,2016-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Osama Bin Laden / ...",4,"2016-2020

Saturday Night Live
(TV Series)

Self / Self - Host / Osama Bin Laden / ...

- SNL At Home: Brad Pitt/Miley Cyrus
(2020)
... Self (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Fred Armisen/Courtney Barnett
(2016)
... Self - Host / Osama Bin Laden / Regine / ...


- Adam Driver/Chris Stapleton
(2016)
... Self - Guest (uncredited)",2016,2020,keep_year
159,Fred Armisen,actor,2002-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Barack Obama / Prince / ...",236,"2002-2020

Saturday Night Live
(TV Series)

Various / Barack Obama / Prince / ...

- John Mulaney/David Byrne
(2020)
... Mike Bloomberg (uncredited)


- RuPaul/Justin Bieber
(2020)
... Michael Bloomberg (uncredited)


- Eddie Murphy/Lizzo
(2019)
... Mike Bloomberg (uncredited)


- Will Ferrell/King Princess
(2019)
... Michael Bloomberg / Pocahontas' father (uncredited)


- Chance the Rapper
(2019)
... Recep Tayyip Erdogan (uncredited)





Show all 236 episodes",2002,2020,keep_year
427,Dan Aykroyd,self,1976-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Self / announcer / ...",2,"1976-2003

Saturday Night Live
(TV Series)

Self - Host / Self / announcer / ...

- Dan Aykroyd/Beyonce
(2003)
... Self - Host


- Buck Henry/Gordon Lightfoot
(1976)
... Self / announcer / Kenny Slungard / ...",1976,2003,keep_year
492,Dan Aykroyd,actor,1975-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Jimmy Carter / ...",97,"1975-2013

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Jimmy Carter / ...

- Justin Timberlake
(2013)
... Georg Festrunk / Self (uncredited)


- Alec Baldwin/Jonas Brothers
(2009)
... John Boehner (uncredited)


- Peyton Manning/Carrie Underwood
(2007)
... Sanjaya Fan (uncredited)


- Queen Latifah/Ms. Dynamite
(2003)
... Sen. Bob Dole (uncredited)


- Britney Spears
(2002)
... Various (uncredited)





Show all 97 episodes",1975,2013,keep_year
638,Peter Aykroyd,writer,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 20 episodes),20,"1979-1980

Saturday Night Live
(TV Series) (writer - 20 episodes)


- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... (writer)


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... (writer)


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... (writer)


- Strother Martin/The Specials
(1980)
... (writer)


- Burt Reynolds/Anne Murray
(1980)
... (writer)





Show all 20 episodes",1979,1980,keep_year
647,Peter Aykroyd,actor,1979-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Performer / Guest / ...",16,"1979-1980

Saturday Night Live
(TV Series)

Various / Performer / Guest / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Guest / Hunter


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Jeremy Travers (uncredited)


- Strother Martin/The Specials
(1980)
... Camper (uncredited)


- Paul Simon, James Taylor & David Sanborn
(1980)
... Various


- Rodney Dangerfield/The J. Geils Band
(1980)
... Various





Show all 16 episodes",1979,1980,keep_year
724,Morwenna Banks,self,1995-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Becky Lynn / Mary Wade / ...",1,"1995

Saturday Night Live
(TV Series)

Self / Becky Lynn / Mary Wade / ...

- David Duchovny/Rod Stewart
(1995)
... Self / Becky Lynn / Mary Wade / ...",1995,1995,keep_year
770,Morwenna Banks,actress,1995-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",3,"1995

Saturday Night Live
(TV Series)

Various

- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various",1995,1995,keep_year
796,Vanessa Bayer,actress,2010-2017,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Miley Cyrus / Jacob / ...",149,"2010-2017

Saturday Night Live
(TV Series)

Various / Miley Cyrus / Jacob / ...

- Dwayne Johnson/Katy Perry
(2017)
... Dat Snatch / Dawn Lazarus / Various


- Melissa McCarthy/Haim
(2017)
... Various


- Chris Pine/LCD Soundsystem
(2017)
... Nadine / Dawn Lazarus / Auto Shop Customer / ...


- Jimmy Fallon/Harry Styles
(2017)
... Haley / Jacob / Sasha


- Louis C.K./The Chainsmokers
(2017)
... Various





Show all 149 episodes",2010,2017,keep_year
969,Jim Belushi,self,1984-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",2,"1984-2003

Saturday Night Live
(TV Series)

Self

- Dan Aykroyd/Beyonce
(2003)
... Self (uncredited)


- Eddie Murphy/Robert Plant & The Honeydrippers
(1984)
... Self (credit only)",1984,2003,keep_year
1061,Jim Belushi,actor,1983-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Willie Nelson / Mr. Faraccio / ...",33,"1983-1985

Saturday Night Live
(TV Series)

Various / Willie Nelson / Mr. Faraccio / ...

- Howard Cosell/Greg Kihn
(1985)
... Mr. Faraccio / Athlete / Soviet (as James Belushi)


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Willie Nelson / Fisherman Bob / Mr. Caruthers / ...


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 33 episodes",1983,1985,keep_year
1120,John Belushi,actor,1975-1979,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Samurai Futaba / Self / ...",78,"1975-1979

Saturday Night Live
(TV Series)

Various / Samurai Futaba / Self / ...

- Maureen Stapleton/Linda Ronstadt/Phoebe Snow
(1979)
... Caller / Roach / Self / ...


- Michael Palin/James Taylor
(1979)
... Fred Silverman / Captain Ned / Pablo


- Milton Berle/Ornette Coleman
(1979)
... Various


- Margot Kidder/The Chieftains
(1979)
... Various


- Gary Busey/Eubie Blake and Gregory Hines
(1979)
... Various





Show all 78 episodes",1975,1979,keep_year
1127,John Belushi,self,1976-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Samurai Futaba / Eleanor of Gaunt / ...",10,"1976-1981

Saturday Night Live
(TV Series)

Self / Samurai Futaba / Eleanor of Gaunt / ...

- Donald Pleasance/Fear
(1981)
... Self (uncredited)


- Paul Simon, James Taylor & David Sanborn
(1980)
... Self / Eleanor of Gaunt (uncredited)


- Buck Henry/Bette Midler
(1979)
... Self / Samurai Futaba / Pete


- Christopher Lee/Meat Loaf
(1978)
... Self / Visitor / Carl (as Kevin Scott)


- Chevy Chase/Billy Joel
(1978)
... Self / Truman Capote / Various





Show all 10 episodes",1976,1981,keep_year
1144,Beck Bennett,actor,2013-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Vladimir Putin / Mike Pence / ...",164,"2013-2021

Saturday Night Live
(TV Series)

Various / Vladimir Putin / Mike Pence / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 164 episodes",2013,2021,keep_year
1267,Jim Breuer,actor,1995-1998,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Joe Pesci / Goat Boy / ...",57,"1995-1998

Saturday Night Live
(TV Series)

Various / Joe Pesci / Goat Boy / ...

- David Duchovny/Puff Daddy/Jimmy Page
(1998)
... Police officer / Goat Boy / Rick


- Matthew Broderick/Natalie Merchant
(1998)
... Various


- Greg Kinnear/All Saints
(1998)
... Various


- Steve Buscemi/Third Eye Blind
(1998)
... Various


- Julianne Moore/Backstreet Boys
(1998)
... Matt Damon / Various





Show all 57 episodes",1995,1998,keep_year
1309,Jim Breuer,self,1995-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Hoagie / ...",3,"1995-1996

Saturday Night Live
(TV Series)

Self / Various / Hoagie / ...

- John Goodman/Everclear
(1996)
... Self / Various / Hoagie / ...


- Christopher Walken/Joan Osborne
(1996)
... Self / Various


- Chevy Chase/Lisa Loeb and Nine Stories
(1995)
... Self / Pilot / Various",1995,1996,keep_year
1323,Paul Brittain,actor,2010-2012,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Ron Paul / Johnny Depp / ...",34,"2010-2012

Saturday Night Live
(TV Series)

Various / Ron Paul / Johnny Depp / ...

- Daniel Radcliffe/Lana Del Rey
(2012)
... Draco Malfoy / Various


- Charles Barkley/Kelly Clarkson
(2012)
... Cecil / Various


- Jimmy Fallon/Michael Bublé
(2011)
... Various


- Katy Perry/Robyn
(2011)
... Osama bin Laden / Various


- Steve Buscemi/The Black Keys
(2011)
... Aquaman / Ed Vincent / Various





Show all 34 episodes",2010,2012,keep_year
1332,A. Whitney Brown,actor,1985-1991,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Soldier / Guard / ...",45,"1985-1991

Saturday Night Live
(TV Series)

Various / Soldier / Guard / ...

- Kevin Bacon/INXS
(1991)
... Various


- Joe Mantegna/Vanilla Ice
(1991)
... Various


- Patrick Swayze/Mariah Carey
(1990)
... Various


- Fred Savage/Technotronic
(1990)
... (credit only)


- Christopher Walken/Bonnie Raitt
(1990)
... Guard (uncredited)





Show all 45 episodes",1985,1991,keep_year
1339,A. Whitney Brown,self,1984-1991,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - The Big Picture / Various / ...",22,"1984-1991

Saturday Night Live
(TV Series)

Self / Self - The Big Picture / Various / ...

- Michael J. Fox/Black Crowes
(1991)
... Self - The Big Picture


- Tom Hanks/Edie Brickell & New Bohemians
(1990)
... Self


- Candice Bergen/The Notting Hillbillies
(1990)
... Self


- Alec Baldwin/The B-52's
(1990)
... Self


- Rob Lowe/The Pogues
(1990)
... Self





Show all 22 episodes",1984,1991,keep_year
1347,A. Whitney Brown,writer,1985-1991,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 111 episodes),111,"1985-1991

Saturday Night Live
(TV Series) (writer - 111 episodes)


- George Wendt/Elvis Costello
(1991)
... (writer)


- Delta Burke/Chris Isaak
(1991)
... (writer)


- Steven Seagal/Michael Bolton
(1991)
... (writer)


- Catherine O'Hara/R.E.M.
(1991)
... (writer)


- Jeremy Irons/Fishbone
(1991)
... (writer)





Show all 111 episodes",1985,1991,keep_year
1388,Aidy Bryant,actress,2012-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Morgan / Sarah Huckabee Sanders / ...",185,"2012-2021

Saturday Night Live
(TV Series)

Various / Morgan / Sarah Huckabee Sanders / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 185 episodes",2012,2021,keep_year
1426,Beth Cahill,actress,1991-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Pam / Spectator / ...",13,"1991-1992

Saturday Night Live
(TV Series)

Various / Pam / Spectator / ...

- Woody Harrelson/Vanessa Williams
(1992)
... Pam / Spectator


- Jerry Seinfeld/Annie Lennox
(1992)
... Various


- Mary Stuart Masterson/En Vogue
(1992)
... Various


- John Goodman/Garth Brooks
(1992)
... Various / Pam Hurn


- Roseanne & Tom Arnold/Red Hot Chili Peppers
(1992)
... Pam





Show all 13 episodes",1991,1992,keep_year
1436,Dana Carvey,actor,1986-2016,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Church Lady / George Bush / ...",130,"1986-2016

Saturday Night Live
(TV Series)

Various / Church Lady / George Bush / ...

- Benedict Cumberbatch/Solange
(2016)
... Church Lady (uncredited)


- Brie Larson/Alicia Keys
(2016)
... Church Lady (uncredited)


- Robert De Niro/Diddy-Dirty Money
(2010)
... Hippie (voice)


- Christopher Walken/Christina Aguilera
(2000)
... George Bush (uncredited)


- Heather Graham/Marc Anthony
(1999)
... Hans (uncredited)





Show all 130 episodes",1986,2016,keep_year
1558,Dana Carvey,self,1987-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self - Host / Various / Church Lady / ...",6,"1987-2011

Saturday Night Live
(TV Series)

Self - Host / Various / Church Lady / ...

- Dana Carvey/Linkin Park
(2011)
... Self - Host / Various / Garth Algar / ...


- Dana Carvey/The Wallflowers
(2000)
... Self - Host / Various / George Bush / ...


- Dana Carvey/Dr. Dre
(1996)
... Self - Host / Various / Ross Perot / ...


- Dana Carvey/Edie Brickell & Paul Simon
(1994)
... Self - Host


- Roseanne Barr/Deee-lite
(1991)
... Self / Chris / kid





Show all 6 episodes",1987,2011,keep_year
1730,Chevy Chase,actor,1975-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Various / Gerald Ford / ...",36,"1975-2013

Saturday Night Live
(TV Series)

Weekend Update Anchor / Various / Gerald Ford / ...

- Justin Timberlake
(2013)
... Dusty Bottoms / Self (uncredited)


- Seth Rogen/Spoon
(2007)
... Weekend Update Special Anchor (uncredited)


- Seann William Scott/Sum41
(2001)
... The Land Shark (uncredited)


- Martin Short/No Doubt
(1996)
... Merriwether (uncredited)


- Robert Klein/Bonnie Raitt
(1978)
... Lobster roars (voice, uncredited)





Show all 36 episodes",1975,2013,keep_year
1813,Chevy Chase,self,1976-1999,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Host / Various / ...",17,"1976-1999

Saturday Night Live
(TV Series)

Self / Self - Host / Various / ...

- Bill Murray/Lucinda Williams
(1999)
... Self (uncredited)


- Chris Farley/The Mighty Mighty Bosstones
(1997)
... Self (uncredited)


- Chevy Chase/Live
(1997)
... Self - Host / Cow Man / Jeff Proctor / ...


- Chevy Chase/Lisa Loeb and Nine Stories
(1995)
... Self - Host / Mark Fuhrman


- Chevy Chase/Robbie Robertson
(1992)
... Self - Host / Various / Jeffrey Dahmer / ...





Show all 17 episodes",1976,1999,keep_year
1859,Michael Che,actor,2014-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Weekend Update Anchor / Lester Holt / 2 Black Guyz / ...",143,"2014-2021

Saturday Night Live
(TV Series)

Weekend Update Anchor / Lester Holt / 2 Black Guyz / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Weekend Update Anchor


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Weekend Update Anchor


- Elon Musk/Miley Cyrus
(2021)
... Weekend Update Anchor


- Carey Mulligan/Kid Cudi
(2021)
... Weekend Update Anchor


- Daniel Kaluuya/St. Vincent
(2021)
... Weekend Update Anchor





Show all 143 episodes",2014,2021,keep_year
1930,Ellen Cleghorne,actress,1991-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Queen Shenequa / Robin Quivers / ...",77,"1991-1995

Saturday Night Live
(TV Series)

Various / Queen Shenequa / Robin Quivers / ...

- Bob Saget/TLC
(1995)
... Various


- Courteney Cox/Dave Matthews Band
(1995)
... Various


- Damon Wayans/Dionne Farris
(1995)
... Various


- John Goodman/Tragically Hip
(1995)
... Various / Robin Quivers


- Paul Reiser/Annie Lennox
(1995)
... Various





Show all 77 episodes",1991,1995,keep_year
1970,Ellen Cleghorne,self,1992-1995,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Audience members / Dr. Dre / ...",3,"1992-1995

Saturday Night Live
(TV Series)

Self / Audience members / Dr. Dre / ...

- David Duchovny/Rod Stewart
(1995)
... Self / Audience members


- Jeff Goldblum/Aerosmith
(1993)
... Self / Dr. Dre / Patron / ...


- Christopher Walken/Arrested Development
(1992)
... Self / Various",1992,1995,keep_year
2019,George Coe,actor,1975-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Judge / Epoxy-Dent Spokesman / ...",10,"1975-1986

Saturday Night Live
(TV Series)

Various / Judge / Epoxy-Dent Spokesman / ...

- William Shatner/Lone Justice
(1986)
... Judge (uncredited)


- Walter Matthau
(1978)
... Epoxy-Dent Spokesman (uncredited)


- Elliott Gould/Leon Redbone, Harlan Collins & Joyce Everson
(1976)
... Instructor (uncredited)


- Buck Henry/Gordon Lightfoot
(1976)
... Security Guard / extra (uncredited)


- Desi Arnaz/Desi Arnaz, Jr.
(1976)
... Walter Winchell (uncredited)





Show all 10 episodes",1975,1986,keep_year
2306,Billy Crystal,self,1976-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Co-Host / ...",4,"1976-1985

Saturday Night Live
(TV Series)

Self / Various / Self - Co-Host / ...

- SNL Film Festival
(1985)
... Self / Various


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Self - Co-Host / Sammy Davis Jr. / Fernando Lamas


- Billy Crystal/Al Jarreau
(1984)
... Self - Host / Various


- Ron Nessen/Patti Smith Group
(1976)
... Self (as Bill Crystal)",1976,1985,keep_year
2313,Billy Crystal,actor,1984-2015,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fernando Lamas / Prince / ...",19,"1984-2015

Saturday Night Live
(TV Series)

Various / Fernando Lamas / Prince / ...

- Taraji P. Henson/Mumford & Sons
(2015)
... Dr. Hankin (uncredited)


- Howard Cosell/Greg Kihn
(1985)
... Willie / Rose Cosell / Tony Minetti / ...


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Prince / Fernando Lamas / Self / ...


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 19 episodes",1984,2015,keep_year
2605,Jane Curtin,actress,1975-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Prymaat Conehead / ...",104,"1975-1980

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Prymaat Conehead / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Weekend Update Anchor / Lady Wilkinson / Betty / ...


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... Weekend Update Anchor / Various


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Iris de Flaminio / Weekend Update Anchor / Mrs. Parker / ...


- Strother Martin/The Specials
(1980)
... Weekend Update Anchor / Various


- Burt Reynolds/Anne Murray
(1980)
... Weekend Update Anchor / Various





Show all 104 episodes",1975,1980,keep_year
2636,Jane Curtin,self,1976-1977,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Mother / Liz Montgomery / ...",3,"1976-1977

Saturday Night Live
(TV Series)

Self / Mother / Liz Montgomery / ...

- Live from Mardi Gras
(1977)
... Self / Mother


- Lily Tomlin/James Taylor
(1976)
... Self / Liz Montgomery / Self


- Buck Henry/Gordon Lightfoot
(1976)
... Self / patron / Actress",1976,1977,keep_year
2678,Joan Cusack,actress,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Brooke Shields / Salena / ...",17,"1985-1986

Saturday Night Live
(TV Series)

Various / Brooke Shields / Salena / ...

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Various


- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Jennifer Hicks


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Jane Fonda / Mrs. Garfunkel / Various


- Tony Danza/Laurie Anderson
(1986)
... Queen Elizabeth / Salena / Various


- Oprah Winfrey/Joe Jackson
(1986)
... Various





Show all 17 episodes",1985,1986,keep_year
2700,Joan Cusack,self,1986-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various",1,"1986

Saturday Night Live
(TV Series)

Self / Various

- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Various",1986,1986,keep_year
2763,Pete Davidson,actor,2014-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Resident Young Person / Self / ...",143,"2014-2021

Saturday Night Live
(TV Series)

Various / Resident Young Person / Self / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various / Matt Gaetz





Show all 143 episodes",2014,2021,keep_year
2950,Mikey Day,actor,2014-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Donald Trump Jr. / Doug / ...",104,"2014-2021

Saturday Night Live
(TV Series)

Various / Donald Trump Jr. / Doug / ...

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 104 episodes",2014,2021,keep_year
3009,Denny Dillon,actress,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Pinky Waxman / Amy Carter / ...",13,"1980-1981

Saturday Night Live
(TV Series)

Various / Pinky Waxman / Amy Carter / ...

- Jr. Walker & the All-Stars
(1981)
... Bag Lady / Various


- Bill Murray/Delbert McClinton
(1981)
... Betsy Maxwell / Fayetta Lurlene Dawson Hightower Dawson / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Mrs. Hudley / Mary Todd Lincoln / Mary Louise / ...


- Deborah Harry
(1981)
... Pinky Waxman / Debbie / Various


- Sally Kellerman/Jimmy Cliff
(1981)
... Felicia Fitznichols / Various





Show all 13 episodes",1980,1981,keep_year
3015,Andrew Dismukes,actor,2017-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Career Day student",21,"2017-2021

Saturday Night Live
(TV Series)

Various / Career Day student

- Anya Taylor-Joy/Lil Nas X
(2021)
... Various


- Keegan-Michael Key/Olivia Rodrigo
(2021)
... Various


- Elon Musk/Miley Cyrus
(2021)
... Various


- Carey Mulligan/Kid Cudi
(2021)
... Various


- Daniel Kaluuya/St. Vincent
(2021)
... Various





Show all 21 episodes",2017,2021,keep_year
3232,Robert Downey Jr.,actor,1985-1986,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Rudy Randolph III / Jimmy Chance / ...",16,"1985-1986

Saturday Night Live
(TV Series)

Various / Rudy Randolph III / Jimmy Chance / ...

- Anjelica Huston and Billy Martin/George Clinton & Parliament-Funkadelic
(1986)
... Jimmy Chance / Various (as Robert Downey)


- Jimmy Breslin and Marvin Hagler/Level 42/E.G. Daily
(1986)
... Various (as Robert Downey)


- Catherine Oxenberg and Paul Simon/Ladysmith Black Mambazo
(1986)
... Young Paul Simon / Dirk Landers / Various (as Robert Downey)


- Tony Danza/Laurie Anderson
(1986)
... Dr. Pummel / Various (as Robert Downey)


- Griffin Dunne/Rosanne Cash
(1986)
... Rudy Randolph III (as Robert Downey)





Show all 16 episodes",1985,1986,keep_year
3354,Robert Downey Jr.,self,1986-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Host / ...",3,"1986-1996

Saturday Night Live
(TV Series)

Self / Various / Self - Host / ...

- Robert Downey Jr/Fiona Apple
(1996)
... Self - Host / Dawson / Mr. Music / ...


- Oprah Winfrey/Joe Jackson
(1986)
... Self / John Cougar Mellencamp / Jimmy Chance / ... (as Robert Downey)


- George Wendt and Francis Ford Coppola/Philip Glass
(1986)
... Self / Various (as Robert Downey)",1986,1996,keep_year
3528,Brian Doyle-Murray,actor,1978-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / SNL Newsbreak Anchor / Patron / ...",52,"1978-1982

Saturday Night Live
(TV Series)

Various / SNL Newsbreak Anchor / Patron / ...

- Olivia Newton-John
(1982)
... SNL Newsbreak Anchor / Various / Rod Serling / ...


- Danny DeVito/Sparks
(1982)
... SNL Newsbreak Anchor / Various


- Robert Culp/The Charlie Daniels Band
(1982)
... SNL Newsbreak Anchor / Various


- Johnny Cash/Elton John
(1982)
... SNL Newsbreak Anchor / Various


- Daniel J. Travanti/John Cougar
(1982)
... SNL Newsbreak Anchor / Various / Rod Serling / ...





Show all 52 episodes",1978,1982,keep_year
3546,Rachel Dratch,actress,1999-2020,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Debbie Downer / Sheldon / ...",145,"1999-2020

Saturday Night Live
(TV Series)

Various / Debbie Downer / Sheldon / ...

- Daniel Craig/The Weeknd
(2020)
... Debbie Downer (uncredited)


- John Mulaney/David Byrne
(2020)
... Amy Klobuchar (uncredited)


- RuPaul/Justin Bieber
(2020)
... Amy Klobuchar (uncredited)


- Eddie Murphy/Lizzo
(2019)
... Amy Klobuchar (uncredited)


- Will Ferrell/King Princess
(2019)
... Amy Klobuchar (uncredited)





Show all 145 episodes",1999,2020,keep_year
3690,Rachel Dratch,self,2002-2021,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / various",5,"2002-2021

Saturday Night Live
(TV Series)

Self / various

- Maya Rudolph/Jack Harlow
(2021)
... Self (uncredited)


- Saturday Night Live at Home: Tom Hanks/Chris Martin
(2020)
... Self (uncredited)


- Mick Jagger
(2012)
... Self (uncredited)


- Amy Poehler/Katy Perry
(2010)
... Self (uncredited)


- Jon Stewart/India.Arie
(2002)
... Self / various",2002,2021,keep_year
3752,Robin Duke,writer,1982-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (writer - 39 episodes),39,"1982-1984

Saturday Night Live
(TV Series) (writer - 39 episodes)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... (writer)


- Barry Bostwick/Spinal Tap
(1984)
... (writer)


- George McGovern/Madness
(1984)
... (writer)


- Michael Douglas/Deniece Williams
(1984)
... (writer)


- Billy Crystal/Al Jarreau
(1984)
... (writer)





Show all 39 episodes",1982,1984,keep_year
3784,Robin Duke,actress,1981-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Self / Paulette Clooney / ...",59,"1981-1984

Saturday Night Live
(TV Series)

Various / Self / Paulette Clooney / ...

- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Various


- Barry Bostwick/Spinal Tap
(1984)
... Various


- George McGovern/Madness
(1984)
... Ike


- Michael Douglas/Deniece Williams
(1984)
... Various / Shelly Winters


- Billy Crystal/Al Jarreau
(1984)
... Various





Show all 59 episodes",1981,1984,keep_year
