person,credit_type,year,title,imdb_link,episode_count,add_info,year_start,year_end,keep?
Jane Curtin,actress-tt3648822,2017,AniMat's Classic Reviews,https://www.imdb.com/title/tt3648822/,1,"2017

AniMat's Classic Reviews
(TV Series)

Muffy

- Antz
(2017)
... Muffy (voice)",2017,0,keep_year
Jane Curtin,actress-tt4768656,2016,Howard Lovecraft and the Frozen Kingdom,https://www.imdb.com/title/tt4768656/,0,"2016

Howard Lovecraft and the Frozen Kingdom

Algid Bunk (voice)",2016,0,keep_year
Jane Curtin,actress-tt1442462,2015,The Good Wife,https://www.imdb.com/title/tt1442462/,1,"2015

The Good Wife
(TV Series)

Judge Farley

- Bond
(2015)
... Judge Farley",2015,0,keep_year
Jane Curtin,actress-tt1842530,2012-2014,Unforgettable,https://www.imdb.com/title/tt1842530/,6,"2012-2014

Unforgettable
(TV Series)

Joanne Webster

- D.O.A.
(2014)
... Joanne Webster


- Moving On
(2014)
... Joanne Webster


- True Identity
(2014)
... Joanne Webster


- Fire and Ice
(2014)
... Joanne Webster


- Admissions
(2014)
... Joanne Webster





Show all 35 episodes",2012,2014,keep_year
Jane Curtin,actress-tt1742650,2011,I Don't Know How She Does It,https://www.imdb.com/title/tt1742650/,0,"2011

I Don't Know How She Does It

Marla Reddy",2011,0,keep_year
Jane Curtin,actress-tt1421054,2009,Sherri,https://www.imdb.com/title/tt1421054/,1,"2009

Sherri
(TV Series)

Paula's mom / Margo

- Birth
(2009)
... Paula's mom / Margo",2009,0,keep_year
Jane Curtin,actress-tt1229401,2008-2009,Gary Unmarried,https://www.imdb.com/title/tt1229401/,2,"2008-2009

Gary Unmarried
(TV Series)

Connie

- Gary Uses His Veto
(2009)
... Connie


- Gary Gives Thanks
(2008)
... Connie",2008,2009,keep_year
Jane Curtin,actress-tt1016276,2008,In the Motherhood,https://www.imdb.com/title/tt1016276/,1,"2008

In the Motherhood
(TV Series)

Mom

- Mother Dearest
(2008)
... Mom",2008,0,keep_year
Jane Curtin,actress-tt0460634,2006,Crumbs,https://www.imdb.com/title/tt0460634/,6,"2006

Crumbs
(TV Series)

Suzanne Crumb

- Tennis Any Crumb?
(2006)
... Suzanne Crumb


- Maybe I'm Tony Randall
(2006)
... Suzanne Crumb


- Sleeping with the Enemies
(2006)
... Suzanne Crumb


- Six Feet Blunder
(2006)
... Suzanne Crumb


- Jody Crumb, Superstar
(2006)
... Suzanne Crumb





Show all 13 episodes",2006,0,keep_year
Jane Curtin,actress-tt0393735,2006,The Shaggy Dog,https://www.imdb.com/title/tt0393735/,0,"2006

The Shaggy Dog

Judge Claire Whittaker",2006,0,keep_year
Jane Curtin,actress-tt0412915,2004,The Librarian: Quest for the Spear,https://www.imdb.com/title/tt0412915/,0,"2004

The Librarian: Quest for the Spear
(TV Movie)

Charlene",2004,0,keep_year
Jane Curtin,actress-tt0382936,2003,Recess: All Growed Down,https://www.imdb.com/title/tt0382936/,0,"2003

Recess: All Growed Down
(Video)
(voice)",2003,0,keep_year
Jane Curtin,actress-tt0309141,2003,Cyberchase,https://www.imdb.com/title/tt0309141/,1,"2003

Cyberchase
(TV Series short)

Lady Ada Byron Lovelace

- Hugs and Witches
(2003)
... Lady Ada Byron Lovelace (voice)",2003,0,keep_year
Jane Curtin,actress-tt0115082,1996-2001,3rd Rock from the Sun,https://www.imdb.com/title/tt0115082/,6,"1996-2001

3rd Rock from the Sun
(TV Series)

Dr. Mary Albright

- The Thing That Wouldn't Die: Part 2
(2001)
... Dr. Mary Albright


- The Thing That Wouldn't Die: Part 1
(2001)
... Dr. Mary Albright


- Mary Loves Scoochie: Part 2
(2001)
... Dr. Mary Albright


- Mary Loves Scoochie: Part 1
(2001)
... Dr. Mary Albright


- Dick Soup for the Soul
(2001)
... Dr. Mary Albright





Show all 138 episodes",1996,2001,keep_year
Jane Curtin,actress-tt0175245,2000,Catch a Falling Star,https://www.imdb.com/title/tt0175245/,0,"2000

Catch a Falling Star
(TV Movie)

Fran",2000,0,keep_year
Jane Curtin,actress-tt0126170,1998,Recess,https://www.imdb.com/title/tt0126170/,1,"1998

Recess
(TV Series)

Mrs. Klemperer

- Wild Child
(1998)
... Mrs. Klemperer (voice)",1998,0,keep_year
Jane Curtin,actress-tt0138967,1998,Hercules,https://www.imdb.com/title/tt0138967/,1,"1998

Hercules
(TV Series)

Hippolyte

- Hercules and the Girdle of Hippolyte
(1998)
... Hippolyte (voice)",1998,0,keep_year
Jane Curtin,actress-tt0114602,1995,Tad,https://www.imdb.com/title/tt0114602/,0,"1995

Tad
(TV Movie)

Mary Todd Lincoln",1995,0,keep_year
Jane Curtin,actress-tt0106598,1993,Coneheads,https://www.imdb.com/title/tt0106598/,0,"1993

Coneheads

Prymatt Conehead / Mary Margaret DeCicco",1993,0,keep_year
Jane Curtin,actress-tt0099294,1990,Common Ground,https://www.imdb.com/title/tt0099294/,2,"1990

Common Ground
(TV Mini Series)

Alice McGoff

- Part II
(1990)
... Alice McGoff


- Part I
(1990)
... Alice McGoff",1990,0,keep_year
Jane Curtin,actress-tt0086742,1984-1989,Kate & Allie,https://www.imdb.com/title/tt0086742/,6,"1984-1989

Kate & Allie
(TV Series)

Allie Lowell / Allie Barsky

- What a Wonderful Episode
(1989)
... Allie Barsky


- My Boyfriend's Back
(1989)
... Allie Barsky


- The Hockey Team
(1989)
... Allie Barsky


- The Last Temptation of Allie
(1989)
... Allie Barsky


- The Wedding
(1989)
... Allie Barsky





Show all 122 episodes",1984,1989,keep_year
Jane Curtin,actress-tt0095605,1988,Maybe Baby,https://www.imdb.com/title/tt0095605/,0,"1988

Maybe Baby
(TV Movie)

Julia Gilbert",1988,0,keep_year
Jane Curtin,actress-tt0089715,1985,O.C. and Stiggs,https://www.imdb.com/title/tt0089715/,0,"1985

O.C. and Stiggs

Elinore Schwab",1985,0,keep_year
Jane Curtin,actress-tt1202151,1984,Bedrooms,https://www.imdb.com/title/tt1202151/,0,"1984

Bedrooms
(TV Movie)

Laura",1984,0,keep_year
Jane Curtin,actress-tt0359049,1982/I,Candida,https://www.imdb.com/title/tt0359049/,0,"1982/I

Candida
(TV Movie)

Prossie",1982,0,keep_year
Jane Curtin,actress-tt0080895,1980,How to Beat the High Cost of Living,https://www.imdb.com/title/tt0080895/,0,"1980

How to Beat the High Cost of Living

Elaine",1980,0,keep_year
Jane Curtin,actress-tt0075600,1977,What Really Happened to the Class of '65?,https://www.imdb.com/title/tt0075600/,1,"1977

What Really Happened to the Class of '65?
(TV Series)

Ivy

- Class Hustler
(1977)
... Ivy",1977,0,keep_year
Jane Curtin,self-tt3503424,2021,Ok! TV,https://www.imdb.com/title/tt3503424/,1,"2021

Ok! TV
(TV Series)

Self

- Episode #8.85
(2021)
... Self",2021,0,keep_year
Jane Curtin,self-tt12020508,2021,Stars in the House,https://www.imdb.com/title/tt12020508/,1,"2021

Stars in the House
(TV Series)

Self

- Kate & Allie Reunion
(2021)
... Self",2021,0,keep_year
Jane Curtin,self-tt3513388,2020,Late Night with Seth Meyers,https://www.imdb.com/title/tt3513388/,1,"2020

Late Night with Seth Meyers
(TV Series)

Self

- Sean Penn/Jane Curtin/Thaddeus Dixon
(2020)
... Self",2020,0,keep_year
Jane Curtin,self-tt0072506,2020,Good Morning America,https://www.imdb.com/title/tt0072506/,1,"2020

Good Morning America
(TV Series)

Self - Guest

- Episode dated 15 July 2020
(2020)
... Self - Guest",2020,0,keep_year
Jane Curtin,self-tt3395490,2018,SAG Foundation Conversations,https://www.imdb.com/title/tt3395490/,1,"2018

SAG Foundation Conversations
(TV Series)

Self

- Jane Curtin
(2018)
... Self",2018,0,keep_year
Jane Curtin,self-tt7700036,2015,The Interviews: An Oral History of Television,https://www.imdb.com/title/tt7700036/,1,"2015

The Interviews: An Oral History of Television
(TV Series)

Self

- Jane Curtin
(2015)
... Self",2015,0,keep_year
Jane Curtin,self-tt4355574,2015,Live from New York!,https://www.imdb.com/title/tt4355574/,0,"2015

Live from New York!
(Documentary)

Self - Featuring",2015,0,keep_year
Jane Curtin,self-tt0081857,2015,Entertainment Tonight,https://www.imdb.com/title/tt0081857/,1,"2015

Entertainment Tonight
(TV Series)

Self

- Episode dated 4 February 2015
(2015)
... Self",2015,0,keep_year
Jane Curtin,self-tt7524996,2011,Stray Balls,https://www.imdb.com/title/tt7524996/,0,"2011

Stray Balls
(Short)

Self",2011,0,keep_year
Jane Curtin,self-tt0159881,1998-2010,Jeopardy!,https://www.imdb.com/title/tt0159881/,6,"1998-2010

Jeopardy!
(TV Series)

Self - Finalist / Self - Contestant / Self - Qualifying Finalist / ...

- Million Dollar Celebrity Invitational Finals: Game 2
(2010)
... Self - Finalist


- Million Dollar Celebrity Invitational Finals: Game 1
(2010)
... Self - Finalist


- Million Dollar Celebrity Invitational Semifinal 3
(2010)
... Self - Qualifying Finalist


- Million Dollar Celebrity Invitational Semifinal 1
(2010)
... Self - Contestant


- Million Dollar Celebrity Invitational Quarterfinal 9
(2010)
... Self - Contestant





Show all 6 episodes",1998,2010,keep_year
Jane Curtin,self-tt0123366,2006,The View,https://www.imdb.com/title/tt0123366/,1,"2006

The View
(TV Series)

Self

- Episode dated 9 February 2006
(2006)
... Self",2006,0,keep_year
Jane Curtin,self-tt0332558,1998,The 50th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt0332558/,0,"1998

The 50th Annual Primetime Emmy Awards
(TV Special)

Self - Hostess",1998,0,keep_year
Jane Curtin,self-tt0115338,1997-1998,The Rosie O'Donnell Show,https://www.imdb.com/title/tt0115338/,2,"1997-1998

The Rosie O'Donnell Show
(TV Series)

Self

- Episode dated 26 February 1998
(1998)
... Self


- Episode dated 21 February 1997
(1997)
... Self",1997,1998,keep_year
Jane Curtin,self-tt1041883,1997,Understanding,https://www.imdb.com/title/tt1041883/,2,"1997

Understanding
(TV Series)

Self

- Oceans
(1997)
... Self


- Electricity
(1997)
... Self",1997,0,keep_year
Jane Curtin,self-tt1800384,1997,54th Golden Globe Awards,https://www.imdb.com/title/tt1800384/,0,"1997

54th Golden Globe Awards
(TV Special)

Self - Presenter",1997,0,keep_year
Jane Curtin,self-tt0103569,1993-1996,The Tonight Show with Jay Leno,https://www.imdb.com/title/tt0103569/,3,"1993-1996

The Tonight Show with Jay Leno
(TV Series)

Self

- Episode #4.223
(1996)
... Self


- Episode #4.1078
(1996)
... Self


- Episode #2.123
(1993)
... Self",1993,1996,keep_year
Jane Curtin,self-tt0449001,1993,Comic Relief: Baseball Relief '93,https://www.imdb.com/title/tt0449001/,0,"1993

Comic Relief: Baseball Relief '93
(TV Movie)

Self",1993,0,keep_year
Jane Curtin,self-tt0329296,1990,Life of Python,https://www.imdb.com/title/tt0329296/,0,"1990

Life of Python
(TV Movie documentary)

Self",1990,0,keep_year
Jane Curtin,self-tt0099451,1990,Don't Try This at Home!,https://www.imdb.com/title/tt0099451/,0,"1990

Don't Try This at Home!
(TV Movie)

Self",1990,0,keep_year
Jane Curtin,self-tt1455246,1989,The 41st Annual Primetime Emmy Awards,https://www.imdb.com/title/tt1455246/,0,"1989

The 41st Annual Primetime Emmy Awards
(TV Special)

Self - Presenter",1989,0,keep_year
Jane Curtin,self-tt0283418,1988,Jackie Gleason: The Great One,https://www.imdb.com/title/tt0283418/,0,"1988

Jackie Gleason: The Great One
(TV Movie documentary)

Self",1988,0,keep_year
Jane Curtin,self-tt0355108,1987,The Morning Program,https://www.imdb.com/title/tt0355108/,1,"1987

The Morning Program
(TV Series)

Self

- Episode dated 30 September 1987
(1987)
... Self",1987,0,keep_year
Jane Curtin,self-tt0237277,1987,Golden Anniversary of Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0237277/,0,"1987

Golden Anniversary of Snow White and the Seven Dwarfs
(TV Movie documentary)

Evil Queen",1987,0,keep_year
Jane Curtin,self-tt1836941,1984,The 36th Primetime Emmy Awards,https://www.imdb.com/title/tt1836941/,0,"1984

The 36th Primetime Emmy Awards
(TV Special)

Self - Winner & Presenter",1984,0,keep_year
Jane Curtin,self-tt1062888,1980,30 Years of TV Comedy's Greatest Hits: To Laughter with Love,https://www.imdb.com/title/tt1062888/,0,"1980

30 Years of TV Comedy's Greatest Hits: To Laughter with Love
(TV Special)

Self - Presenter",1980,0,keep_year
Jane Curtin,self-tt0079583,1979,Mr. Mike's Mondo Video,https://www.imdb.com/title/tt0079583/,0,"1979

Mr. Mike's Mondo Video

Self",1979,0,keep_year
Jane Curtin,self-tt0078888,1979,"Bob & Ray, Jane, Laraine & Gilda",https://www.imdb.com/title/tt0078888/,0,"1979

Bob & Ray, Jane, Laraine & Gilda
(TV Movie)

Self / Vern Beckie / Patty / ...",1979,0,keep_year
Jane Curtin,self-tt0321397,1978,Battle of the Network Stars IV,https://www.imdb.com/title/tt0321397/,0,"1978

Battle of the Network Stars IV
(TV Special)

Self - NBC Team",1978,0,keep_year
Jane Curtin,self-tt0158435,1975,Tomorrow Coast to Coast,https://www.imdb.com/title/tt0158435/,1,"1975

Tomorrow Coast to Coast
(TV Series)

Self - Guest (SNL cast)

- Jerry Lewis, SNL cast
(1975)
... Self - Guest (SNL cast)",1975,0,keep_year
Jane Curtin,actress-tt8338076,2021,Queen Bees,https://www.imdb.com/title/tt8338076/,0,"2021

Queen Bees

Janet Poindexter",2021,0,keep_year
Jane Curtin,actress-tt10329044,2020,United We Fall,https://www.imdb.com/title/tt10329044/,6,"2020

United We Fall
(TV Series)

Sandy

- Re-Wedding Crashers
(2020)
... Sandy


- The Weekend
(2020)
... Sandy


- You're Doing It Wrong
(2020)
... Sandy


- My Favorite Marta
(2020)
... Sandy


- Participation Trophy
(2020)
... Sandy





Show all 8 episodes",2020,0,keep_year
Jane Curtin,actress-tt3009772,2019,Ode to Joy,https://www.imdb.com/title/tt3009772/,0,"2019

Ode to Joy

Sylvia",2019,0,keep_year
Jane Curtin,actress-tt6663582,2018,The Spy Who Dumped Me,https://www.imdb.com/title/tt6663582/,0,"2018

The Spy Who Dumped Me

Carol",2018,0,keep_year
Jane Curtin,actress-tt2578560,2017,Broad City,https://www.imdb.com/title/tt2578560/,1,"2017

Broad City
(TV Series)

Margo

- Witches
(2017)
... Margo",2017,0,keep_year
Jane Curtin,actress-tt3663490,2013-2017,The Librarians,https://www.imdb.com/title/tt3663490/,4,"2013-2017

The Librarians
(TV Series)

Charlene

- And the Wrath of Chaos
(2017)
... Charlene


- And the Fatal Separation
(2017)
... Charlene


- And the Fangs of Death
(2016)
... Charlene


- And the Crown of King Arthur
(2013)
... Charlene",2013,2017,keep_year
Jane Curtin,actress-tt4452674,2015,48 Hours 'til Monday,https://www.imdb.com/title/tt4452674/,0,"2015

48 Hours 'til Monday
(TV Movie)",2015,0,keep_year
Jane Curtin,actress-tt13160504,2015,State Farm Coneheads Commercial,https://www.imdb.com/title/tt13160504/,0,"2015

State Farm Coneheads Commercial
(Short)

Prymaat Conehead",2015,0,keep_year
Jane Curtin,actress-tt2404463,2013/I,The Heat,https://www.imdb.com/title/tt2404463/,0,"2013/I

The Heat

Mrs. Mullins",2013,0,keep_year
Jane Curtin,actress-tt1540626,2010,Rex Is Not Your Lawyer,https://www.imdb.com/title/tt1540626/,1,"2010

Rex Is Not Your Lawyer
(TV Series)


- Pilot
(2010)",2010,0,keep_year
Jane Curtin,actress-tt1155056,2009,"I Love You, Man",https://www.imdb.com/title/tt1155056/,0,"2009

I Love You, Man

Joyce Klaven",2009,0,keep_year
Jane Curtin,actress-tt7516950,2002,Antz Extreme Racing,https://www.imdb.com/title/tt7516950/,0,"2002

Antz Extreme Racing
(Video Game)

Muffy (voice)",2002,0,keep_year
Jane Curtin,actress-tt0233508,2000,CyberWorld,https://www.imdb.com/title/tt0233508/,0,"2000

CyberWorld
(Short)

Muffy (voice)",2000,0,keep_year
Jane Curtin,actress-tt2438550,1999,Antz,https://www.imdb.com/title/tt2438550/,0,"1999

Antz
(Video Game)

Muffy (voice)",1999,0,keep_year
Jane Curtin,actress-tt0120587,1998,Antz,https://www.imdb.com/title/tt0120587/,0,"1998

Antz

Muffy (voice)",1998,0,keep_year
Jane Curtin,actress-tt0233085,1995,Mystery Dance,https://www.imdb.com/title/tt0233085/,1,"1995

Mystery Dance
(TV Series)

Susan Baker

- Episode #1.1
(1995)
... Susan Baker",1995,0,keep_year
Jane Curtin,actress-tt0105982,1994,Dave's World,https://www.imdb.com/title/tt0105982/,1,"1994

Dave's World
(TV Series)

Anne

- Lost Weekend
(1994)
... Anne",1994,0,keep_year
Jane Curtin,actress-tt0098952,1990,Working It Out,https://www.imdb.com/title/tt0098952/,6,"1990

Working It Out
(TV Series)

Sarah Marshall

- Surprise! I Hate Your Friend!
(1990)
... Sarah Marshall


- Foxhole
(1990)
... Sarah Marshall


- Molly and David
(1990)
... Sarah Marshall


- Take My Girlfriend...
(1990)
... Sarah Marshall


- Instructions
(1990)
... Sarah Marshall





Show all 13 episodes",1990,0,keep_year
Jane Curtin,actress-tt7962770,1989,Bobby Brown: On Our Own,https://www.imdb.com/title/tt7962770/,0,"1989

Bobby Brown: On Our Own
(Video short)

Woman Leaving the Store (uncredited)",1989,0,keep_year
Jane Curtin,actress-tt0094563,1989,Tattinger's,https://www.imdb.com/title/tt0094563/,1,"1989

Tattinger's
(TV Series)

Jane

- Broken Windows
(1989)
... Jane",1989,0,keep_year
Jane Curtin,actress-tt0176357,1987,American Playhouse,https://www.imdb.com/title/tt0176357/,1,"1987

American Playhouse
(TV Series)

Lina McLaidlaw

- Suspicion
(1987)
... Lina McLaidlaw",1987,0,keep_year
Jane Curtin,actress-tt0063951,1985,Sesame Street,https://www.imdb.com/title/tt0063951/,2,"1985

Sesame Street
(TV Series)

Cinderella

- Episode #16.68
(1985)
... Cinderella


- Cinderella on Sesame Street
(1985)
... Cinderella",1985,0,keep_year
Jane Curtin,actress-tt0224782,1983,The Coneheads,https://www.imdb.com/title/tt0224782/,0,"1983

The Coneheads
(TV Movie)

Prymaat (voice)",1983,0,keep_year
Jane Curtin,actress-tt0083839,1982,Divorce Wars: A Love Story,https://www.imdb.com/title/tt0083839/,0,"1982

Divorce Wars: A Love Story
(TV Movie)

Vickey Sturgess",1982,0,keep_year
Jane Curtin,actress-tt0072562,1975-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,6,"1975-1980

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Prymaat Conehead / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Weekend Update Anchor / Lady Wilkinson / Betty / ...


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... Weekend Update Anchor / Various


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Iris de Flaminio / Weekend Update Anchor / Mrs. Parker / ...


- Strother Martin/The Specials
(1980)
... Weekend Update Anchor / Various


- Burt Reynolds/Anne Murray
(1980)
... Weekend Update Anchor / Various





Show all 104 episodes",1975,1980,keep_year
Jane Curtin,actress-tt0075529,1977,The Love Boat,https://www.imdb.com/title/tt0075529/,1,"1977

The Love Boat
(TV Series)

Regina Parker

- The Captain's Captain/Romance Roulette/Hounded (A Dog's Life)
(1977)
... Regina Parker",1977,0,keep_year
Jane Curtin,self-tt0044298,2021,Today,https://www.imdb.com/title/tt0044298/,1,"2021

Today
(TV Series)

Self

- Episode dated 11 June 2021
(2021)
... Self",2021,0,keep_year
Jane Curtin,self-tt5752346,2020,Belushi,https://www.imdb.com/title/tt5752346/,0,"2020

Belushi
(Documentary)

Self (voice)",2020,0,keep_year
Jane Curtin,self-tt0096636,2020,Live with Kelly and Ryan,https://www.imdb.com/title/tt0096636/,1,"2020

Live with Kelly and Ryan
(TV Series)

Self

- Live's Virtual Living Week - Day 3
(2020)
... Self",2020,0,keep_year
Jane Curtin,self-tt2057880,2018,Watch What Happens: Live,https://www.imdb.com/title/tt2057880/,1,"2018

Watch What Happens: Live
(TV Series)

Self

- Jane Curtin & Harvey Fierstein
(2018)
... Self",2018,0,keep_year
Jane Curtin,self-tt6688084,2016,The 19th Annual the Kennedy Center Mark Twain Prize for American Humor: Celebrating Bill Murray,https://www.imdb.com/title/tt6688084/,0,"2016

The 19th Annual the Kennedy Center Mark Twain Prize for American Humor: Celebrating Bill Murray
(TV Special)

Self",2016,0,keep_year
Jane Curtin,self-tt4858654,2015,Unforgettable Moments: Inside Season 3,https://www.imdb.com/title/tt4858654/,0,"2015

Unforgettable Moments: Inside Season 3
(Documentary short)

Self",2015,0,keep_year
Jane Curtin,self-tt3677742,2015,Saturday Night Live: 40th Anniversary Special,https://www.imdb.com/title/tt3677742/,0,"2015

Saturday Night Live: 40th Anniversary Special
(TV Special)

Self / Weekend Update Anchor",2015,0,keep_year
Jane Curtin,self-tt3606304,2014,My Kingdom,https://www.imdb.com/title/tt3606304/,0,"2014

My Kingdom
(Documentary short)

Reader (voice)",2014,0,keep_year
Jane Curtin,self-tt0090493,2011,The Oprah Winfrey Show,https://www.imdb.com/title/tt0090493/,1,"2011

The Oprah Winfrey Show
(TV Series)

Self - Guest

- SNL All-Stars
(2011)
... Self - Guest",2011,0,keep_year
Jane Curtin,self-tt0244343,2010,Eyewitness News,https://www.imdb.com/title/tt0244343/,1,"2010

Eyewitness News
(TV Series)

Self

- Episode dated 6 May 2010
(2010)
... Self",2010,0,keep_year
Jane Curtin,self-tt0388306,2002,On Stage at the Kennedy Center: The Mark Twain Prize,https://www.imdb.com/title/tt0388306/,0,"2002

On Stage at the Kennedy Center: The Mark Twain Prize
(TV Special)

Self",2002,0,keep_year
Jane Curtin,self-tt0482595,1998,The Secret World of 'Antz',https://www.imdb.com/title/tt0482595/,0,"1998

The Secret World of 'Antz'
(TV Movie documentary)

Self",1998,0,keep_year
Jane Curtin,self-tt0321051,1997,The 49th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt0321051/,0,"1997

The 49th Annual Primetime Emmy Awards
(TV Special)

Self - Audience Member",1997,0,keep_year
Jane Curtin,self-tt2391859,1997,The 11th Annual American Comedy Awards,https://www.imdb.com/title/tt2391859/,0,"1997

The 11th Annual American Comedy Awards
(TV Special)

Self - Presenter",1997,0,keep_year
Jane Curtin,self-tt0115894,1996,Christmas in Washington,https://www.imdb.com/title/tt0115894/,0,"1996

Christmas in Washington
(TV Special)

Self",1996,0,keep_year
Jane Curtin,self-tt0063951,1989-1994,Sesame Street,https://www.imdb.com/title/tt0063951/,2,"1989-1994

Sesame Street
(TV Series)

Self

- Zoe at daycare
(1994)
... Self


- Episode #21.8
(1989)
... Self",1989,1994,keep_year
Jane Curtin,self-tt1045049,1991,A Comedy Salute to Michael Jordan,https://www.imdb.com/title/tt1045049/,0,"1991

A Comedy Salute to Michael Jordan
(TV Special)

Self",1991,0,keep_year
Jane Curtin,self-tt0379549,1990,That's What Friends Are for: Arista's 15th Anniversary Concert,https://www.imdb.com/title/tt0379549/,0,"1990

That's What Friends Are for: Arista's 15th Anniversary Concert
(TV Special)

Self",1990,0,keep_year
Jane Curtin,self-tt0083441,1982-1990,Late Night with David Letterman,https://www.imdb.com/title/tt0083441/,6,"1982-1990

Late Night with David Letterman
(TV Series)

Self / Self - Guest

- Episode dated 2 October 1990
(1990)
... Self


- Episode dated 5 October 1989
(1989)
... Self - Guest


- Episode dated 1 November 1984
(1984)
... Self


- Episode dated 15 May 1984
(1984)
... Self


- Episode dated 29 April 1983
(1983)
... Self





Show all 7 episodes",1982,1990,keep_year
Jane Curtin,self-tt0096912,1989,The Best of Gilda Radner,https://www.imdb.com/title/tt0096912/,0,"1989

The Best of Gilda Radner
(Video documentary)

Self / Various",1989,0,keep_year
Jane Curtin,self-tt0344303,1989,Saturday Night Live: 15th Anniversary,https://www.imdb.com/title/tt0344303/,0,"1989

Saturday Night Live: 15th Anniversary
(TV Special)

Self",1989,0,keep_year
Jane Curtin,self-tt0085075,1989,Reading Rainbow,https://www.imdb.com/title/tt0085075/,1,"1989

Reading Rainbow
(TV Series)

Self

- Duncan and Dolores
(1989)
... Self (voice)",1989,0,keep_year
Jane Curtin,self-tt0275667,1988,"Sesame Street, Special",https://www.imdb.com/title/tt0275667/,0,"1988

Sesame Street, Special
(TV Movie)

Self (segment ""Put Down the Duckie"")",1988,0,keep_year
Jane Curtin,self-tt1044991,1987,The 39th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt1044991/,0,"1987

The 39th Annual Primetime Emmy Awards
(TV Special)

Self - Nominee & Presenter",1987,0,keep_year
Jane Curtin,self-tt0055708,1986,The Tonight Show Starring Johnny Carson,https://www.imdb.com/title/tt0055708/,1,"1986

The Tonight Show Starring Johnny Carson
(TV Series)

Self - Guest

- Episode #25.43
(1986)
... Self - Guest",1986,0,keep_year
Jane Curtin,self-tt0344272,1981,The Robert Klein Show,https://www.imdb.com/title/tt0344272/,0,"1981

The Robert Klein Show
(TV Special)

Self",1981,0,keep_year
Jane Curtin,self-tt0170980,1980,The Mike Douglas Show,https://www.imdb.com/title/tt0170980/,1,"1980

The Mike Douglas Show
(TV Series)

Self

- Episode #20.6
(1980)
... Self",1980,0,keep_year
Jane Curtin,self-tt0375591,1979,Battle of the Network Stars VI,https://www.imdb.com/title/tt0375591/,0,"1979

Battle of the Network Stars VI
(TV Special)

Self - NBC Team",1979,0,keep_year
Jane Curtin,self-tt0341210,1978,The 30th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt0341210/,0,"1978

The 30th Annual Primetime Emmy Awards
(TV Special)

Self - Nominee",1978,0,keep_year
Jane Curtin,self-tt0072562,1976-1977,Saturday Night Live,https://www.imdb.com/title/tt0072562/,3,"1976-1977

Saturday Night Live
(TV Series)

Self / Mother / Liz Montgomery / ...

- Live from Mardi Gras
(1977)
... Self / Mother


- Lily Tomlin/James Taylor
(1976)
... Self / Liz Montgomery / Self


- Buck Henry/Gordon Lightfoot
(1976)
... Self / patron / Actress",1976,1977,keep_year
Jane Curtin,self-tt14561300,1974,The 1st Annual Daytime Emmy Awards,https://www.imdb.com/title/tt14561300/,0,"1974

The 1st Annual Daytime Emmy Awards
(TV Special)

Self - Calgonite commercial",1974,0,keep_year
Joan Cusack,actress-tt7008682,2020,Homecoming,https://www.imdb.com/title/tt7008682/,3,"2020

Homecoming
(TV Series)

Francine Bunda

- Again
(2020)
... Francine Bunda


- Meters
(2020)
... Francine Bunda


- Soap
(2020)
... Francine Bunda",2020,0,keep_year
Joan Cusack,actress-tt1950235,2019,Let It Snow,https://www.imdb.com/title/tt1950235/,0,"2019

Let It Snow

Tin Foil Woman",2019,0,keep_year
Joan Cusack,actress-tt1979376,2019,Toy Story 4,https://www.imdb.com/title/tt1979376/,0,"2019

Toy Story 4

Jessie (voice)",2019,0,keep_year
Joan Cusack,actress-tt7401588,2018,Instant Family,https://www.imdb.com/title/tt7401588/,0,"2018

Instant Family

Mrs. Howard",2018,0,keep_year
Joan Cusack,actress-tt2338454,2017,Unicorn Store,https://www.imdb.com/title/tt2338454/,0,"2017

Unicorn Store

Gladys",2017,0,keep_year
Joan Cusack,actress-tt3960412,2016,Popstar: Never Stop Never Stopping,https://www.imdb.com/title/tt3960412/,0,"2016

Popstar: Never Stop Never Stopping

Tilly",2016,0,keep_year
Joan Cusack,actress-tt5987062,2016,Disney Magic Kingdoms,https://www.imdb.com/title/tt5987062/,0,"2016

Disney Magic Kingdoms
(Video Game)

Jessie (voice)",2016,0,keep_year
Joan Cusack,actress-tt1586680,2011-2015,Shameless,https://www.imdb.com/title/tt1586680/,6,"2011-2015

Shameless
(TV Series)

Sheila Jackson

- The Two Lisas
(2015)
... Sheila Jackson


- I'm the Liver
(2015)
... Sheila Jackson


- Milk of the Gods
(2015)
... Sheila Jackson


- Lazarus
(2014)
... Sheila Jackson


- Emily
(2014)
... Sheila Jackson





Show all 44 episodes",2011,2015,keep_year
